Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Nathan Walker, Healthy, StL, C- LW, FA, Det, W 6-2, 1, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 1, 0, 10.8
Ondrej Palat, Healthy, TB, LW, FA, @Tor, W 5-3, 1, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 2, 2, 9.0
Steven Stamkos, Healthy, TB, C- RW, BOWS, @Tor, W 5-3, 1, 1, 3, 2, 2, 1, 0, 0, 0, 0, 4, 15, 0, 3, 5, 0, 8.5
Sebastian Aho, Healthy, Car, C, SALT, @Cgy, W 2-1, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 9, 6, 0, 4, 0, 2, 7.7
Jordan Greenway, Healthy, Min, LW, FA, @SJ, W 5-2, 1, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 2, 0, 1, 6.6
Joel Eriksson Ek, Healthy, Min, C, OXP, @SJ, W 5-2, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 12, 9, 0, 4, 2, 1, 6.3
Marco Scandella, DTD, StL, D, FA, Det, W 6-2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 1, 6.2
Taylor Raddysh, Healthy, Chi, RW, FA, @Mon, W 2-0, 1, 1, 1, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 2, 2, 1, 6.1
Ondrej Kase, IR, Tor, RW, FA, TB, L 3-5, 1, 2, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5.7
Kyle Connor, Healthy, Wpg, LW, BBS, @Sea, W 3-0, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 5.6
Jonathan Toews, Healthy, Chi, C, FA, @Mon, W 2-0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 13, 3, 0, 1, 0, 2, 5.6
Kirill Kaprizov, Healthy, Min, LW, CLB, @SJ, W 5-2, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 2, 5.55
Colton Sissons, Healthy, Nsh, C, FA, @NYI, W 4-3, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 5, 4, 0, 2, 4, 0, 5.5
Alex Killorn, Healthy, TB, LW, OXP, @Tor, W 5-3, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 4, 1, 5.35
Leon Draisaitl, Healthy, Edm, LW- C, SALT, Bos, L 2-3, 1, 2, 0, -1, 4, 2, 0, 0, 0, 0, 18, 15, 0, 6, 0, 0, 5.0
Ryan Johansen, Healthy, Nsh, C, FA, @NYI, W 4-3, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 11, 8, 0, 1, 0, 0, 4.9
Eeli Tolvanen, Healthy, Nsh, LW, FA, @NYI, W 4-3, 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 2, 0, 4.9
