Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Kasperi Kapanen, Healthy, Pit, RW, FA, Min, L 4-5, 1, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 0, 10.4
Matthew Tkachuk, Healthy, Cgy, LW- RW, CLB, NYR, W 6-0, 1, 1, 3, 3, 2, 0, 1, 0, 0, 0, 1, 0, 0, 2, 2, 0, 8.95
Ondrej Palat, Healthy, TB, LW, FA, @Ott, W 5-3, 1, 1, 2, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 1, 1, 8.9
Tyler Bertuzzi, Healthy, Det, LW- RW, BOWS, @Buf, W 4-3, 1, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 8.8
Mitchell Marner, Healthy, Tor, RW, OXP, Bos, W 5-2, 1, 1, 3, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 8.4
Anthony Duclair, Healthy, Fla, LW- RW, BBS, Car, W 5-2, 1, 2, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 8.4
John Tavares, Healthy, Tor, C, HERB, Bos, W 5-2, 1, 2, 1, 2, 2, 0, 0, 0, 0, 0, 13, 7, 0, 4, 1, 1, 8.1
Auston Matthews, Healthy, Tor, C, BOWS, Bos, W 5-2, 1, 2, 0, 1, 0, 2, 0, 0, 0, 1, 6, 7, 0, 6, 0, 2, 8.0
Shayne Gostisbehere, Healthy, Ari, D, FA, Sea, W 5-4, 1, 0, 3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 1, 2, 7.85
Johnny Gaudreau, Healthy, Cgy, LW, BOWS, NYR, W 6-0, 1, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 7.8
Lawson Crouse, O, Ari, LW, FA, Sea, W 5-4, 1, 2, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 3, 6, 0, 7.4
Alex Pietrangelo, Healthy, VGK, D, BOWS, @Mon, W 5-2, 1, 1, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 1, 2, 6.75
Brayden Point, Healthy, TB, C, BBS, @Ott, W 5-3, 1, 0, 3, 3, 0, 0, 1, 0, 0, 0, 6, 7, 0, 1, 1, 0, 6.55
Victor Hedman, Healthy, TB, D, NBUS, @Ott, W 5-3, 1, 1, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 3, 0, 6.1
Kris Letang, Healthy, Pit, D, DINK, Min, L 4-5, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 3, 6.1
Lucas Raymond, Healthy, Det, LW- RW, HERB, @Buf, W 4-3, 1, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6.1
Vladislav Gavrikov, Healthy, Cls, D, FA, Col, W 4-2, 1, 0, 2, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 5.9
Chandler Stephenson, Healthy, VGK, C- RW, FA, @Mon, W 5-2, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 9, 6, 0, 3, 0, 2, 5.85
Vincent Trocheck, Healthy, Car, C, DINK, @Fla, L 2-5, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 10, 4, 0, 1, 2, 0, 5.8
Brent Burns, Healthy, SJ, D, HERB, NJ, L 2-3, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 7, 0, 3, 5.45
Moritz Seider, Healthy, Det, D, SALT, @Buf, W 4-3, 1, 1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 5.4
Anton Lundell, O, Fla, C, BBS, Car, W 5-2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 7, 11, 0, 2, 2, 3, 5.4
Pius Suter, Healthy, Det, C, FA, @Buf, W 4-3, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 9, 8, 0, 7, 0, 0, 5.3
Anthony Cirelli, Healthy, TB, C, FA, @Ott, W 5-3, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 4, 9, 0, 2, 0, 1, 5.2
Radko Gudas, O, Fla, D, OXP, Car, W 5-2, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 5.2
Jared Spurgeon, DTD, Min, D, HERB, @Pit, W 5-4, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 1, 5.1
Johan Larsson, Healthy, Wsh, LW- C, FA, Phi, L 1-2, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 9, 7, 0, 0, 3, 1, 5.1
Andre Burakovsky, Healthy, Col, LW- RW, FA, @Cls, L 2-4, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 5.0
Jason Zucker, DTD, Pit, LW, FA, Min, L 4-5, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 1, 5.0
