Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Jordan Binnington, Healthy, StL, G, ME, Sea, W 2-1, 1, 1, 0, 1, 30, 0, 6.5
Jeremy Swayman, Healthy, Bos, G, SALT, Nsh, W 3-2, 1, 1, 0, 2, 34, 0, 6.4
Alex Nedeljkovic, Healthy, Pit, G, FA, Cgy, W 5-2, 1, 1, 0, 2, 34, 0, 6.4
Casey DeSmith, Healthy, Van, G, FA, @Edm, W 4-3, 1, 1, 0, 3, 37, 0, 6.2
Elvis Merzlikins, Healthy, Cls, G, FA, NYR, W 5-3, 1, 1, 0, 1, 24, 0, 5.9
Sam Montembeault, Healthy, Mon, G, BOWS, Chi, W 3-2, 1, 1, 0, 2, 28, 0, 5.8
Adin Hill, Healthy, Vgk, G, DINK, Ana, W 4-1, 1, 1, 0, 1, 22, 0, 5.7
Ilya Sorokin, Healthy, NYI, G, CLB, Buf, W 3-2, 1, 1, 0, 2, 26, 0, 5.6
Alexandar Georgiev, Healthy, Col, G, SLC, @SJ, W 2-1, 1, 1, 0, 1, 20, 0, 5.5
Connor Hellebuyck, Healthy, Wpg, G, HERB, Fla, W 6-4, 1, 1, 0, 4, 29, 0, 4.9
Anton Forsberg, Healthy, Ott, G, FA, Phi, W 5-2, 1, 1, 0, 2, 19, 0, 4.9
Ilya Samsonov, Healthy, Tor, G, HERB, Min, W 7-4, 1, 1, 0, 4, 28, 0, 4.8
Mackenzie Blackwood, IR, SJ, G, FA, Col, L 1-2, 1, 0, 0, 1, 51, 0, 4.6
Ville Husso, O, Det, G, OXP, TB, W 6-4, 1, 1, 0, 4, 21, 0, 4.1
Frederik Andersen, Healthy, Car, G, BBS, @LA, W 6-5, 1, 1, 0, 5, 25, 0, 4.0
Joey Daccord, Healthy, Sea, G, FA, @StL, L 1-2, 1, 0, 0, 1, 24, 0, 1.9
John Gibson, Healthy, Ana, G, FA, @Vgk, L 1-4, 1, 0, 1, 3, 34, 0, 0.9
Petr Mrazek, Healthy, Chi, G, FA, @Mon, L 2-3, 1, 0, 1, 3, 33, 0, 0.8
Spencer Martin, Healthy, Car, G, FA, @LA, W 6-5, 0, 0, 0, 2, 15, 0, 0.5
Juuse Saros, Healthy, Nsh, G, SALT, @Bos, L 2-3, 1, 0, 1, 3, 27, 0, 0.2
Jonas Johansson, Healthy, TB, G, OXP, @Det, L 4-6, 1, 0, 1, 5, 36, 0, 0.1
Devon Levi, Healthy, Buf, G, SALT, @NYI, L 2-3, 1, 0, 1, 3, 26, 0, 0.1
Thatcher Demko, O, Van, G, BOWS, @Edm, W 4-3, --, --, --, --, --, --, --
Andrei Vasilevskiy, Healthy, TB, G, LKR, @Det, L 4-6, --, --, --, --, --, --, --
Linus Ullmark, Healthy, Bos, G, LKR, Nsh, W 3-2, --, --, --, --, --, --, --
Tristan Jarry, Healthy, Pit, G, SLC, Cgy, W 5-2, --, --, --, --, --, --, --
Cam Talbot, Healthy, LA, G, BOWS, Car, L 5-6, --, --, --, --, --, --, --
Logan Thompson, Healthy, Vgk, G, DINK, Ana, W 4-1, --, --, --, --, --, --, --
Ukko-Pekka Luukkonen, Healthy, Buf, G, CLB, @NYI, L 2-3, --, --, --, --, --, --, --
Pyotr Kochetkov, Healthy, Car, G, BBS, @LA, W 6-5, --, --, --, --, --, --, --
Jonathan Quick, Healthy, NYR, G, OXP, @Cls, L 3-5, --, --, --, --, --, --, --
Spencer Knight, Healthy, Fla, G, FA, @Wpg, L 4-6, --, --, --, --, --, --, --
Alex Lyon, Healthy, Det, G, SALT, TB, W 6-4, --, --, --, --, --, --, --
Joseph Woll, Healthy, Tor, G, BBS, Min, W 7-4, --, --, --, --, --, --, --
Joonas Korpisalo, Healthy, Ott, G, FA, Phi, W 5-2, --, --, --, --, --, --, --
Marc-Andre Fleury, Healthy, Min, G, FA, @Tor, L 4-7, --, --, --, --, --, --, --
Samuel Ersson, Healthy, Phi, G, BBS, @Ott, L 2-5, --, --, --, --, --, --, --
Semyon Varlamov, Healthy, NYI, G, FA, Buf, W 3-2, --, --, --, --, --, --, --
Philipp Grubauer, Healthy, Sea, G, FA, @StL, L 1-2, --, --, --, --, --, --, --
Laurent Brossoit, Healthy, Wpg, G, FA, Fla, W 6-4, --, --, --, --, --, --, --
Martin Jones, Healthy, Tor, G, FA, Min, W 7-4, --, --, --, --, --, --, --
Joel Hofer, Healthy, StL, G, FA, Sea, W 2-1, --, --, --, --, --, --, --
Anthony Stolarz, Healthy, Fla, G, FA, @Wpg, L 4-6, --, --, --, --, --, --, --
Jake Allen, Healthy, NJ, G, FA, --, --, --, --, --, --, --, --, --
David Rittich, Healthy, LA, G, HERB, Car, L 5-6, --, --, --, --, --, --, --
James Reimer, Healthy, Det, G, FA, TB, W 6-4, --, --, --, --, --, --, --
Lukas Dostal, Healthy, Ana, G, FA, @Vgk, L 1-4, --, --, --, --, --, --, --
Dustin Wolf, Healthy, Cgy, G, SLC, @Pit, L 2-5, --, --, --, --, --, --, --
Antti Raanta, Healthy, Car, G, FA, @LA, W 6-5, --, --, --, --, --, --, --
Calvin Pickard, Healthy, Edm, G, FA, Van, L 3-4, --, --, --, --, --, --, --
Jack Campbell, Healthy, Edm, G, FA, Van, L 3-4, --, --, --, --, --, --, --
Justus Annunen, Healthy, Col, G, FA, @SJ, W 2-1, --, --, --, --, --, --, --
Daniil Tarasov, Healthy, Cls, G, FA, NYR, W 5-3, --, --, --, --, --, --, --
Robin Lehner, IR, Vgk, G, FA, Ana, W 4-1, --, --, --, --, --, --, --
