Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Carter Hart, IR, Phi, G, FA, Van, W 2-0, 1, 1, 0, 0, 26, 1, 8.6
Jack Campbell, Healthy, Edm, G, FA, @Nsh, W 6-1, 1, 1, 0, 1, 43, 0, 7.8
Ilya Sorokin, Healthy, NYI, G, CLB, Ari, W 1-0, 1, 1, 0, 0, 14, 1, 7.4
Alexandar Georgiev, Healthy, Col, G, SLC, @Sea, W 4-1, 1, 1, 0, 1, 37, 0, 7.2
Cam Talbot, Healthy, LA, G, BOWS, @Wpg, W 5-1, 1, 1, 0, 1, 26, 0, 6.1
Marc-Andre Fleury, Healthy, Min, G, FA, @Mon, W 5-2, 1, 1, 0, 2, 26, 0, 5.6
Adin Hill, Healthy, Vgk, G, DINK, Dal, W 3-2, 1, 1, 0, 2, 24, 0, 5.4
Devon Levi, Healthy, Buf, G, SALT, TB, W 3-2, 1, 1, 0, 2, 23, 0, 5.3
Antti Raanta, Healthy, Car, G, FA, @SJ, W 6-3, 0, 1, 0, 2, 12, 0, 4.2
Jake Oettinger, Healthy, Dal, G, LKR, @Vgk, L 2-3, 1, 0, 0, 2, 32, 0, 2.2
Thatcher Demko, O, Van, G, BOWS, @Phi, L 0-2, 1, 0, 1, 2, 40, 0, 2.0
Karel Vejmelka, Healthy, Ari, G, FA, @NYI, L 0-1, 1, 0, 1, 1, 33, 0, 1.8
Jonas Johansson, Healthy, TB, G, OXP, @Buf, L 2-3, 1, 0, 0, 3, 28, 0, 1.3
Kevin Lankinen, Healthy, Nsh, G, FA, Edm, L 1-6, 0, 0, 0, 2, 17, 0, 0.7
Andrei Vasilevskiy, Healthy, TB, G, LKR, @Buf, L 2-3, --, --, --, --, --, --, --
Stuart Skinner, Healthy, Edm, G, ME, @Nsh, W 6-1, --, --, --, --, --, --, --
Logan Thompson, Healthy, Vgk, G, DINK, Dal, W 3-2, --, --, --, --, --, --, --
Filip Gustavsson, Healthy, Min, G, BOWS, @Mon, W 5-2, --, --, --, --, --, --, --
Joey Daccord, Healthy, Sea, G, FA, Col, L 1-4, --, --, --, --, --, --, --
Ukko-Pekka Luukkonen, Healthy, Buf, G, CLB, TB, W 3-2, --, --, --, --, --, --, --
Connor Ingram, Healthy, Ari, G, OXP, @NYI, L 0-1, --, --, --, --, --, --, --
Pyotr Kochetkov, Healthy, Car, G, BBS, @SJ, W 6-3, --, --, --, --, --, --, --
Samuel Ersson, Healthy, Phi, G, BBS, Van, W 2-0, --, --, --, --, --, --, --
Semyon Varlamov, Healthy, NYI, G, FA, Ari, W 1-0, --, --, --, --, --, --, --
Casey DeSmith, Healthy, Van, G, FA, @Phi, L 0-2, --, --, --, --, --, --, --
