Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Anthony Stolarz, Healthy, Fla, G, FA, @Buf, W 4-0, 1, 1, 0, 0, 45, 1, 10.5
Joey Daccord, Healthy, Sea, G, FA, @Bos, W 4-1, 1, 1, 0, 1, 36, 0, 7.1
Thatcher Demko, IR, Van, G, BOWS, Det, W 4-1, 1, 1, 0, 1, 27, 0, 6.2
Alex Nedeljkovic, Healthy, Pit, G, FA, @Chi, W 4-1, 1, 1, 0, 1, 27, 0, 6.2
David Rittich, Healthy, LA, G, HERB, @NJ, W 2-1, 1, 1, 0, 1, 26, 0, 6.1
Jordan Binnington, Healthy, StL, G, ME, Edm, W 6-3, 1, 1, 0, 3, 35, 0, 6.0
Mackenzie Blackwood, Healthy, SJ, G, FA, @Cgy, W 6-3, 1, 1, 0, 3, 31, 0, 5.6
John Gibson, Healthy, Ana, G, FA, @Ott, W 5-1, 1, 1, 0, 0, 15, 0, 5.5
Ilya Samsonov, Healthy, Tor, G, HERB, Phi, W 4-3, 1, 1, 0, 3, 29, 0, 5.4
Andrei Vasilevskiy, Healthy, TB, G, LKR, Col, W 6-3, 1, 1, 0, 3, 28, 0, 5.3
Jonathan Quick, Healthy, NYR, G, OXP, Mon, W 7-4, 1, 1, 0, 4, 32, 0, 5.2
Jake Oettinger, Healthy, Dal, G, LKR, @Nsh, W 9-2, 1, 1, 0, 2, 20, 0, 5.0
Lukas Dostal, Healthy, Ana, G, FA, @Ott, W 5-1, 0, 0, 0, 1, 18, 0, 1.3
Nico Daws, Healthy, NJ, G, FA, LA, L 1-2, 1, 0, 1, 2, 27, 0, 0.7
Scott Wedgewood, Healthy, Dal, G, FA, @Nsh, W 9-2, 0, 0, 0, 0, 7, 0, 0.7
Samuel Ersson, Healthy, Phi, G, BBS, @Tor, L 3-4, 1, 0, 0, 4, 24, 0, 0.4
Justus Annunen, Healthy, Col, G, FA, @TB, L 3-6, 1, 0, 1, 4, 33, 0, 0.3
Eric Comrie, Healthy, Buf, G, FA, Fla, L 0-4, 1, 0, 1, 3, 26, 0, 0.1
Igor Shesterkin, Healthy, NYR, G, DINK, Mon, W 7-4, --, --, --, --, --, --, --
Alexandar Georgiev, Healthy, Col, G, SLC, @TB, L 3-6, --, --, --, --, --, --, --
Linus Ullmark, Healthy, Bos, G, LKR, Sea, L 1-4, 0, 0, 0, 0, 0, 0, 0.0
Sergei Bobrovsky, Healthy, Fla, G, ME, @Buf, W 4-0, --, --, --, --, --, --, --
Tristan Jarry, Healthy, Pit, G, SLC, @Chi, W 4-1, --, --, --, --, --, --, --
Cam Talbot, Healthy, LA, G, BOWS, @NJ, W 2-1, --, --, --, --, --, --, --
Jacob Markstrom, Healthy, Cgy, G, BBS, SJ, L 3-6, --, --, --, --, --, --, --
Ukko-Pekka Luukkonen, Healthy, Buf, G, CLB, Fla, L 0-4, --, --, --, --, --, --, --
Carter Hart, IR, Phi, G, FA, @Tor, L 3-4, --, --, --, --, --, --, --
Vitek Vanecek, IR, SJ, G, BOWS, @Cgy, W 6-3, --, --, --, --, --, --, --
Spencer Knight, Healthy, Fla, G, FA, @Buf, W 4-0, --, --, --, --, --, --, --
Joseph Woll, Healthy, Tor, G, BBS, Phi, W 4-3, --, --, --, --, --, --, --
Casey DeSmith, Healthy, Van, G, DINK, Det, W 4-1, --, --, --, --, --, --, --
Ville Husso, O, Det, G, OXP, @Van, L 1-4, --, --, --, --, --, --, --
Jonas Johansson, Healthy, TB, G, OXP, Col, W 6-3, --, --, --, --, --, --, --
Devon Levi, Healthy, Buf, G, SALT, Fla, L 0-4, --, --, --, --, --, --, --
Petr Mrazek, Healthy, Chi, G, FA, Pit, L 1-4, --, --, --, --, --, --, --
Philipp Grubauer, Healthy, Sea, G, FA, @Bos, W 4-1, --, --, --, --, --, --, --
Jake Allen, Healthy, NJ, G, FA, LA, L 1-2, --, --, --, --, --, --, --
Martin Jones, Healthy, Tor, G, FA, Phi, W 4-3, --, --, --, --, --, --, --
James Reimer, Healthy, Det, G, FA, @Van, L 1-4, --, --, --, --, --, --, --
Calvin Pickard, Healthy, Edm, G, FA, @StL, L 3-6, --, --, --, --, --, --, --
Joel Hofer, Healthy, StL, G, FA, Edm, W 6-3, --, --, --, --, --, --, --
Pheonix Copley, IR, LA, G, FA, @NJ, W 2-1, --, --, --, --, --, --, --
Jack Campbell, Healthy, Edm, G, FA, @StL, L 3-6, --, --, --, --, --, --, --
Akira Schmid, Healthy, NJ, G, FA, LA, L 1-2, --, --, --, --, --, --, --
Anton Forsberg, Healthy, Ott, G, FA, Ana, L 1-5, --, --, --, --, --, --, --
Yaroslav Askarov, Healthy, Nsh, G, FA, Dal, L 2-9, --, --, --, --, --, --, --
Kaapo Kahkonen, Healthy, NJ, G, FA, LA, L 1-2, --, --, --, --, --, --, --
Mads Sogaard, Healthy, Ott, G, FA, Ana, L 1-5, --, --, --, --, --, --, --
Louis Domingue, Healthy, NYR, G, FA, Mon, W 7-4, --, --, --, --, --, --, --
Matt Murray, IR, Tor, G, FA, Phi, W 4-3, --, --, --, --, --, --, --
Dan Vladar, O, Cgy, G, FA, SJ, L 3-6, --, --, --, --, --, --, --
Matt Murray, Healthy, Dal, G, FA, @Nsh, W 9-2, --, --, --, --, --, --, --
Carey Price, IR, Mon, G, FA, @NYR, L 4-7, --, --, --, --, --, --, --
Cayden Primeau, Healthy, Mon, G, FA, @NYR, L 4-7, --, --, --, --, --, --, --
Chris Driedger, Healthy, Sea, G, FA, @Bos, W 4-1, --, --, --, --, --, --, --
Tuukka Rask, Healthy, Bos, G, FA, Sea, L 1-4, --, --, --, --, --, --, --
Ivan Prosvetov, Healthy, Col, G, FA, @TB, L 3-6, --, --, --, --, --, --, --
Malcolm Subban, Healthy, StL, G, FA, Edm, W 6-3, --, --, --, --, --, --, --
Pavel Francouz, IR, Col, G, FA, @TB, L 3-6, --, --, --, --, --, --, --
Braden Holtby, Healthy, Dal, G, FA, @Nsh, W 9-2, --, --, --, --, --, --, --
Sebastian Cossa, Healthy, Det, G, FA, @Van, L 1-4, --, --, --, --, --, --, --
Cal Petersen, Healthy, Phi, G, FA, @Tor, L 3-4, --, --, --, --, --, --, --
Felix Sandstrom, Healthy, Phi, G, FA, @Tor, L 3-4, --, --, --, --, --, --, --
Jaroslav Halak, Healthy, NYR, G, FA, Mon, W 7-4, --, --, --, --, --, --, --
Magnus Chrona, Healthy, SJ, G, FA, @Cgy, W 6-3, --, --, --, --, --, --, --
Artyom Zagidulin, Healthy, Cgy, G, FA, SJ, L 3-6, --, --, --, --, --, --, --
Arturs Silovs, Healthy, Van, G, FA, Det, W 4-1, --, --, --, --, --, --, --
Craig Anderson, Healthy, Buf, G, FA, Fla, L 0-4, --, --, --, --, --, --, --
Brian Elliott, Healthy, TB, G, FA, Col, W 6-3, --, --, --, --, --, --, --
Mike Smith, Healthy, Edm, G, FA, @StL, L 3-6, --, --, --, --, --, --, --
Drew Commesso, Healthy, Chi, G, FA, Pit, L 1-4, --, --, --, --, --, --, --
Anton Khudobin, Healthy, Chi, G, FA, Pit, L 1-4, --, --, --, --, --, --, --
Magnus Hellberg, Healthy, Fla, G, FA, @Buf, W 4-0, --, --, --, --, --, --, --
Michael DiPietro, Healthy, Bos, G, FA, Sea, L 1-4, --, --, --, --, --, --, --
Matt Tomkins, Healthy, TB, G, FA, Col, W 6-3, --, --, --, --, --, --, --
Adam Gajan, Healthy, Chi, G, FA, Pit, L 1-4, --, --, --, --, --, --, --
Dylan Wells, Healthy, Dal, G, FA, @Nsh, W 9-2, --, --, --, --, --, --, --
Jaxson Stauber, Healthy, Chi, G, FA, Pit, L 1-4, --, --, --, --, --, --, --
Thomas Greiss, Healthy, StL, G, FA, Edm, W 6-3, --, --, --, --, --, --, --
Trey Augustine, Healthy, Det, G, FA, @Van, L 1-4, --, --, --, --, --, --, --
Alex Stalock, Healthy, Ana, G, FA, @Ott, W 5-1, --, --, --, --, --, --, --
Hugo Alnefelt, Healthy, TB, G, FA, Col, W 6-3, --, --, --, --, --, --, --
Eetu Makiniemi, Healthy, SJ, G, FA, @Cgy, W 6-3, --, --, --, --, --, --, --
Jack LaFontaine, Healthy, TB, G, FA, Col, W 6-3, --, --, --, --, --, --, --
Hunter Miska, Healthy, Col, G, FA, @TB, L 3-6, --, --, --, --, --, --, --
Jonathan Bernier, Healthy, NJ, G, FA, LA, L 1-2, --, --, --, --, --, --, --
Antti Niemi, Healthy, Mon, G, FA, @NYR, L 4-7, --, --, --, --, --, --, --
Kasimir Kaskisuo, Healthy, Nsh, G, FA, Dal, L 2-9, --, --, --, --, --, --, --
Mikko Koskinen, Healthy, Edm, G, FA, @StL, L 3-6, --, --, --, --, --, --, --
Leevi Merilainen, Healthy, Ott, G, FA, Ana, L 1-5, --, --, --, --, --, --, --
Dennis Hildeby, Healthy, Tor, G, FA, Phi, W 4-3, --, --, --, --, --, --, --
