Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Pheonix Copley, IR, LA, G, FA, @Ari, W 4-1, 1, 1, 0, 1, 30, 0, 6.5
Thatcher Demko, O, Van, G, BOWS, SJ, W 3-1, 1, 1, 0, 1, 27, 0, 6.2
Scott Wedgewood, Healthy, Dal, G, FA, NYR, W 6-3, 1, 1, 0, 3, 30, 0, 5.5
Dan Vladar, Healthy, Cgy, G, FA, @Sea, W 4-3, 1, 1, 0, 3, 28, 0, 5.3
Sergei Bobrovsky, Healthy, Fla, G, ME, Edm, W 5-3, 1, 1, 0, 3, 26, 0, 5.1
Juuse Saros, Healthy, Nsh, G, SALT, Col, W 4-3, 1, 1, 0, 3, 26, 0, 5.1
Jonas Johansson, Healthy, TB, G, OXP, Bos, W 5-4, 1, 1, 0, 4, 23, 0, 4.3
Jeremy Swayman, Healthy, Bos, G, SALT, @TB, L 4-5, 1, 0, 0, 5, 42, 0, 1.7
Joey Daccord, Healthy, Sea, G, FA, Cgy, L 3-4, 0, 0, 0, 2, 22, 0, 1.2
Mackenzie Blackwood, IR, SJ, G, FA, @Van, L 1-3, 1, 0, 1, 3, 34, 0, 0.9
Igor Shesterkin, Healthy, NYR, G, DINK, @Dal, L 3-6, 1, 0, 1, 4, 30, 0, 0.0
Andrei Vasilevskiy, Healthy, TB, G, LKR, Bos, W 5-4, --, --, --, --, --, --, --
Linus Ullmark, Healthy, Bos, G, LKR, @TB, L 4-5, --, --, --, --, --, --, --
Jake Oettinger, Healthy, Dal, G, LKR, NYR, W 6-3, --, --, --, --, --, --, --
Stuart Skinner, Healthy, Edm, G, ME, @Fla, L 3-5, --, --, --, --, --, --, --
Cam Talbot, Healthy, LA, G, BOWS, @Ari, W 4-1, --, --, --, --, --, --, --
Jacob Markstrom, DTD, Cgy, G, BBS, @Sea, W 4-3, --, --, --, --, --, --, --
Jonathan Quick, Healthy, NYR, G, OXP, @Dal, L 3-6, --, --, --, --, --, --, --
Spencer Knight, Healthy, Fla, G, FA, Edm, W 5-3, --, --, --, --, --, --, --
Casey DeSmith, Healthy, Van, G, FA, SJ, W 3-1, --, --, --, --, --, --, --
Anthony Stolarz, Healthy, Fla, G, FA, Edm, W 5-3, --, --, --, --, --, --, --
David Rittich, Healthy, LA, G, HERB, @Ari, W 4-1, --, --, --, --, --, --, --
Karel Vejmelka, Healthy, Ari, G, FA, LA, L 1-4, --, --, --, --, --, --, --
Dustin Wolf, Healthy, Cgy, G, SLC, @Sea, W 4-3, --, --, --, --, --, --, --
Jack Campbell, Healthy, Edm, G, FA, @Fla, L 3-5, --, --, --, --, --, --, --
Justus Annunen, Healthy, Col, G, FA, @Nsh, L 3-4, --, --, --, --, --, --, --
Kaapo Kahkonen, Healthy, NJ, G, FA, --, --, --, --, --, --, --, --, --
Yaroslav Askarov, Healthy, Nsh, G, FA, Col, W 4-3, --, --, --, --, --, --, --
Kevin Lankinen, Healthy, Nsh, G, FA, Col, W 4-3, --, --, --, --, --, --, --
Louis Domingue, Healthy, NYR, G, FA, @Dal, L 3-6, --, --, --, --, --, --, --
Matt Murray, Healthy, Dal, G, FA, NYR, W 6-3, --, --, --, --, --, --, --
Chris Driedger, Healthy, Sea, G, FA, Cgy, L 3-4, --, --, --, --, --, --, --
Ivan Prosvetov, Healthy, Col, G, FA, @Nsh, L 3-4, --, --, --, --, --, --, --
Tuukka Rask, Healthy, Bos, G, FA, @TB, L 4-5, --, --, --, --, --, --, --
Pavel Francouz, IR, Col, G, FA, @Nsh, L 3-4, --, --, --, --, --, --, --
Magnus Chrona, Healthy, SJ, G, FA, @Van, L 1-3, --, --, --, --, --, --, --
Braden Holtby, Healthy, Dal, G, FA, NYR, W 6-3, --, --, --, --, --, --, --
Jaroslav Halak, Healthy, NYR, G, FA, @Dal, L 3-6, --, --, --, --, --, --, --
Artyom Zagidulin, Healthy, Cgy, G, FA, @Sea, W 4-3, --, --, --, --, --, --, --
Arturs Silovs, Healthy, Van, G, FA, SJ, W 3-1, --, --, --, --, --, --, --
