Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Jacob Markstrom, DTD, Cgy, G, BBS, @Ana, W 3-0, 1, 1, 0, 0, 25, 1, 8.5
Joel Hofer, Healthy, StL, G, FA, @Fla, W 4-1, 1, 1, 0, 1, 37, 0, 7.2
Charlie Lindgren, Healthy, Wsh, G, FA, @Cls, W 3-2, 1, 1, 0, 2, 34, 0, 6.4
Alexandar Georgiev, Healthy, Col, G, SLC, Ott, W 6-4, 1, 1, 0, 4, 41, 0, 6.1
Juuse Saros, Healthy, Nsh, G, SALT, @Phi, W 4-2, 1, 1, 0, 2, 29, 0, 5.9
Karel Vejmelka, Healthy, Ari, G, FA, @SJ, W 5-2, 1, 1, 0, 2, 29, 0, 5.9
Alex Nedeljkovic, Healthy, Pit, G, FA, Car, W 2-1, 1, 1, 0, 1, 23, 0, 5.8
Andrei Vasilevskiy, Healthy, TB, G, LKR, Vgk, W 5-4, 1, 1, 0, 4, 30, 0, 5.0
Devon Levi, Healthy, Buf, G, SALT, Tor, W 9-3, 1, 1, 0, 3, 24, 0, 4.9
Calvin Pickard, Healthy, Edm, G, FA, @NJ, W 6-3, 1, 1, 0, 3, 23, 0, 4.8
Filip Gustavsson, Healthy, Min, G, BOWS, Mon, W 4-3, 1, 1, 0, 3, 22, 0, 4.7
Scott Wedgewood, Healthy, Dal, G, FA, Van, W 4-3, 1, 1, 0, 3, 17, 0, 4.2
Lukas Dostal, Healthy, Ana, G, FA, Cgy, L 0-3, 1, 0, 1, 2, 41, 0, 2.1
Pyotr Kochetkov, Healthy, Car, G, BBS, @Pit, L 1-2, 1, 0, 0, 1, 24, 0, 1.9
Elvis Merzlikins, Healthy, Cls, G, FA, Wsh, L 2-3, 1, 0, 0, 3, 29, 0, 1.4
Thatcher Demko, O, Van, G, BOWS, @Dal, L 3-4, 1, 0, 0, 4, 32, 0, 1.2
Samuel Ersson, Healthy, Phi, G, BBS, Nsh, L 2-4, 1, 0, 1, 3, 27, 0, 0.2
Jake Oettinger, Healthy, Dal, G, LKR, Van, W 4-3, --, --, --, --, --, --, --
Adin Hill, Healthy, Vgk, G, DINK, @TB, L 4-5, --, --, --, --, --, --, --
Stuart Skinner, Healthy, Edm, G, ME, @NJ, W 6-3, --, --, --, --, --, --, --
Tristan Jarry, Healthy, Pit, G, SLC, Car, W 2-1, --, --, --, --, --, --, --
Logan Thompson, Healthy, Vgk, G, DINK, @TB, L 4-5, --, --, --, --, --, --, --
Frederik Andersen, Healthy, Car, G, BBS, @Pit, L 1-2, --, --, --, --, --, --, --
Jordan Binnington, Healthy, StL, G, ME, @Fla, W 4-1, --, --, --, --, --, --, --
Carter Hart, IR, Phi, G, FA, Nsh, L 2-4, --, --, --, --, --, --, --
Ukko-Pekka Luukkonen, Healthy, Buf, G, CLB, Tor, W 9-3, --, --, --, --, --, --, --
Connor Ingram, Healthy, Ari, G, OXP, @SJ, W 5-2, --, --, --, --, --, --, --
Spencer Knight, Healthy, Fla, G, FA, StL, L 1-4, --, --, --, --, --, --, --
Joseph Woll, Healthy, Tor, G, BBS, @Buf, L 3-9, --, --, --, --, --, --, --
Marc-Andre Fleury, Healthy, Min, G, FA, Mon, W 4-3, --, --, --, --, --, --, --
Darcy Kuemper, Healthy, Wsh, G, CLB, @Cls, W 3-2, --, --, --, --, --, --, --
Jonas Johansson, Healthy, TB, G, OXP, Vgk, W 5-4, --, --, --, --, --, --, --
John Gibson, Healthy, Ana, G, FA, Cgy, L 0-3, --, --, --, --, --, --, --
Casey DeSmith, Healthy, Van, G, FA, @Dal, L 3-4, --, --, --, --, --, --, --
Sam Montembeault, Healthy, Mon, G, BOWS, @Min, L 3-4, 1, 0, 0, 4, 20, 0, 0.0
Anthony Stolarz, Healthy, Fla, G, FA, StL, L 1-4, --, --, --, --, --, --, --
Jake Allen, Healthy, NJ, G, FA, Edm, L 3-6, --, --, --, --, --, --, --
