Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Jeremy Swayman, Healthy, Bos, G, SALT, SJ, W 3-0, 1, 1, 0, 0, 26, 1, 8.6
Tristan Jarry, Healthy, Pit, G, SLC, @TB, W 4-2, 1, 1, 0, 2, 39, 0, 6.9
Alex Lyon, Healthy, Det, G, SALT, Chi, W 5-1, 1, 1, 0, 1, 34, 0, 6.9
Akira Schmid, Healthy, NJ, G, FA, @Phi, W 4-3, 1, 1, 0, 3, 44, 0, 6.9
Jordan Binnington, Healthy, StL, G, ME, Buf, W 6-4, 1, 1, 0, 4, 42, 0, 6.2
Joseph Woll, Healthy, Tor, G, BBS, Sea, W 4-3, 1, 1, 0, 3, 37, 0, 6.2
Filip Gustavsson, Healthy, Min, G, BOWS, @Nsh, W 6-1, 1, 1, 0, 1, 26, 0, 6.1
Stuart Skinner, Healthy, Edm, G, ME, @Wpg, W 3-1, 1, 1, 0, 1, 25, 0, 6.0
Semyon Varlamov, Healthy, NYI, G, FA, @Car, W 5-4, 1, 1, 0, 4, 39, 0, 5.9
Sergei Bobrovsky, Healthy, Fla, G, ME, @Mon, W 5-1, 1, 1, 0, 1, 21, 0, 5.6
Adin Hill, Healthy, Vgk, G, DINK, @Van, W 4-1, 1, 1, 0, 0, 16, 0, 5.6
Connor Ingram, Healthy, Ari, G, OXP, Col, W 4-3, 1, 1, 0, 3, 28, 0, 5.3
Darcy Kuemper, Healthy, Wsh, G, CLB, @Ana, W 5-4, 1, 1, 0, 4, 28, 0, 4.8
Jacob Markstrom, DTD, Cgy, G, BBS, Dal, W 4-3, 1, 1, 0, 3, 13, 0, 3.8
Connor Hellebuyck, Healthy, Wpg, G, HERB, Edm, L 1-3, 1, 0, 1, 2, 36, 0, 1.6
Scott Wedgewood, Healthy, Dal, G, FA, @Cgy, L 3-4, 1, 0, 0, 4, 32, 0, 1.2
Carter Hart, IR, Phi, G, FA, NJ, L 3-4, 1, 0, 0, 4, 31, 0, 1.1
Thatcher Demko, O, Van, G, BOWS, Vgk, L 1-4, 1, 0, 1, 4, 40, 0, 1.0
Philipp Grubauer, Healthy, Sea, G, FA, @Tor, L 3-4, 1, 0, 0, 3, 25, 0, 1.0
Mackenzie Blackwood, IR, SJ, G, FA, @Bos, L 0-3, 1, 0, 1, 3, 34, 0, 0.9
Alexandar Georgiev, Healthy, Col, G, SLC, @Ari, L 3-4, 1, 0, 0, 4, 28, 0, 0.8
Kevin Lankinen, Healthy, Nsh, G, FA, Min, L 1-6, 0, 0, 0, 2, 14, 0, 0.4
Andrei Vasilevskiy, Healthy, TB, G, LKR, Pit, L 2-4, 1, 0, 1, 3, 25, 0, 0.0
Ilya Sorokin, Healthy, NYI, G, CLB, @Car, W 5-4, --, --, --, --, --, --, --
Linus Ullmark, Healthy, Bos, G, LKR, SJ, W 3-0, --, --, --, --, --, --, --
Jake Oettinger, Healthy, Dal, G, LKR, @Cgy, L 3-4, --, --, --, --, --, --, --
Ilya Samsonov, Healthy, Tor, G, HERB, Sea, W 4-3, --, --, --, --, --, --, --
Logan Thompson, Healthy, Vgk, G, DINK, @Van, W 4-1, 0, 0, 0, 1, 5, 0, 0.0
Frederik Andersen, Healthy, Car, G, BBS, NYI, L 4-5, --, --, --, --, --, --, --
Joey Daccord, Healthy, Sea, G, FA, @Tor, L 3-4, --, --, --, --, --, --, --
Vitek Vanecek, IR, SJ, G, BOWS, @Bos, L 0-3, --, --, --, --, --, --, --
Spencer Knight, Healthy, Fla, G, FA, @Mon, W 5-1, --, --, --, --, --, --, --
Charlie Lindgren, Healthy, Wsh, G, FA, @Ana, W 5-4, --, --, --, --, --, --, --
Marc-Andre Fleury, Healthy, Min, G, FA, @Nsh, W 6-1, --, --, --, --, --, --, --
Ville Husso, O, Det, G, OXP, Chi, W 5-1, --, --, --, --, --, --, --
Samuel Ersson, Healthy, Phi, G, BBS, NJ, L 3-4, --, --, --, --, --, --, --
Jonas Johansson, Healthy, TB, G, OXP, Pit, L 2-4, --, --, --, --, --, --, --
Devon Levi, Healthy, Buf, G, SALT, @StL, L 4-6, --, --, --, --, --, --, --
Casey DeSmith, Healthy, Van, G, FA, Vgk, L 1-4, --, --, --, --, --, --, --
Laurent Brossoit, Healthy, Wpg, G, FA, Edm, L 1-3, --, --, --, --, --, --, --
Martin Jones, Healthy, Tor, G, FA, Sea, W 4-3, --, --, --, --, --, --, --
Sam Montembeault, Healthy, Mon, G, BOWS, Fla, L 1-5, --, --, --, --, --, --, --
Joel Hofer, Healthy, StL, G, FA, Buf, W 6-4, --, --, --, --, --, --, --
Anthony Stolarz, Healthy, Fla, G, FA, @Mon, W 5-1, --, --, --, --, --, --, --
Jake Allen, Healthy, NJ, G, FA, @Phi, W 4-3, --, --, --, --, --, --, --
Alex Nedeljkovic, Healthy, Pit, G, FA, @TB, W 4-2, --, --, --, --, --, --, --
James Reimer, Healthy, Det, G, FA, Chi, W 5-1, --, --, --, --, --, --, --
Lukas Dostal, Healthy, Ana, G, FA, Wsh, L 4-5, --, --, --, --, --, --, --
Karel Vejmelka, Healthy, Ari, G, FA, Col, W 4-3, --, --, --, --, --, --, --
Dustin Wolf, Healthy, Cgy, G, SLC, Dal, W 4-3, --, --, --, --, --, --, --
Antti Raanta, Healthy, Car, G, FA, NYI, L 4-5, --, --, --, --, --, --, --
Calvin Pickard, Healthy, Edm, G, FA, @Wpg, W 3-1, --, --, --, --, --, --, --
Nico Daws, Healthy, NJ, G, FA, @Phi, W 4-3, --, --, --, --, --, --, --
Jack Campbell, Healthy, Edm, G, FA, @Wpg, W 3-1, --, --, --, --, --, --, --
Justus Annunen, Healthy, Col, G, FA, @Ari, L 3-4, --, --, --, --, --, --, --
Robin Lehner, IR, Vgk, G, FA, @Van, W 4-1, --, --, --, --, --, --, --
Kaapo Kahkonen, Healthy, NJ, G, FA, @Phi, W 4-3, --, --, --, --, --, --, --
Arvid Soderblom, Healthy, Chi, G, FA, @Det, L 1-5, --, --, --, --, --, --, --
Yaroslav Askarov, Healthy, Nsh, G, FA, Min, L 1-6, --, --, --, --, --, --, --
Dan Vladar, Healthy, Cgy, G, FA, Dal, W 4-3, --, --, --, --, --, --, --
Jesper Wallstedt, Healthy, Min, G, FA, @Nsh, W 6-1, --, --, --, --, --, --, --
Matt Murray, IR, Tor, G, FA, Sea, W 4-3, --, --, --, --, --, --, --
Matt Murray, Healthy, Dal, G, FA, @Cgy, L 3-4, --, --, --, --, --, --, --
Carey Price, IR, Mon, G, FA, Fla, L 1-5, --, --, --, --, --, --, --
Chris Driedger, Healthy, Sea, G, FA, @Tor, L 3-4, --, --, --, --, --, --, --
Ivan Prosvetov, Healthy, Col, G, FA, @Ari, L 3-4, --, --, --, --, --, --, --
Tuukka Rask, Healthy, Bos, G, FA, SJ, W 3-0, --, --, --, --, --, --, --
Pavel Francouz, IR, Col, G, FA, @Ari, L 3-4, --, --, --, --, --, --, --
Malcolm Subban, Healthy, StL, G, FA, Buf, W 6-4, --, --, --, --, --, --, --
Magnus Chrona, Healthy, SJ, G, FA, @Bos, L 0-3, --, --, --, --, --, --, --
Eric Comrie, Healthy, Buf, G, FA, @StL, L 4-6, --, --, --, --, --, --, --
Braden Holtby, Healthy, Dal, G, FA, @Cgy, L 3-4, --, --, --, --, --, --, --
Sebastian Cossa, Healthy, Det, G, FA, Chi, W 5-1, --, --, --, --, --, --, --
Jiri Patera, Healthy, Vgk, G, FA, @Van, W 4-1, --, --, --, --, --, --, --
Cal Petersen, Healthy, Phi, G, FA, NJ, L 3-4, --, --, --, --, --, --, --
Felix Sandstrom, Healthy, Phi, G, FA, NJ, L 3-4, --, --, --, --, --, --, --
Artyom Zagidulin, Healthy, Cgy, G, FA, Dal, W 4-3, --, --, --, --, --, --, --
Hunter Shepard, Healthy, Wsh, G, FA, @Ana, W 5-4, --, --, --, --, --, --, --
Arturs Silovs, Healthy, Van, G, FA, Vgk, L 1-4, --, --, --, --, --, --, --
Craig Anderson, Healthy, Buf, G, FA, @StL, L 4-6, --, --, --, --, --, --, --
Magnus Hellberg, Healthy, Fla, G, FA, @Mon, W 5-1, --, --, --, --, --, --, --
Mike Smith, Healthy, Edm, G, FA, @Wpg, W 3-1, --, --, --, --, --, --, --
Brian Elliott, Healthy, TB, G, FA, Pit, L 2-4, --, --, --, --, --, --, --
Drew Commesso, Healthy, Chi, G, FA, @Det, L 1-5, --, --, --, --, --, --, --
Dylan Wells, Healthy, Dal, G, FA, @Cgy, L 3-4, --, --, --, --, --, --, --
Michael DiPietro, Healthy, Bos, G, FA, SJ, W 3-0, --, --, --, --, --, --, --
Anton Khudobin, Healthy, Chi, G, FA, @Det, L 1-5, --, --, --, --, --, --, --
Matt Tomkins, Healthy, TB, G, FA, Pit, L 2-4, --, --, --, --, --, --, --
Adam Gajan, Healthy, Chi, G, FA, @Det, L 1-5, --, --, --, --, --, --, --
Trey Augustine, Healthy, Det, G, FA, Chi, W 5-1, --, --, --, --, --, --, --
Michael Hrabal, Healthy, Ari, G, FA, Col, W 4-3, --, --, --, --, --, --, --
Thomas Greiss, Healthy, StL, G, FA, Buf, W 6-4, --, --, --, --, --, --, --
Collin Delia, Healthy, Wpg, G, FA, Edm, L 1-3, --, --, --, --, --, --, --
Eetu Makiniemi, Healthy, SJ, G, FA, @Bos, L 0-3, --, --, --, --, --, --, --
Alex Stalock, Healthy, Ana, G, FA, Wsh, L 4-5, --, --, --, --, --, --, --
Jaxson Stauber, Healthy, Chi, G, FA, @Det, L 1-5, --, --, --, --, --, --, --
Jonathan Bernier, Healthy, NJ, G, FA, @Phi, W 4-3, --, --, --, --, --, --, --
Niklas Svedberg, Healthy, Min, G, FA, @Nsh, W 6-1, --, --, --, --, --, --, --
Hunter Miska, Healthy, Col, G, FA, @Ari, L 3-4, --, --, --, --, --, --, --
Hugo Alnefelt, Healthy, TB, G, FA, Pit, L 2-4, --, --, --, --, --, --, --
Jack LaFontaine, Healthy, TB, G, FA, Pit, L 2-4, --, --, --, --, --, --, --
Mikko Koskinen, Healthy, Edm, G, FA, @Wpg, W 3-1, --, --, --, --, --, --, --
Cory Schneider, Healthy, NYI, G, FA, @Car, W 5-4, --, --, --, --, --, --, --
