Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Jeremy Swayman, Healthy, Bos, G, SALT, NJ, W 3-0, 1, 1, 0, 0, 31, 1, 9.1
Ukko-Pekka Luukkonen, Healthy, Buf, G, CLB, SJ, W 3-0, 1, 1, 0, 0, 28, 1, 8.8
Tristan Jarry, Healthy, Pit, G, SLC, Sea, W 3-0, 1, 1, 0, 0, 22, 1, 8.2
Marc-Andre Fleury, Healthy, Min, G, FA, NYI, W 5-0, 1, 1, 0, 0, 21, 1, 8.1
Logan Thompson, Healthy, Vgk, G, DINK, Nsh, W 4-1, 1, 1, 0, 1, 34, 0, 6.9
David Rittich, Healthy, LA, G, HERB, @Car, W 5-2, 1, 1, 0, 2, 30, 0, 6.0
Carter Hart, IR, Phi, G, FA, @StL, W 4-2, 1, 1, 0, 2, 28, 0, 5.8
Jake Allen, Healthy, NJ, G, FA, @Bos, L 0-3, 1, 1, 0, 3, 32, 0, 5.7
Elvis Merzlikins, Healthy, Cls, G, FA, Van, W 4-3, 1, 1, 0, 3, 27, 0, 5.2
John Gibson, Healthy, Ana, G, FA, @Fla, W 5-4, 1, 1, 0, 4, 29, 0, 4.9
Casey DeSmith, Healthy, Van, G, DINK, @Cls, L 3-4, 1, 0, 0, 3, 40, 0, 2.5
Joel Hofer, Healthy, StL, G, FA, Phi, L 2-4, 1, 0, 1, 3, 38, 0, 1.3
Nico Daws, Healthy, NJ, G, FA, @Bos, L 0-3, 1, 0, 1, 2, 33, 0, 1.3
Kaapo Kahkonen, Healthy, NJ, G, FA, @Bos, L 0-3, 1, 0, 1, 2, 32, 0, 1.2
Joey Daccord, Healthy, Sea, G, FA, @Pit, L 0-3, 1, 0, 1, 2, 30, 0, 1.0
Ilya Sorokin, Healthy, NYI, G, CLB, @Min, L 0-5, 1, 0, 1, 3, 29, 0, 0.4
Yaniv Perets, Healthy, Car, G, FA, LA, L 2-5, 0, 0, 0, 0, 1, 0, 0.1
Alexandar Georgiev, Healthy, Col, G, SLC, @Mon, L 3-4, 1, 0, 1, 4, 30, 0, 0.0
Thatcher Demko, IR, Van, G, BOWS, @Cls, L 3-4, --, --, --, --, --, --, --
Linus Ullmark, Healthy, Bos, G, LKR, NJ, W 3-0, --, --, --, --, --, --, --
Juuse Saros, Healthy, Nsh, G, SALT, @Vgk, L 1-4, 1, 0, 1, 3, 25, 0, 0.0
Sergei Bobrovsky, Healthy, Fla, G, ME, Ana, L 4-5, --, --, --, --, --, --, --
Adin Hill, O, Vgk, G, DINK, Nsh, W 4-1, --, --, --, --, --, --, --
Cam Talbot, Healthy, LA, G, BOWS, @Car, W 5-2, --, --, --, --, --, --, --
Frederik Andersen, Healthy, Car, G, BBS, LA, L 2-5, --, --, --, --, --, --, --
Jordan Binnington, Healthy, StL, G, ME, Phi, L 2-4, --, --, --, --, --, --, --
Filip Gustavsson, Healthy, Min, G, BOWS, NYI, W 5-0, --, --, --, --, --, --, --
Vitek Vanecek, IR, SJ, G, BOWS, @Buf, L 0-3, --, --, --, --, --, --, --
Pyotr Kochetkov, Healthy, Car, G, BBS, LA, L 2-5, --, --, --, --, --, --, --
Spencer Knight, Healthy, Fla, G, FA, Ana, L 4-5, --, --, --, --, --, --, --
Samuel Ersson, Healthy, Phi, G, BBS, @StL, W 4-2, --, --, --, --, --, --, --
Devon Levi, Healthy, Buf, G, SALT, SJ, W 3-0, --, --, --, --, --, --, --
Semyon Varlamov, Healthy, NYI, G, FA, @Min, L 0-5, --, --, --, --, --, --, --
