Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Vitek Vanecek, IR, SJ, G, BOWS, --, --, 1, 1, 0, 1, 29, 0, 6.4
Petr Mrazek, Healthy, Chi, G, FA, NYI, W 4-3, 1, 1, 0, 3, 27, 0, 5.2
Filip Gustavsson, Healthy, Min, G, BOWS, @Fla, W 6-4, 0, 1, 0, 3, 21, 0, 4.6
Antti Raanta, Healthy, Car, G, FA, Det, W 4-2, 1, 1, 0, 2, 10, 0, 4.0
Marc-Andre Fleury, Healthy, Min, G, FA, @Fla, W 6-4, 1, 0, 0, 1, 10, 0, 0.5
Alex Lyon, Healthy, Det, G, SALT, @Car, L 2-4, 1, 0, 1, 3, 26, 0, 0.1
Ilya Sorokin, Healthy, NYI, G, CLB, @Chi, L 3-4, 1, 0, 0, 4, 20, 0, 0.0
Frederik Andersen, Healthy, Car, G, BBS, Det, W 4-2, --, --, --, --, --, --, --
Pyotr Kochetkov, Healthy, Car, G, BBS, Det, W 4-2, --, --, --, --, --, --, --
Spencer Knight, Healthy, Fla, G, FA, Min, L 4-6, --, --, --, --, --, --, --
Ville Husso, O, Det, G, OXP, @Car, L 2-4, --, --, --, --, --, --, --
Semyon Varlamov, Healthy, NYI, G, FA, @Chi, L 3-4, --, --, --, --, --, --, --
James Reimer, Healthy, Det, G, FA, @Car, L 2-4, --, --, --, --, --, --, --
Nico Daws, Healthy, NJ, G, FA, @Cls, W 4-1, --, --, --, --, --, --, --
Akira Schmid, Healthy, NJ, G, FA, @Cls, W 4-1, --, --, --, --, --, --, --
Daniil Tarasov, Healthy, Cls, G, FA, NJ, L 1-4, --, --, --, --, --, --, --
Arvid Soderblom, Healthy, Chi, G, FA, NYI, W 4-3, --, --, --, --, --, --, --
Jesper Wallstedt, Healthy, Min, G, FA, @Fla, W 6-4, --, --, --, --, --, --, --
Spencer Martin, Healthy, Car, G, FA, Det, W 4-2, --, --, --, --, --, --, --
