Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Kaapo Kahkonen, Healthy, NJ, G, FA, @Pit, W 5-2, 1, 1, 0, 1, 44, 0, 7.9
Connor Ingram, Healthy, Ari, G, OXP, @Cls, W 3-2, 1, 1, 0, 2, 39, 0, 6.9
Cam Talbot, Healthy, LA, G, BOWS, Fla, W 2-1, 1, 1, 0, 1, 30, 0, 6.5
Joonas Korpisalo, Healthy, Ott, G, FA, Det, W 5-4, 1, 1, 0, 4, 37, 0, 5.7
Vitek Vanecek, IR, SJ, G, BOWS, StL, W 5-1, 1, 1, 0, 2, 21, 0, 5.1
Jacob Markstrom, DTD, Cgy, G, BBS, Van, W 5-2, 1, 1, 0, 2, 20, 0, 5.0
Philipp Grubauer, Healthy, Sea, G, FA, NYI, W 4-3, 1, 1, 0, 3, 20, 0, 4.5
Jonas Johansson, Healthy, TB, G, OXP, @Chi, W 4-2, 1, 1, 0, 2, 12, 0, 4.2
Adin Hill, Healthy, Vgk, G, DINK, @Mon, W 6-5, 1, 1, 0, 5, 23, 0, 3.8
Semyon Varlamov, Healthy, NYI, G, FA, @Sea, L 3-4, 1, 0, 0, 3, 29, 0, 1.4
Jordan Binnington, Healthy, StL, G, ME, @SJ, L 1-5, 0, 0, 0, 1, 13, 0, 0.8
Sergei Bobrovsky, Healthy, Fla, G, ME, @LA, L 1-2, 1, 0, 1, 2, 25, 0, 0.5
Casey DeSmith, Healthy, Van, G, FA, @Cgy, L 2-5, 1, 0, 1, 4, 34, 0, 0.4
Elvis Merzlikins, Healthy, Cls, G, FA, Ari, L 2-3, 1, 0, 1, 3, 29, 0, 0.4
James Reimer, Healthy, Det, G, FA, @Ott, L 4-5, 1, 0, 0, 5, 29, 0, 0.4
Petr Mrazek, Healthy, Chi, G, FA, TB, L 2-4, 1, 0, 1, 3, 28, 0, 0.3
Thatcher Demko, O, Van, G, BOWS, @Cgy, L 2-5, --, --, --, --, --, --, --
Andrei Vasilevskiy, Healthy, TB, G, LKR, @Chi, W 4-2, --, --, --, --, --, --, --
Ilya Sorokin, Healthy, NYI, G, CLB, @Sea, L 3-4, --, --, --, --, --, --, --
Logan Thompson, Healthy, Vgk, G, DINK, @Mon, W 6-5, --, --, --, --, --, --, --
Joey Daccord, Healthy, Sea, G, FA, NYI, W 4-3, --, --, --, --, --, --, --
Spencer Knight, Healthy, Fla, G, FA, @LA, L 1-2, --, --, --, --, --, --, --
Alex Lyon, Healthy, Det, G, SALT, @Ott, L 4-5, --, --, --, --, --, --, --
Ville Husso, O, Det, G, OXP, @Ott, L 4-5, --, --, --, --, --, --, --
Sam Montembeault, Healthy, Mon, G, BOWS, Vgk, L 5-6, --, --, --, --, --, --, --
Anthony Stolarz, Healthy, Fla, G, FA, @LA, L 1-2, --, --, --, --, --, --, --
Jake Allen, Healthy, NJ, G, FA, @Pit, W 5-2, --, --, --, --, --, --, --
Alex Nedeljkovic, Healthy, Pit, G, FA, NJ, L 2-5, --, --, --, --, --, --, --
David Rittich, Healthy, LA, G, HERB, Fla, W 2-1, --, --, --, --, --, --, --
Karel Vejmelka, Healthy, Ari, G, FA, @Cls, W 3-2, --, --, --, --, --, --, --
Dustin Wolf, Healthy, Cgy, G, SLC, Van, W 5-2, --, --, --, --, --, --, --
Nico Daws, Healthy, NJ, G, FA, @Pit, W 5-2, --, --, --, --, --, --, --
Pheonix Copley, IR, LA, G, FA, Fla, W 2-1, --, --, --, --, --, --, --
Anton Forsberg, Healthy, Ott, G, FA, Det, W 5-4, --, --, --, --, --, --, --
Mackenzie Blackwood, IR, SJ, G, FA, StL, W 5-1, --, --, --, --, --, --, --
Akira Schmid, Healthy, NJ, G, FA, @Pit, W 5-2, --, --, --, --, --, --, --
Daniil Tarasov, Healthy, Cls, G, FA, Ari, L 2-3, --, --, --, --, --, --, --
Robin Lehner, IR, Vgk, G, FA, @Mon, W 6-5, --, --, --, --, --, --, --
Arvid Soderblom, Healthy, Chi, G, FA, TB, L 2-4, --, --, --, --, --, --, --
Mads Sogaard, Healthy, Ott, G, FA, Det, W 5-4, --, --, --, --, --, --, --
Dan Vladar, Healthy, Cgy, G, FA, Van, W 5-2, --, --, --, --, --, --, --
Carey Price, IR, Mon, G, FA, Vgk, L 5-6, --, --, --, --, --, --, --
Chris Driedger, Healthy, Sea, G, FA, NYI, W 4-3, --, --, --, --, --, --, --
Spencer Martin, Healthy, Car, G, FA, --, --, --, --, --, --, --, --, --
Malcolm Subban, Healthy, StL, G, FA, @SJ, L 1-5, --, --, --, --, --, --, --
Magnus Chrona, Healthy, SJ, G, FA, StL, W 5-1, --, --, --, --, --, --, --
Jet Greaves, Healthy, Cls, G, FA, Ari, L 2-3, --, --, --, --, --, --, --
Sebastian Cossa, Healthy, Det, G, FA, @Ott, L 4-5, --, --, --, --, --, --, --
Jiri Patera, Healthy, Vgk, G, FA, @Mon, W 6-5, --, --, --, --, --, --, --
Artyom Zagidulin, Healthy, Cgy, G, FA, Van, W 5-2, --, --, --, --, --, --, --
Arturs Silovs, Healthy, Van, G, FA, @Cgy, L 2-5, --, --, --, --, --, --, --
Magnus Hellberg, Healthy, Fla, G, FA, @LA, L 1-2, --, --, --, --, --, --, --
Brian Elliott, Healthy, TB, G, FA, @Chi, W 4-2, --, --, --, --, --, --, --
Drew Commesso, Healthy, Chi, G, FA, TB, L 2-4, --, --, --, --, --, --, --
Anton Khudobin, Healthy, Chi, G, FA, TB, L 2-4, --, --, --, --, --, --, --
Matt Tomkins, Healthy, TB, G, FA, @Chi, W 4-2, --, --, --, --, --, --, --
Adam Gajan, Healthy, Chi, G, FA, TB, L 2-4, --, --, --, --, --, --, --
Trey Augustine, Healthy, Det, G, FA, @Ott, L 4-5, --, --, --, --, --, --, --
Michael Hrabal, Healthy, Ari, G, FA, @Cls, W 3-2, --, --, --, --, --, --, --
Thomas Greiss, Healthy, StL, G, FA, @SJ, L 1-5, --, --, --, --, --, --, --
Eetu Makiniemi, Healthy, SJ, G, FA, StL, W 5-1, --, --, --, --, --, --, --
Jaxson Stauber, Healthy, Chi, G, FA, TB, L 2-4, --, --, --, --, --, --, --
Jonathan Bernier, Healthy, NJ, G, FA, @Pit, W 5-2, --, --, --, --, --, --, --
Hugo Alnefelt, Healthy, TB, G, FA, @Chi, W 4-2, --, --, --, --, --, --, --
Jack LaFontaine, Healthy, TB, G, FA, @Chi, W 4-2, --, --, --, --, --, --, --
Cory Schneider, Healthy, NYI, G, FA, @Sea, L 3-4, --, --, --, --, --, --, --
Antti Niemi, Healthy, Mon, G, FA, Vgk, L 5-6, --, --, --, --, --, --, --
Kenneth Appleby, Healthy, NYI, G, FA, @Sea, L 3-4, --, --, --, --, --, --, --
Leevi Merilainen, Healthy, Ott, G, FA, Det, W 5-4, --, --, --, --, --, --, --
Jeff Glass, Healthy, Chi, G, FA, TB, L 2-4, --, --, --, --, --, --, --
Michael Hutchinson, Healthy, Det, G, FA, @Ott, L 4-5, --, --, --, --, --, --, --
Alexei Melnichuk, Healthy, TB, G, FA, @Chi, W 4-2, --, --, --, --, --, --, --
Mike Condon, Healthy, TB, G, FA, @Chi, W 4-2, --, --, --, --, --, --, --
Aaron Dell, Healthy, Cls, G, FA, Ari, L 2-3, --, --, --, --, --, --, --
Dylan Ferguson, Healthy, Ott, G, FA, Det, W 5-4, --, --, --, --, --, --, --
Danny Taylor, Healthy, Ott, G, FA, Det, W 5-4, --, --, --, --, --, --, --
Andrew Hammond, Healthy, NJ, G, FA, @Pit, W 5-2, --, --, --, --, --, --, --
Garret Sparks, Healthy, LA, G, FA, Fla, W 2-1, --, --, --, --, --, --, --
Keith Kinkaid, Healthy, NJ, G, FA, @Pit, W 5-2, --, --, --, --, --, --, --
Erik Kallgren, Healthy, NJ, G, FA, @Pit, W 5-2, --, --, --, --, --, --, --
Michael McNiven, Healthy, Ott, G, FA, Det, W 5-4, --, --, --, --, --, --, --
Harri Sateri, Healthy, Ari, G, FA, @Cls, W 3-2, --, --, --, --, --, --, --
Jared Coreau, Healthy, NYI, G, FA, @Sea, L 3-4, --, --, --, --, --, --, --
Kevin Boyle, Healthy, Det, G, FA, @Ott, L 4-5, --, --, --, --, --, --, --
Josef Korenar, Healthy, Ari, G, FA, @Cls, W 3-2, --, --, --, --, --, --, --
Jon Gillies, O, Cls, G, FA, Ari, L 2-3, --, --, --, --, --, --, --
Kevin Mandolese, Healthy, Ott, G, FA, Det, W 5-4, --, --, --, --, --, --, --
