Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Connor Ingram, Healthy, Ari, G, OXP, @Min, W 6-0, 1, 1, 0, 0, 38, 1, 9.8
Samuel Ersson, Healthy, Phi, G, BBS, @Wpg, W 2-0, 1, 1, 0, 0, 35, 1, 9.5
Thatcher Demko, IR, Van, G, BOWS, @Buf, W 1-0, 1, 1, 0, 0, 26, 1, 8.6
Nico Daws, Healthy, NJ, G, FA, @Fla, W 4-1, 1, 1, 0, 1, 35, 0, 7.0
Antti Raanta, Healthy, Car, G, FA, Pit, W 3-2, 1, 1, 0, 2, 38, 0, 6.8
Jacob Markstrom, Healthy, Cgy, G, BBS, @Vgk, W 3-1, 1, 1, 0, 1, 31, 0, 6.6
Juuse Saros, Healthy, Nsh, G, SALT, NYI, W 3-1, 1, 1, 0, 1, 24, 0, 5.9
Stuart Skinner, Healthy, Edm, G, ME, @Mon, W 2-1, 1, 1, 0, 1, 23, 0, 5.8
Alex Lyon, Healthy, Det, G, SALT, LA, W 5-3, 1, 1, 0, 3, 33, 0, 5.8
Jake Oettinger, Healthy, Dal, G, LKR, @Chi, W 3-1, 0, 1, 0, 1, 20, 0, 5.5
Charlie Lindgren, Healthy, Wsh, G, HERB, NYR, W 3-2, 1, 1, 0, 2, 25, 0, 5.5
Andrei Vasilevskiy, Healthy, TB, G, LKR, Ana, W 5-1, 1, 1, 0, 1, 19, 0, 5.4
Alexandar Georgiev, Healthy, Col, G, SLC, @Tor, W 5-3, 1, 1, 0, 3, 26, 0, 5.1
Joey Daccord, Healthy, Sea, G, FA, @Cls, W 7-4, 1, 1, 0, 4, 30, 0, 5.0
Jeremy Swayman, Healthy, Bos, G, SALT, @StL, W 4-3, 1, 1, 0, 3, 20, 0, 4.5
Joonas Korpisalo, Healthy, Ott, G, FA, SJ, W 5-4, 1, 1, 0, 4, 14, 0, 3.4
Sam Montembeault, Healthy, Mon, G, BOWS, Edm, L 1-2, 1, 0, 0, 2, 39, 0, 2.9
Tristan Jarry, Healthy, Pit, G, SLC, @Car, L 2-3, 1, 0, 0, 3, 32, 0, 1.7
Connor Hellebuyck, Healthy, Wpg, G, HERB, Phi, L 0-2, 1, 0, 1, 2, 34, 0, 1.4
Scott Wedgewood, Healthy, Dal, G, FA, @Chi, W 3-1, 1, 0, 0, 0, 14, 0, 1.4
Jordan Binnington, Healthy, StL, G, ME, Bos, L 3-4, 1, 0, 0, 4, 31, 0, 1.1
Marc-Andre Fleury, Healthy, Min, G, FA, Ari, L 0-6, 0, 0, 0, 1, 14, 0, 0.9
Ukko-Pekka Luukkonen, Healthy, Buf, G, CLB, Van, L 0-1, 1, 0, 1, 1, 22, 0, 0.7
