Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Alexandar Georgiev, Healthy, Col, G, SLC, Dal, W 5-1, 1, 1, 0, 1, 33, 0, 6.8
Laurent Brossoit, Healthy, Wpg, G, FA, StL, W 4-2, 1, 1, 0, 2, 36, 0, 6.6
Sam Montembeault, Healthy, Mon, G, BOWS, Ari, W 4-2, 1, 1, 0, 2, 36, 0, 6.6
Juuse Saros, Healthy, Nsh, G, SALT, Ott, W 4-1, 1, 1, 0, 1, 24, 0, 5.9
Nico Daws, Healthy, NJ, G, FA, @SJ, W 7-2, 1, 1, 0, 2, 29, 0, 5.9
Sergei Bobrovsky, Healthy, Fla, G, ME, Buf, W 3-2, 1, 1, 0, 2, 28, 0, 5.8
Adin Hill, O, Vgk, G, DINK, @Tor, W 6-2, 1, 1, 0, 2, 28, 0, 5.8
Pyotr Kochetkov, Healthy, Car, G, BBS, @Min, W 3-2, 1, 1, 0, 2, 28, 0, 5.8
Tristan Jarry, Healthy, Pit, G, SLC, @Van, W 4-3, 1, 1, 0, 3, 32, 0, 5.7
Jacob Markstrom, Healthy, Cgy, G, BBS, LA, W 4-2, 1, 1, 0, 2, 21, 0, 5.1
Samuel Ersson, Healthy, Phi, G, BBS, TB, W 6-2, 1, 1, 0, 2, 20, 0, 5.0
Alex Lyon, Healthy, Det, G, SALT, Wsh, W 8-3, 1, 1, 0, 3, 18, 0, 4.3
Thatcher Demko, IR, Van, G, BOWS, Pit, L 3-4, 1, 0, 0, 4, 36, 0, 1.6
Mackenzie Blackwood, Healthy, SJ, G, FA, NJ, L 2-7, 1, 0, 0, 0, 13, 0, 1.3
Ukko-Pekka Luukkonen, Healthy, Buf, G, CLB, @Fla, L 2-3, 1, 0, 1, 3, 34, 0, 0.9
Cam Talbot, Healthy, LA, G, BOWS, @Cgy, L 2-4, 1, 0, 1, 3, 33, 0, 0.8
Joonas Korpisalo, Healthy, Ott, G, FA, @Nsh, L 1-4, 1, 0, 1, 4, 32, 0, 0.2
Connor Hellebuyck, Healthy, Wpg, G, HERB, StL, W 4-2, --, --, --, --, --, --, --
Logan Thompson, Healthy, Vgk, G, DINK, @Tor, W 6-2, --, --, --, --, --, --, --
Frederik Andersen, Healthy, Car, G, BBS, @Min, W 3-2, --, --, --, --, --, --, --
Jordan Binnington, Healthy, StL, G, ME, @Wpg, L 2-4, --, --, --, --, --, --, --
Filip Gustavsson, Healthy, Min, G, BOWS, Car, L 2-3, 1, 0, 1, 3, 25, 0, 0.0
Carter Hart, IR, Phi, G, FA, TB, W 6-2, --, --, --, --, --, --, --
Vitek Vanecek, IR, SJ, G, BOWS, NJ, L 2-7, --, --, --, --, --, --, --
Spencer Knight, Healthy, Fla, G, FA, Buf, W 3-2, --, --, --, --, --, --, --
Joseph Woll, Healthy, Tor, G, BBS, Vgk, L 2-6, --, --, --, --, --, --, --
Marc-Andre Fleury, Healthy, Min, G, FA, Car, L 2-3, --, --, --, --, --, --, --
Casey DeSmith, Healthy, Van, G, DINK, Pit, L 3-4, --, --, --, --, --, --, --
Ville Husso, O, Det, G, OXP, Wsh, W 8-3, --, --, --, --, --, --, --
Jonas Johansson, Healthy, TB, G, OXP, @Phi, L 2-6, --, --, --, --, --, --, --
Darcy Kuemper, Healthy, Wsh, G, FA, @Det, L 3-8, --, --, --, --, --, --, --
Devon Levi, Healthy, Buf, G, SALT, @Fla, L 2-3, --, --, --, --, --, --, --
Jake Allen, Healthy, NJ, G, FA, @SJ, W 7-2, --, --, --, --, --, --, --
Justus Annunen, Healthy, Col, G, FA, Dal, W 5-1, --, --, --, --, --, --, --
Martin Jones, Healthy, Tor, G, FA, Vgk, L 2-6, --, --, --, --, --, --, --
Scott Wedgewood, Healthy, Dal, G, FA, @Col, L 1-5, --, --, --, --, --, --, --
Anthony Stolarz, Healthy, Fla, G, FA, Buf, W 3-2, --, --, --, --, --, --, --
Karel Vejmelka, Healthy, Ari, G, FA, @Mon, L 2-4, --, --, --, --, --, --, --
David Rittich, Healthy, LA, G, HERB, @Cgy, L 2-4, --, --, --, --, --, --, --
James Reimer, Healthy, Det, G, FA, Wsh, W 8-3, --, --, --, --, --, --, --
Alex Nedeljkovic, Healthy, Pit, G, FA, @Van, W 4-3, --, --, --, --, --, --, --
Antti Raanta, Healthy, Car, G, FA, @Min, W 3-2, --, --, --, --, --, --, --
Dustin Wolf, Healthy, Cgy, G, SLC, LA, W 4-2, --, --, --, --, --, --, --
Pheonix Copley, IR, LA, G, FA, @Cgy, L 2-4, --, --, --, --, --, --, --
Akira Schmid, Healthy, NJ, G, FA, @SJ, W 7-2, --, --, --, --, --, --, --
Anton Forsberg, Healthy, Ott, G, FA, @Nsh, L 1-4, --, --, --, --, --, --, --
Robin Lehner, IR, Vgk, G, FA, @Tor, W 6-2, --, --, --, --, --, --, --
Yaroslav Askarov, Healthy, Nsh, G, FA, Ott, W 4-1, --, --, --, --, --, --, --
Kevin Lankinen, Healthy, Nsh, G, FA, Ott, W 4-1, --, --, --, --, --, --, --
