Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Adin Hill, Healthy, Vgk, G, DINK, Col, W 7-0, 1, 1, 0, 0, 41, 1, 10.1
Thatcher Demko, O, Van, G, BOWS, Dal, W 2-0, 1, 1, 0, 0, 27, 1, 8.7
Cam Talbot, Healthy, LA, G, BOWS, @Phi, W 5-0, 1, 1, 0, 0, 24, 1, 8.4
Charlie Lindgren, Healthy, Wsh, G, FA, Cls, W 2-1, 1, 1, 0, 1, 34, 0, 6.9
Petr Mrazek, Healthy, Chi, G, FA, Fla, W 5-2, 1, 1, 0, 2, 38, 0, 6.8
Kevin Lankinen, Healthy, Nsh, G, FA, @Edm, W 5-2, 1, 1, 0, 2, 33, 0, 6.3
Joel Hofer, Healthy, StL, G, FA, Mon, W 6-3, 1, 1, 0, 3, 30, 0, 5.5
Tristan Jarry, Healthy, Pit, G, SLC, @SJ, W 10-2, 1, 1, 0, 2, 24, 0, 5.4
Marc-Andre Fleury, Healthy, Min, G, FA, NYR, W 5-4, 0, 1, 0, 1, 13, 0, 4.8
Connor Hellebuyck, Healthy, Wpg, G, HERB, @Ari, W 5-3, 1, 1, 0, 3, 22, 0, 4.7
Antti Raanta, Healthy, Car, G, FA, @NYI, W 4-3, 1, 1, 0, 3, 22, 0, 4.7
Ville Husso, O, Det, G, OXP, Bos, W 5-4, 1, 1, 0, 4, 26, 0, 4.6
Jonas Johansson, Healthy, TB, G, OXP, @Ott, W 6-4, 1, 1, 0, 4, 24, 0, 4.4
Devon Levi, Healthy, Buf, G, SALT, @Tor, W 6-4, 1, 1, 0, 4, 24, 0, 4.4
Dan Vladar, Healthy, Cgy, G, FA, @Sea, W 6-3, 1, 1, 0, 3, 17, 0, 4.2
Ilya Sorokin, Healthy, NYI, G, CLB, Car, L 3-4, 1, 0, 0, 4, 42, 0, 2.2
Jonathan Quick, Healthy, NYR, G, OXP, @Min, L 4-5, 1, 0, 0, 4, 35, 0, 1.5
Jake Oettinger, Healthy, Dal, G, LKR, @Van, L 0-2, 1, 0, 1, 2, 26, 0, 0.6
Elvis Merzlikins, Healthy, Cls, G, FA, @Wsh, L 1-2, 1, 0, 1, 2, 25, 0, 0.5
Joonas Korpisalo, Healthy, Ott, G, FA, TB, L 4-6, 1, 0, 0, 3, 18, 0, 0.3
Igor Shesterkin, Healthy, NYR, G, DINK, @Min, L 4-5, --, --, --, --, --, --, --
Jeremy Swayman, Healthy, Bos, G, SALT, @Det, L 4-5, --, --, --, --, --, --, --
Andrei Vasilevskiy, Healthy, TB, G, LKR, @Ott, W 6-4, --, --, --, --, --, --, --
Linus Ullmark, Healthy, Bos, G, LKR, @Det, L 4-5, 1, 0, 1, 5, 35, 0, 0.0
Sergei Bobrovsky, Healthy, Fla, G, ME, @Chi, L 2-5, --, --, --, --, --, --, --
Juuse Saros, Healthy, Nsh, G, SALT, @Edm, W 5-2, --, --, --, --, --, --, --
Stuart Skinner, Healthy, Edm, G, ME, Nsh, L 2-5, --, --, --, --, --, --, --
Jacob Markstrom, DTD, Cgy, G, BBS, @Sea, W 6-3, --, --, --, --, --, --, --
Ilya Samsonov, Healthy, Tor, G, HERB, Buf, L 4-6, --, --, --, --, --, --, --
Logan Thompson, Healthy, Vgk, G, DINK, Col, W 7-0, --, --, --, --, --, --, --
Frederik Andersen, Healthy, Car, G, BBS, @NYI, W 4-3, --, --, --, --, --, --, --
Jordan Binnington, Healthy, StL, G, ME, Mon, W 6-3, --, --, --, --, --, --, --
Joey Daccord, Healthy, Sea, G, FA, Cgy, L 3-6, --, --, --, --, --, --, --
Carter Hart, IR, Phi, G, FA, LA, L 0-5, --, --, --, --, --, --, --
Ukko-Pekka Luukkonen, Healthy, Buf, G, CLB, @Tor, W 6-4, --, --, --, --, --, --, --
Connor Ingram, Healthy, Ari, G, OXP, Wpg, L 3-5, --, --, --, --, --, --, --
Pyotr Kochetkov, Healthy, Car, G, BBS, @NYI, W 4-3, --, --, --, --, --, --, --
Spencer Knight, Healthy, Fla, G, FA, @Chi, L 2-5, --, --, --, --, --, --, --
Alex Lyon, Healthy, Det, G, SALT, Bos, W 5-4, --, --, --, --, --, --, --
Joseph Woll, Healthy, Tor, G, BBS, Buf, L 4-6, 1, 0, 1, 5, 35, 0, 0.0
Samuel Ersson, Healthy, Phi, G, BBS, LA, L 0-5, --, --, --, --, --, --, --
Darcy Kuemper, Healthy, Wsh, G, CLB, Cls, W 2-1, --, --, --, --, --, --, --
Semyon Varlamov, Healthy, NYI, G, FA, Car, L 3-4, --, --, --, --, --, --, --
Casey DeSmith, Healthy, Van, G, FA, Dal, W 2-0, --, --, --, --, --, --, --
Laurent Brossoit, Healthy, Wpg, G, FA, @Ari, W 5-3, --, --, --, --, --, --, --
Martin Jones, Healthy, Tor, G, FA, Buf, L 4-6, --, --, --, --, --, --, --
Jake Allen, Healthy, NJ, G, FA, --, --, --, --, --, --, --, --, --
Scott Wedgewood, Healthy, Dal, G, FA, @Van, L 0-2, --, --, --, --, --, --, --
Alex Nedeljkovic, Healthy, Pit, G, FA, @SJ, W 10-2, --, --, --, --, --, --, --
David Rittich, Healthy, LA, G, HERB, @Phi, W 5-0, --, --, --, --, --, --, --
James Reimer, Healthy, Det, G, FA, Bos, W 5-4, --, --, --, --, --, --, --
Dustin Wolf, Healthy, Cgy, G, SLC, @Sea, W 6-3, --, --, --, --, --, --, --
Calvin Pickard, Healthy, Edm, G, FA, Nsh, L 2-5, --, --, --, --, --, --, --
Pheonix Copley, IR, LA, G, FA, @Phi, W 5-0, --, --, --, --, --, --, --
Justus Annunen, Healthy, Col, G, FA, @Vgk, L 0-7, --, --, --, --, --, --, --
Daniil Tarasov, Healthy, Cls, G, FA, @Wsh, L 1-2, --, --, --, --, --, --, --
Robin Lehner, IR, Vgk, G, FA, Col, W 7-0, --, --, --, --, --, --, --
Kaapo Kahkonen, Healthy, NJ, G, FA, --, --, --, --, --, --, --, --, --
Arvid Soderblom, Healthy, Chi, G, FA, Fla, W 5-2, --, --, --, --, --, --, --
Yaroslav Askarov, Healthy, Nsh, G, FA, @Edm, W 5-2, --, --, --, --, --, --, --
