Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Anthony Stolarz, Healthy, Ana, G, FA, Ott, W 4-0, 1, 1, 0, 0, 34, 1, 9.4
Tristan Jarry, O, Pit, G, DINK, @NYI, W 1-0, 1, 1, 0, 0, 25, 1, 8.5
Andrei Vasilevskiy, Healthy, TB, G, LKR, Sea, W 3-0, 1, 1, 0, 0, 17, 1, 7.7
Elvis Merzlikins, Healthy, Cls, G, BOWS, Van, W 4-2, 1, 1, 0, 2, 39, 0, 6.9
Joseph Woll, O, Tor, G, FA, @SJ, W 4-1, 1, 1, 0, 1, 34, 0, 6.9
Jake Oettinger, Healthy, Dal, G, HERB, Col, W 3-1, 1, 1, 0, 1, 32, 0, 6.7
Cam Talbot, Healthy, Min, G, HERB, Wpg, W 7-1, 1, 1, 0, 1, 30, 0, 6.5
Igor Shesterkin, Healthy, NYR, G, DINK, @Bos, W 5-2, 1, 1, 0, 2, 34, 0, 6.4
Dustin Tokarski, Healthy, Buf, G, FA, Mon, W 4-1, 1, 1, 0, 1, 25, 0, 6.0
Juuse Saros, O, Nsh, G, BOWS, NJ, W 4-2, 1, 1, 0, 2, 23, 0, 5.3
Kevin Lankinen, Healthy, Chi, G, NBUS, StL, W 3-2, 1, 1, 0, 2, 23, 0, 5.3
Antti Raanta, Healthy, Car, G, FA, @Phi, W 6-3, 1, 1, 0, 3, 20, 0, 4.5
Ilya Samsonov, Healthy, Wsh, G, FA, Fla, W 4-3, 1, 1, 0, 3, 19, 0, 4.4
Adin Hill, O, SJ, G, FA, Tor, L 1-4, 0, 0, 0, 0, 16, 0, 1.6
Ilya Sorokin, Healthy, NYI, G, CLB, Pit, L 0-1, 1, 0, 1, 1, 29, 0, 1.4
Jordan Binnington, Healthy, StL, G, FA, @Chi, L 2-3, 1, 0, 0, 3, 24, 0, 0.9
Eric Comrie, Healthy, Wpg, G, FA, @Min, L 1-7, 0, 0, 0, 3, 21, 0, 0.6
Sam Montembeault, Healthy, Mon, G, FA, @Buf, L 1-4, 1, 0, 1, 4, 35, 0, 0.5
Braden Holtby, IR, Dal, G, FA, Col, W 3-1, 0, 0, 0, 0, 4, 0, 0.4
Jonathan Bernier, IR, NJ, G, FA, @Nsh, L 2-4, 1, 0, 1, 3, 27, 0, 0.2
Spencer Knight, Healthy, Fla, G, BBS, @Wsh, L 3-4, 0, 0, 0, 1, 6, 0, 0.1
Jack Campbell, Healthy, Tor, G, OXP, @SJ, W 4-1, 0, 0, 0, 0, 0, 0, --
Frederik Andersen, DTD, Car, G, HERB, @Phi, W 6-3, 0, 0, 0, 0, 0, 0, --
Marc-Andre Fleury, Healthy, Min, G, SALT, Wpg, W 7-1, 0, 0, 0, 0, 0, 0, --
Linus Ullmark, Healthy, Bos, G, CLB, NYR, L 2-5, 0, 0, 0, 0, 0, 0, --
Ville Husso, Healthy, StL, G, BBS, @Chi, L 2-3, 0, 0, 0, 0, 0, 0, --
Semyon Varlamov, Healthy, NYI, G, FA, Pit, L 0-1, 0, 0, 0, 0, 0, 0, --
John Gibson, Healthy, Ana, G, ME, Ott, W 4-0, 0, 0, 0, 0, 0, 0, --
Mackenzie Blackwood, Healthy, NJ, G, FA, @Nsh, L 2-4, 0, 0, 0, 0, 0, 0, --
Vitek Vanecek, Healthy, Wsh, G, FA, Fla, W 4-3, 0, 0, 0, 0, 0, 0, --
Carey Price, O, Mon, G, LKR, @Buf, L 1-4, 0, 0, 0, 0, 0, 0, --
Pavel Francouz, Healthy, Col, G, DINK, @Dal, L 1-3, 0, 0, 0, 0, 0, 0, --
Petr Mrazek, IR, Tor, G, FA, @SJ, W 4-1, 0, 0, 0, 0, 0, 0, --
Casey DeSmith, Healthy, Pit, G, FA, @NYI, W 1-0, 0, 0, 0, 0, 0, 0, --
Alexandar Georgiev, Healthy, NYR, G, NBUS, @Bos, W 5-2, 0, 0, 0, 0, 0, 0, --
Chris Driedger, Healthy, Sea, G, FA, @TB, L 0-3, 0, 0, 0, 0, 0, 0, --
Tuukka Rask, O, Bos, G, FA, NYR, L 2-5, 0, 0, 0, 0, 0, 0, --
Kaapo Kahkonen, Healthy, SJ, G, FA, Tor, L 1-4, 0, 0, 0, 0, 0, 0, --
Ben Bishop, IR, Dal, G, FA, Col, W 3-1, 0, 0, 0, 0, 0, 0, --
Jake Allen, O, Mon, G, FA, @Buf, L 1-4, 0, 0, 0, 0, 0, 0, --
Anton Khudobin, O, Dal, G, FA, Col, W 3-1, 0, 0, 0, 0, 0, 0, --
Craig Anderson, DTD, Buf, G, FA, Mon, W 4-1, 0, 0, 0, 0, 0, 0, --
Jaroslav Halak, O, Van, G, FA, @Cls, L 2-4, 0, 0, 0, 0, 0, 0, --
Martin Jones, Healthy, Phi, G, FA, Car, L 3-6, 0, 0, 0, 0, 0, 0, --
Brian Elliott, Healthy, TB, G, FA, Sea, W 3-0, 0, 0, 0, 0, 0, 0, --
Matt Murray, IR, Ott, G, FA, @Ana, L 0-4, 0, 0, 0, 0, 0, 0, --
David Rittich, Healthy, Nsh, G, FA, NJ, W 4-2, 0, 0, 0, 0, 0, 0, --
Louis Domingue, Healthy, Pit, G, FA, @NYI, W 1-0, 0, 0, 0, 0, 0, 0, --
Joonas Korpisalo, O, Cls, G, FA, Van, W 4-2, 0, 0, 0, 0, 0, 0, --
Malcolm Subban, IR, Buf, G, FA, Mon, W 4-1, 0, 0, 0, 0, 0, 0, --
Charlie Lindgren, Healthy, StL, G, FA, @Chi, L 2-3, 0, 0, 0, 0, 0, 0, --
Nico Daws, Healthy, NJ, G, FA, @Nsh, L 2-4, 0, 0, 0, 0, 0, 0, --
Filip Gustavsson, Healthy, Ott, G, FA, @Ana, L 0-4, 0, 0, 0, 0, 0, 0, --
Ukko-Pekka Luukkonen, Healthy, Buf, G, FA, Mon, W 4-1, 0, 0, 0, 0, 0, 0, --
Devan Dubnyk, Healthy, Col, G, FA, @Dal, L 1-3, 0, 0, 0, 0, 0, 0, --
Henrik Lundqvist, IR, Wsh, G, FA, Fla, W 4-3, 0, 0, 0, 0, 0, 0, --
Andrew Hammond, Healthy, NJ, G, FA, @Nsh, L 2-4, 0, 0, 0, 0, 0, 0, --
Kasimir Kaskisuo, Healthy, Nsh, G, FA, NJ, W 4-2, 0, 0, 0, 0, 0, 0, --
Aaron Dell, Healthy, Buf, G, FA, Mon, W 4-1, 0, 0, 0, 0, 0, 0, --
Curtis McElhinney, Healthy, TB, G, FA, Sea, W 3-0, 0, 0, 0, 0, 0, 0, --
Pekka Rinne, Healthy, Nsh, G, FA, NJ, W 4-2, 0, 0, 0, 0, 0, 0, --
Zach Fucale, Healthy, Wsh, G, FA, Fla, W 4-3, 0, 0, 0, 0, 0, 0, --
Yaroslav Askarov, Healthy, Nsh, G, FA, NJ, W 4-2, 0, 0, 0, 0, 0, 0, --
Marcus Hogberg, O, Ott, G, FA, @Ana, L 0-4, 0, 0, 0, 0, 0, 0, --
Corey Crawford, Healthy, NJ, G, FA, @Nsh, L 2-4, 0, 0, 0, 0, 0, 0, --
Jesper Wallstedt, Healthy, Min, G, FA, Wpg, W 7-1, 0, 0, 0, 0, 0, 0, --
Ryan Miller, Healthy, Ana, G, FA, Ott, W 4-0, 0, 0, 0, 0, 0, 0, --
Cayden Primeau, Healthy, Mon, G, FA, @Buf, L 1-4, 0, 0, 0, 0, 0, 0, --
Keith Kinkaid, Healthy, NYR, G, FA, @Bos, W 5-2, 0, 0, 0, 0, 0, 0, --
Joey Daccord, Healthy, Sea, G, FA, @TB, L 0-3, 0, 0, 0, 0, 0, 0, --
Jonas Johansson, IR, Fla, G, FA, @Wsh, L 3-4, 0, 0, 0, 0, 0, 0, --
Michael Houser, Healthy, Buf, G, FA, Mon, W 4-1, 0, 0, 0, 0, 0, 0, --
