Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Brad Marchand, Healthy, Bos, LW, DINK, @LA, W 4-2, 1, 2, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 5, 1, 0, 8.55
Tommy Novak, Healthy, Nsh, C, FA, SJ, W 5-1, 1, 2, 0, 3, 0, 1, 0, 0, 0, 1, 9, 3, 0, 2, 0, 0, 7.8
Filip Chytil, IR, NYR, C- RW, FA, @Sea, W 4-1, 1, 0, 3, 3, 0, 0, 0, 0, 0, 0, 4, 6, 0, 5, 1, 2, 7.6
David Pastrnak, Healthy, Bos, RW, CLB, @LA, W 4-2, 1, 1, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 7.5
Derek Forbort, IR, Bos, D, FA, @LA, W 4-2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 7.5
Wyatt Johnston, Healthy, Dal, C, HERB, Phi, W 5-4, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 4, 2, 0, 2, 0, 3, 7.4
Matthew Knies, Healthy, Tor, LW, LKR, @TB, W 4-3, 1, 2, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 7.4
Artturi Lehkonen, IR, Col, LW, FA, Car, W 6-4, 1, 1, 3, -1, 2, 1, 2, 0, 0, 0, 0, 1, 0, 2, 1, 0, 7.2
John Tavares, Healthy, Tor, C, BBS, @TB, W 4-3, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 13, 10, 0, 7, 2, 1, 7.1
Boone Jenner, IR, Cls, C, OXP, @Min, W 5-4, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 17, 4, 0, 8, 1, 5, 6.7
Nikita Kucherov, Healthy, TB, RW, DINK, Tor, L 3-4, 1, 2, 1, -1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6.6
Jaccob Slavin, Healthy, Car, D, OXP, @Col, L 4-6, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 3, 6.5
Travis Konecny, Healthy, Phi, RW, SLC, @Dal, L 4-5, 1, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 4, 0, 0, 6.3
"Logan OConnor", Healthy, Col, RW, FA, Car, W 6-4, 1, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 6.2
Brandon Saad, Healthy, StL, LW, FA, Pit, W 4-2, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 6.1
Cole Caufield, Healthy, Mon, LW- RW, LKR, Wsh, W 3-2, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 5, 1, 0, 6.05
Jeff Skinner, O, Buf, LW, CLB, NYI, W 3-1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 2, 6.0
David Perron, Healthy, Det, RW- LW, FA, @Ott, W 5-2, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 2, 0, 5.95
