Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Travis Sanheim, Healthy, Phi, D, ME, @Ana, W 6-3, 1, 1, 2, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 4, 10.7
Leo Carlsson, IR, Ana, C, SALT, Phi, L 3-6, 1, 3, 0, 0, 0, 2, 0, 0, 0, 0, 5, 4, 1, 5, 1, 0, 9.9
Alex Pietrangelo, Healthy, Vgk, D, DINK, SJ, W 5-0, 1, 1, 2, 5, 0, 0, 0, 0, 1, 1, 0, 0, 0, 5, 0, 0, 9.75
William Nylander, Healthy, Tor, RW- LW, OXP, Cgy, W 5-4, 1, 2, 1, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 7, 0, 1, 9.3
Alec Martinez, Healthy, Vgk, D, BBS, SJ, W 5-0, 1, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 7.0
Aleksander Barkov, Healthy, Fla, C, SALT, Car, W 5-2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 4, 9, 0, 5, 0, 3, 6.5
Owen Tippett, Healthy, Phi, RW, BOWS, @Ana, W 6-3, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 6.0
Joel Farabee, Healthy, Phi, LW, SALT, @Ana, W 6-3, 1, 0, 2, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 2, 5.9
Carter Verhaeghe, Healthy, Fla, LW- C, CLB, Car, W 5-2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 1, 5.7
Matthew Tkachuk, Healthy, Fla, RW- LW, CLB, Car, W 5-2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 5.5
JJ Peterka, Healthy, Buf, RW, FA, Min, W 3-2, 1, 1, 1, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 5.5
Kevin Stenlund, Healthy, Fla, RW, FA, Car, W 5-2, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 8, 10, 0, 1, 2, 4, 5.5
William Karlsson, IR, Vgk, C, HERB, SJ, W 5-0, 1, 1, 1, 2, 0, 0, 0, 1, 0, 0, 6, 8, 0, 1, 0, 0, 5.4
Nicolas Aube-Kubel, Healthy, Wsh, RW, FA, @NJ, W 4-2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 5.4
Jeff Skinner, O, Buf, LW, CLB, Min, W 3-2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 1, 0, 5.1
Michael Amadio, Healthy, Vgk, RW- C- LW, FA, SJ, W 5-0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 5, 7, 0, 2, 0, 2, 5.0
Evgeny Kuznetsov, Healthy, Wsh, C, FA, @NJ, W 4-2, 1, 2, 0, 1, 2, 0, 0, 0, 0, 1, 4, 11, 0, 3, 0, 0, 4.9
Cam Atkinson, Healthy, Phi, RW, FA, @Ana, W 6-3, 1, 1, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 4.8
