Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Pavel Buchnevich, Healthy, StL, RW- C- LW, DINK, @Col, W 8-2, 1, 3, 0, 3, 0, 1, 0, 2, 0, 0, 0, 0, 1, 6, 0, 0, 12.6
Brayden Schenn, Healthy, StL, C, FA, @Col, W 8-2, 1, 3, 1, 1, 0, 1, 1, 0, 0, 0, 7, 12, 1, 7, 0, 1, 11.45
Zach Hyman, Healthy, Edm, RW- LW, BBS, @Sea, W 4-1, 1, 3, 0, 2, 2, 1, 0, 0, 0, 1, 0, 0, 1, 4, 1, 0, 11.0
Robert Thomas, Healthy, StL, C, OXP, @Col, W 8-2, 1, 0, 4, 2, 2, 0, 2, 0, 1, 0, 16, 3, 0, 3, 0, 2, 10.65
Filip Forsberg, Healthy, Nsh, LW, LKR, Ari, L 5-7, 1, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 0, 8.4
Kaiden Guhle, Healthy, Mon, D, HERB, Bos, W 3-2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 4, 8.0
Alex Ovechkin, DTD, Wsh, LW, BOWS, @NYI, W 4-1, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 2, 7.7
Clayton Keller, Healthy, Ari, LW- C- RW, SLC, @Nsh, W 7-5, 1, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 5, 1, 2, 7.55
Jeff Petry, Healthy, Det, D, FA, Cls, W 5-4, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 5, 7.3
Sean Durzi, Healthy, Ari, D, BOWS, @Nsh, W 7-5, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 2, 7.15
Torey Krug, Healthy, StL, D, FA, @Col, W 8-2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 3, 1, 7.1
Justin Faulk, Healthy, StL, D, CLB, @Col, W 8-2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 5, 6.8
Noah Gregor, Healthy, Tor, C, FA, Van, W 5-2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 4, 0, 6.8
Morgan Frost, Healthy, Phi, C, FA, @LA, W 4-2, 1, 2, 0, 3, 0, 0, 0, 0, 0, 1, 3, 4, 0, 2, 0, 0, 6.6
Drake Batherson, Healthy, Ott, RW, FA, Cgy, W 4-1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 2, 0, 1, 6.2
Logan Cooley, Healthy, Ari, C, FA, @Nsh, W 7-5, 1, 0, 3, 1, 0, 0, 2, 0, 0, 0, 4, 4, 0, 4, 1, 0, 6.2
Ryan Graves, Healthy, Pit, D, FA, Buf, W 4-0, 1, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 6.1
Evgeni Malkin, Healthy, Pit, C, DINK, Buf, W 4-0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 4, 3, 0, 2, 0, 1, 6.05
Sean Walker, Healthy, Phi, D, FA, @LA, W 4-2, 1, 0, 2, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 2, 6.0
J.J. Moser, Healthy, Ari, D, FA, @Nsh, W 7-5, 1, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 6.0
Nick Seeler, Healthy, Phi, D, BOWS, @LA, W 4-2, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 5.9
Beck Malenstyn, Healthy, Wsh, LW, FA, @NYI, W 4-1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 5, 5.6
Colton Parayko, Healthy, StL, D, ME, @Col, W 8-2, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2, 3, 5.55
