Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Troy Terry, Healthy, Ana, C- RW, FA, Ari, W 4-3, 1, 3, 1, 1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 6, 0, 0, 12.6
Jamie Benn, Healthy, Dal, LW, OXP, @Cgy, W 4-3, 1, 1, 1, 2, 0, 0, 0, 1, 0, 0, 9, 3, 0, 3, 0, 2, 7.4
Tage Thompson, DTD, Buf, C, ME, @Phi, W 5-2, 1, 1, 2, 3, 0, 0, 0, 0, 0, 0, 5, 9, 0, 1, 0, 2, 7.2
Mikko Rantanen, Healthy, Col, RW, HERB, StL, W 4-1, 1, 1, 1, 1, 2, 1, 0, 0, 0, 1, 4, 1, 0, 2, 0, 1, 6.3
MacKenzie Weegar, Healthy, Cgy, D, ME, Dal, L 3-4, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8, 2, 1, 5.9
Owen Power, Healthy, Buf, D, SLC, @Phi, W 5-2, 1, 1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 5.6
Brandon Biro, Healthy, Buf, LW, FA, @Phi, W 5-2, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 1, 5.5
Lawson Crouse, Healthy, Ari, RW- LW, CLB, @Ana, L 3-4, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3, 0, 0, 5.3
Alex Tuch, Healthy, Buf, RW, ME, @Phi, W 5-2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 5.2
Esa Lindell, Healthy, Dal, D, FA, @Cgy, W 4-3, 1, 0, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 4, 5.15
Radko Gudas, Healthy, Ana, D, BOWS, Ari, W 4-3, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 3, 4.8
