Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Brock Boeser, Healthy, Van, RW, BOWS, TB, W 4-1, 1, 3, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 4, 0, 0, 10.4
Auston Matthews, Healthy, Tor, C, BOWS, @NYR, W 7-3, 1, 2, 2, 3, 0, 0, 1, 0, 0, 0, 9, 10, 0, 3, 0, 1, 9.45
Mitchell Marner, Healthy, Tor, RW, OXP, @NYR, W 7-3, 1, 2, 1, 3, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 9.3
Sebastian Aho, Healthy, Car, C, LKR, @Ott, W 4-1, 1, 2, 1, 2, 0, 1, 0, 0, 0, 1, 4, 3, 0, 3, 1, 1, 9.2
Jeff Carter, Healthy, Pit, C, FA, Ari, W 4-2, 1, 2, 0, 1, 2, 1, 0, 1, 0, 1, 7, 1, 0, 3, 1, 2, 9.0
Mark Stone, Healthy, Vgk, RW, BBS, Cgy, W 5-4, 1, 2, 2, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 3, 0, 0, 8.95
Quinn Hughes, Healthy, Van, D, HERB, TB, W 4-1, 1, 0, 3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 7.85
Will Borgen, Healthy, Sea, D, FA, Fla, W 4-0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 7.1
J.T. Miller, Healthy, Van, C- LW- RW, HERB, TB, W 4-1, 1, 0, 2, 2, 0, 0, 1, 0, 0, 0, 9, 1, 0, 2, 3, 1, 6.65
Filip Forsberg, Healthy, Nsh, LW, LKR, Phi, W 3-2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 6, 0, 0, 6.0
Lawson Crouse, Healthy, Ari, RW- LW, CLB, @Pit, L 2-4, 1, 1, 1, -1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 2, 6, 0, 5.75
Sam Gagner, Healthy, Edm, C, FA, Chi, W 4-1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 5.7
Michael Rasmussen, Healthy, Det, C, FA, @StL, W 6-4, 1, 1, 1, 2, 0, 0, 0, 1, 0, 0, 1, 6, 0, 1, 0, 1, 5.6
Jake Guentzel, Healthy, Pit, LW, DINK, Ari, W 4-2, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 7, 0, 0, 5.5
Kailer Yamamoto, Healthy, Sea, RW, FA, Fla, W 4-0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 5.5
Jonathan Marchessault, Healthy, Vgk, RW- LW, FA, Cgy, W 5-4, 1, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 5.4
Pierre-Edouard Bellemare, IR, Sea, RW, FA, Fla, W 4-0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 0, 0, 5.3
Yegor Sharangovich, Healthy, Cgy, C- LW- RW, FA, @Vgk, L 4-5, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 1, 5.2
Kevin Hayes, Healthy, StL, C, FA, Det, L 4-6, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 0, 3, 1, 0, 5.0
Marcus Pettersson, Healthy, Pit, D, FA, Ari, W 4-2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 4.9
Morgan Rielly, Healthy, Tor, D, LKR, @NYR, W 7-3, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 5, 4.85
Seth Jarvis, Healthy, Car, RW- C, BBS, @Ott, W 4-1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 3, 4, 0, 3, 2, 3, 4.8
Evan Bouchard, Healthy, Edm, D, DINK, Chi, W 4-1, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 2, 4.75
Calle Jarnkrok, Healthy, Tor, LW- C- RW, FA, @NYR, W 7-3, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 3, 1, 0, 4.7
Nazem Kadri, Healthy, Cgy, C, HERB, @Vgk, L 4-5, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 7, 5, 0, 4, 0, 0, 4.6
Jonatan Berggren, Healthy, Det, RW, FA, @StL, W 6-4, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 4.6
Alex Vlasic, Healthy, Chi, D, FA, @Edm, L 1-4, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 4, 4.5
Sidney Crosby, Healthy, Pit, C, DINK, Ari, W 4-2, 1, 0, 1, 1, 2, 0, 1, 0, 0, 0, 15, 9, 0, 4, 3, 1, 4.45
Brady Skjei, Healthy, Car, D, FA, @Ott, W 4-1, 1, 0, 2, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 1, 4.45
Eeli Tolvanen, Healthy, Sea, LW- RW, SALT, Fla, W 4-0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 1, 2, 4.4
Blake Wheeler, Healthy, NYR, RW, FA, Tor, L 3-7, 1, 2, 0, -1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 5, 1, 0, 4.4
Sean Couturier, Healthy, Phi, C, CLB, @Nsh, L 2-3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 3, 0, 1, 4.3
Joe Veleno, Healthy, Det, C, FA, @StL, W 6-4, 1, 0, 2, -2, 0, 0, 1, 0, 1, 0, 13, 8, 0, 3, 0, 1, 4.3
William Karlsson, IR, Vgk, C, HERB, Cgy, W 5-4, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 8, 8, 0, 5, 0, 0, 4.25
Chandler Stephenson, Healthy, Vgk, C, FA, Cgy, W 5-4, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 5, 6, 0, 3, 0, 0, 4.2
Lucas Raymond, Healthy, Det, LW, SLC, @StL, W 6-4, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4.2
Joel Farabee, Healthy, Phi, LW, SALT, @Nsh, L 2-3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 2, 3, 4.1
William Nylander, Healthy, Tor, RW- LW, OXP, @NYR, W 7-3, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 4.0
Moritz Seider, Healthy, Det, D, SALT, @StL, W 6-4, 1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 3, 4.0
Martin Pospisil, Healthy, Cgy, LW- RW, FA, @Vgk, L 4-5, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 4.0
Conor Timmins, Healthy, Tor, D, FA, @NYR, W 7-3, 1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 4.0
Connor McDavid, Healthy, Edm, C, DINK, Chi, W 4-1, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 6, 5, 0, 3, 1, 0, 3.95
William Lagesson, Healthy, Tor, D, FA, @NYR, W 7-3, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 3.9
Alexandre Carrier, Healthy, Nsh, D, HERB, Phi, W 3-2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 3.7
Brett Pesce, Healthy, Car, D, FA, @Ott, W 4-1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 3.7
Zach Whitecloud, Healthy, Vgk, D, FA, Cgy, W 5-4, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 5, 3.7
Marco Scandella, Healthy, StL, D, FA, Det, L 4-6, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 3.7
Connor Murphy, Healthy, Chi, D, FA, @Edm, L 1-4, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 2, 3.7
Connor Bedard, IR, Chi, C, DINK, @Edm, L 1-4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 2, 1, 2, 3.6
William Eklund, Healthy, SJ, LW- C, FA, Wpg, W 2-1, 1, 1, 0, -1, 4, 1, 0, 0, 0, 1, 0, 1, 0, 3, 1, 1, 3.6
Michael McCarron, Healthy, Nsh, RW, FA, Phi, W 3-2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 5, 1, 0, 1, 2, 0, 3.6
MacKenzie Weegar, Healthy, Cgy, D, ME, @Vgk, L 4-5, 1, 1, 0, -1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 3.5
Filip Hronek, Healthy, Van, D, BBS, TB, W 4-1, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 3.5
Mikael Backlund, Healthy, Cgy, C, FA, @Vgk, L 4-5, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 14, 6, 0, 4, 1, 1, 3.5
TJ Brodie, Healthy, Tor, D, FA, @NYR, W 7-3, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3.5
Nick Leddy, Healthy, StL, D, FA, Det, L 4-6, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3.5
Brady Tkachuk, Healthy, Ott, LW, BOWS, Car, L 1-4, 1, 0, 0, 1, 10, 0, 0, 0, 0, 0, 5, 0, 0, 8, 7, 1, 3.4
Leon Draisaitl, Healthy, Edm, C- LW, SALT, Chi, W 4-1, 1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 14, 5, 0, 2, 0, 0, 3.4
Martin Necas, DTD, Car, RW- C, FA, @Ott, W 4-1, 1, 1, 0, 1, 4, 1, 0, 0, 0, 0, 1, 1, 0, 2, 2, 0, 3.4
Jake McCabe, Healthy, Tor, D, FA, @NYR, W 7-3, 1, 0, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 3.4
Cam Atkinson, Healthy, Phi, RW, FA, @Nsh, L 2-3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 3.4
Nils Hoglander, Healthy, Van, LW, FA, TB, W 4-1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 1, 3.4
Justin Bailey, Healthy, SJ, RW, FA, Wpg, W 2-1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 3.4
Noah Hanifin, Healthy, Cgy, D, FA, @Vgk, L 4-5, 1, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 3.3
Mario Ferraro, Healthy, SJ, D, FA, Wpg, W 2-1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 5, 3.3
Robby Fabbri, Healthy, Det, LW- C, FA, @StL, W 6-4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 3.3
Luke Schenn, Healthy, Nsh, D, FA, Phi, W 3-2, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 3.3
Mikael Granlund, Healthy, SJ, LW, FA, Wpg, W 2-1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 14, 8, 0, 4, 0, 1, 3.25
"Drew OConnor", Healthy, Pit, LW, FA, Ari, W 4-2, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 0, 3.25
Josh Norris, O, Ott, C, FA, Car, L 1-4, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 3, 4, 0, 3, 0, 1, 3.2
Andrei Kuzmenko, Healthy, Van, LW- RW, FA, TB, W 4-1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3.2
David Kampf, Healthy, Tor, C- RW, FA, @NYR, W 7-3, 1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 7, 2, 0, 1, 2, 1, 3.2
Colton Parayko, Healthy, StL, D, ME, Det, L 4-6, 1, 0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 3.2
Reilly Smith, O, Pit, RW, FA, Ari, W 4-2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 2, 1, 3.15
Ryan Nugent-Hopkins, Healthy, Edm, C, ME, Chi, W 4-1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 1, 1, 3.1
Travis Sanheim, Healthy, Phi, D, ME, @Nsh, L 2-3, 1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 2, 3.1
Mikhail Sergachev, IR, TB, D, SLC, @Van, L 1-4, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 3.1
John Tavares, Healthy, Tor, C, BBS, @NYR, W 7-3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 6, 5, 0, 4, 0, 1, 3.0
Zach Hyman, Healthy, Edm, RW- LW, BBS, Chi, W 4-1, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 3.0
Evgeni Malkin, Healthy, Pit, C, DINK, Ari, W 4-2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 7, 1, 0, 4, 0, 0, 3.0
Cole Smith, Healthy, Nsh, LW- RW, FA, Phi, W 3-2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 3.0
Adam Fox, Healthy, NYR, D, SALT, Tor, L 3-7, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 2.95
Kris Letang, Healthy, Pit, D, HERB, Ari, W 4-2, 1, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 1, 2.85
Jacob Trouba, Healthy, NYR, D, BOWS, Tor, L 3-7, 1, 0, 1, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 2, 2.8
Jeff Petry, Healthy, Det, D, FA, @StL, W 6-4, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2.8
Matias Maccelli, Healthy, Ari, LW, FA, @Pit, L 2-4, 1, 1, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 2.8
Jamie Oleksiak, Healthy, Sea, D, FA, Fla, W 4-0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 2.8
Tye Kartye, Healthy, Sea, LW- C, FA, Fla, W 4-0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2.8
Elias Lindholm, Healthy, Cgy, RW, ME, @Vgk, L 4-5, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 9, 0, 2, 1, 2, 2.7
Claude Giroux, Healthy, Ott, RW- C, SALT, Car, L 1-4, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 8, 7, 0, 3, 1, 0, 2.7
Alex Wennberg, Healthy, Sea, C, FA, Fla, W 4-0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 5, 9, 0, 1, 0, 1, 2.7
Cody Ceci, Healthy, Edm, D, FA, Chi, W 4-1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 2.7
Olli Maatta, Healthy, Det, D, FA, @StL, W 6-4, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2.7
Noah Juulsen, Healthy, Van, D, FA, TB, W 4-1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 2.7
Mika Zibanejad, DTD, NYR, C, ME, Tor, L 3-7, 1, 1, 1, -1, 6, 1, 0, 0, 0, 0, 1, 8, 0, 2, 1, 0, 2.7
Jake Walman, Healthy, Det, D, CLB, @StL, W 6-4, 1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2.6
"Ryan OReilly", Healthy, Nsh, C, BOWS, Phi, W 3-2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 11, 10, 0, 0, 0, 1, 2.6
Blake Coleman, Healthy, Cgy, RW- LW, LKR, @Vgk, L 4-5, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2.6
Vince Dunn, Healthy, Sea, D, BOWS, Fla, W 4-0, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2.6
Andrew Copp, Healthy, Det, C, FA, @StL, W 6-4, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 16, 10, 0, 2, 0, 0, 2.6
Juuso Valimaki, Healthy, Ari, D, FA, @Pit, L 2-4, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2.55
Ryker Evans, Healthy, Sea, D, FA, Fla, W 4-0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2.5
Erik Brannstrom, Healthy, Ott, D, FA, Car, L 1-4, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2.5
Nick DeSimone, Healthy, Cgy, D, FA, @Vgk, L 4-5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 4, 2.5
Anthony Duclair, Healthy, SJ, LW, FA, Wpg, W 2-1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 2.45
Jack Drury, Healthy, Car, C- LW, FA, @Ott, W 4-1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 3, 0, 2, 0, 1, 2.45
Alex Pietrangelo, Healthy, Vgk, D, DINK, Cgy, W 5-4, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 2.4
Gustav Nyquist, Healthy, Nsh, RW, BBS, Phi, W 3-2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2.4
Brenden Dillon, Healthy, Wpg, D, CLB, @SJ, L 1-2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2.4
Connor Zary, Healthy, Cgy, C, FA, @Vgk, L 4-5, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2.4
Nicolas Hague, Healthy, Vgk, D, FA, Cgy, W 5-4, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 3, 2.4
Kasperi Kapanen, Healthy, StL, RW, FA, Det, L 4-6, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 1, 0, 2.4
