Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Tomas Hertl, Healthy, SJ, C- LW, ME, @NYI, W 5-4, 1, 3, 0, 1, 2, 0, 0, 0, 0, 0, 13, 10, 1, 8, 0, 2, 10.4
Vladimir Tarasenko, Healthy, Ott, RW, ME, NYR, W 6-2, 1, 2, 1, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 2, 9.3
Matt Boldy, Healthy, Min, LW, FA, @Cgy, W 5-2, 1, 2, 1, 3, 0, 1, 0, 0, 0, 1, 1, 2, 0, 3, 0, 1, 9.2
Nathan MacKinnon, Healthy, Col, C, HERB, Ana, W 3-2, 1, 1, 2, 2, 0, 0, 0, 0, 0, 0, 6, 6, 0, 5, 2, 2, 8.1
Nick Foligno, IR, Chi, LW- C- RW, FA, Nsh, L 3-4, 1, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 8.1
Dylan Larkin, Healthy, Det, C, OXP, @Buf, W 5-3, 1, 2, 0, 2, 0, 0, 0, 1, 0, 0, 11, 5, 0, 4, 1, 1, 7.8
Michael Rasmussen, Healthy, Det, C, FA, @Buf, W 5-3, 1, 1, 1, 2, 0, 0, 0, 0, 1, 1, 1, 1, 0, 3, 0, 2, 7.55
William Eklund, Healthy, SJ, LW- C, FA, @NYI, W 5-4, 1, 1, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 7.3
Brady Tkachuk, Healthy, Ott, LW, BOWS, NYR, W 6-2, 1, 2, 0, 3, 0, 0, 0, 0, 0, 0, 2, 1, 0, 8, 1, 1, 7.2
Mike Reilly, Healthy, NYI, D, FA, SJ, L 4-5, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 3, 2, 2, 7.15
Jared Spurgeon, IR, Min, D, FA, @Cgy, W 5-2, 1, 0, 1, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 7, 7.05
J.T. Miller, Healthy, Van, C- LW- RW, HERB, NJ, L 5-6, 1, 1, 2, -1, 0, 1, 0, 0, 0, 0, 8, 9, 0, 4, 4, 1, 7.0
Phillip Danault, Healthy, LA, C, FA, @Cls, W 4-3, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 9, 6, 0, 3, 3, 1, 7.0
Drake Batherson, Healthy, Ott, RW, FA, NYR, W 6-2, 1, 1, 2, 3, 2, 0, 0, 0, 0, 0, 3, 2, 0, 2, 1, 0, 6.9
Jack Hughes, O, NJ, C, BBS, @Van, W 6-5, 1, 1, 2, 1, 0, 0, 1, 0, 0, 0, 1, 2, 0, 6, 0, 0, 6.25
Jesper Bratt, Healthy, NJ, RW, HERB, @Van, W 6-5, 1, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 6.0
Claude Giroux, Healthy, Ott, RW- C, SALT, NYR, W 6-2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 7, 3, 0, 6, 0, 0, 6.0
Seth Jones, IR, Chi, D, FA, Nsh, L 3-4, 1, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 5.7
Mikael Granlund, Healthy, SJ, LW, FA, @NYI, W 5-4, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 11, 10, 0, 4, 0, 2, 5.5
Josh Manson, DTD, Col, D, FA, Ana, W 3-2, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 4, 5.4
Elias Pettersson, Healthy, Van, C- LW, SLC, NJ, L 5-6, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 8, 10, 0, 4, 3, 2, 5.35
Kirill Kaprizov, IR, Min, LW, CLB, @Cgy, W 5-2, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 1, 5.25
Kevin Bahl, Healthy, NJ, D, FA, @Van, W 6-5, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5.2
Robby Fabbri, Healthy, Det, LW- C, FA, @Buf, W 5-3, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 4.95
