Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Auston Matthews, Healthy, Tor, C, BOWS, @Cls, W 4-1, 1, 2, 1, 2, 0, 1, 0, 0, 1, 0, 9, 8, 0, 5, 0, 2, 9.35
Jarred Tinordi, Healthy, Chi, D, FA, @StL, L 5-7, 1, 0, 3, 1, 4, 0, 0, 0, 1, 0, 0, 0, 0, 1, 7, 2, 8.55
Brady Tkachuk, Healthy, Ott, LW, BOWS, Pit, W 5-4, 1, 1, 2, 2, 0, 0, 0, 0, 0, 0, 6, 2, 0, 4, 2, 2, 8.4
Drew Doughty, Healthy, LA, D, BBS, Cgy, W 5-3, 1, 0, 2, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 8.0
Anders Lee, Healthy, NYI, LW- C, FA, @Car, W 5-4, 1, 1, 2, 3, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 8.0
Tomas Tatar, Healthy, Sea, LW, FA, @Ana, W 3-2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3, 3, 8.0
Nick Foligno, IR, Chi, LW- C- RW, FA, @StL, L 5-7, 1, 2, 0, -1, 0, 1, 0, 1, 0, 0, 4, 5, 0, 2, 4, 3, 7.8
Jakob Chychrun, Healthy, Ott, D, SALT, Pit, W 5-4, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 4, 7.1
William Nylander, Healthy, Tor, RW- LW, OXP, @Cls, W 4-1, 1, 1, 2, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 2, 0, 0, 7.05
Mario Ferraro, Healthy, SJ, D, FA, @Van, L 4-7, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 6.8
Blake Coleman, Healthy, Cgy, RW- LW, LKR, @LA, L 3-5, 1, 2, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 4, 1, 1, 6.7
Joel Eriksson Ek, Healthy, Min, C, OXP, Bos, W 3-2, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 13, 12, 0, 5, 5, 0, 6.6
Vince Dunn, Healthy, Sea, D, BOWS, @Ana, W 3-2, 1, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 1, 6.55
Kris Letang, Healthy, Pit, D, HERB, @Ott, L 4-5, 1, 1, 2, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 2, 6.25
Mika Zibanejad, DTD, NYR, C, ME, Buf, W 4-3, 1, 1, 2, 1, 0, 0, 1, 0, 0, 0, 7, 7, 0, 4, 0, 0, 6.15
Carter Verhaeghe, Healthy, Fla, LW- C, CLB, Vgk, W 4-2, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 3, 1, 0, 6.1
Aleksander Barkov, Healthy, Fla, C, SALT, Vgk, W 4-2, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 10, 3, 0, 4, 4, 1, 6.05
Frank Vatrano, Healthy, Ana, RW- LW, LKR, Sea, L 2-3, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 5, 2, 5.9
Chris Kreider, Healthy, NYR, LW, LKR, Buf, W 4-3, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 1, 0, 5.7
Mikey Anderson, Healthy, LA, D, FA, Cgy, W 5-3, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 5, 5.7
J.T. Miller, Healthy, Van, C- LW- RW, HERB, SJ, W 7-4, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 20, 7, 0, 0, 2, 0, 5.65
Taylor Raddysh, Healthy, Chi, RW, FA, @StL, L 5-7, 1, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 5.65
Jani Hakanpaa, Healthy, Dal, D, FA, @Nsh, W 3-2, 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 4, 0, 5.6
Fredrik Olofsson, Healthy, Col, LW, FA, Ari, W 4-1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 3, 3, 0, 1, 0, 2, 5.6
Anze Kopitar, Healthy, LA, C, BBS, Cgy, W 5-3, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 13, 14, 0, 1, 0, 3, 5.5
Sebastian Aho, Healthy, NYI, D, FA, @Car, W 5-4, 1, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 5.5
Quinton Byfield, Healthy, LA, C- LW, FA, Cgy, W 5-3, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 5.4
Matthew Tkachuk, Healthy, Fla, RW- LW, CLB, Vgk, W 4-2, 1, 0, 2, 1, 12, 0, 2, 0, 0, 0, 0, 1, 0, 5, 4, 2, 5.4
Quinn Hughes, Healthy, Van, D, HERB, SJ, W 7-4, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 5.3
Marcus Pettersson, Healthy, Pit, D, FA, @Ott, L 4-5, 1, 0, 2, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 3, 5.3
Timo Meier, IR, NJ, LW- RW, SALT, Det, W 3-2, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 1, 0, 5.2
Andrei Svechnikov, Healthy, Car, LW, HERB, NYI, L 4-5, 1, 0, 2, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 5, 1, 5.15
