Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Sam Reinhart, Healthy, Fla, RW, ME, @NJ, W 4-3, 1, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 3, 0, 5, 0, 3, 7.7
Alex Vlasic, Healthy, Chi, D, FA, @Tor, W 4-1, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 4, 6.2
Seth Jones, IR, Chi, D, FA, @Tor, W 4-1, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 4, 5.8
Matthew Tkachuk, Healthy, Fla, RW- LW, CLB, @NJ, W 4-3, 1, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 1, 5.7
Taylor Raddysh, Healthy, Chi, RW, FA, @Tor, W 4-1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 4, 4, 1, 5.6
Jesper Bratt, Healthy, NJ, RW, HERB, Fla, L 3-4, 1, 1, 1, -1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 5, 2, 1, 5.35
Corey Perry, Healthy, Chi, RW, FA, @Tor, W 4-1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 5, 1, 5.2
Erik Haula, Healthy, NJ, LW, FA, Fla, L 3-4, 1, 1, 1, 1, 2, 1, 0, 0, 0, 0, 6, 8, 0, 6, 1, 0, 5.0
Niko Mikkola, Healthy, Fla, D, FA, @NJ, W 4-3, 1, 1, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 4, 5.0
Noah Hanifin, Healthy, Cgy, D, FA, @Wsh, L 2-3, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 1, 4.95
Andreas Athanasiou, IR, Chi, LW- C- RW, FA, @Tor, W 4-1, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 2, 3, 0, 3, 0, 2, 4.95
Matthew Phillips, Healthy, Wsh, C, FA, Cgy, W 3-2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4.7
TJ Brodie, Healthy, Tor, D, FA, Chi, L 1-4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 7, 4.5
Oliver Ekman-Larsson, Healthy, Fla, D, FA, @NJ, W 4-3, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 4, 4.45
John Carlson, Healthy, Wsh, D, ME, Cgy, W 3-2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 4.2
Michael Rasmussen, Healthy, Det, C, FA, @Cls, W 4-0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 4.2
Andrew Copp, Healthy, Det, C, FA, @Cls, W 4-0, 1, 1, 0, 1, 2, 1, 0, 0, 0, 0, 6, 3, 0, 5, 0, 1, 4.1
Dillon Dube, Healthy, Cgy, C, FA, @Wsh, L 2-3, 1, 1, 1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 4.1
John Tavares, Healthy, Tor, C, BBS, Chi, L 1-4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 0, 7, 1, 1, 4.0
