Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Vince Dunn, Healthy, Sea, D, BOWS, Car, W 7-4, 1, 1, 2, 3, 0, 1, 1, 0, 1, 0, 0, 0, 0, 4, 0, 1, 8.9
Nikita Kucherov, Healthy, TB, RW, DINK, Van, W 4-3, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 7, 0, 2, 7.2
Sam Reinhart, Healthy, Fla, RW, ME, Tor, W 3-1, 1, 1, 1, 2, 2, 0, 0, 1, 0, 0, 2, 4, 0, 4, 0, 3, 7.0
J.T. Miller, Healthy, Van, C- LW- RW, HERB, @TB, L 3-4, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 15, 9, 0, 4, 3, 2, 6.9
Oliver Ekman-Larsson, Healthy, Fla, D, FA, Tor, W 3-1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1, 5, 6.6
Seth Jarvis, Healthy, Car, RW- C, BBS, @Sea, L 4-7, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 6.5
Shea Theodore, IR, Vgk, D, BBS, @Wpg, W 5-3, 1, 0, 3, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 6.4
Cole Smith, Healthy, Nsh, LW- RW, FA, @NYR, W 4-1, 1, 2, 0, 2, 2, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 1, 6.4
Miro Heiskanen, O, Dal, D, LKR, @Ana, W 3-2, 1, 1, 2, -1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 2, 0, 0, 6.2
Cam Atkinson, Healthy, Phi, RW, FA, Edm, W 4-1, 1, 2, 0, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 6.2
Adrian Kempe, Healthy, LA, RW- LW, BOWS, @Min, W 7-3, 1, 1, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 0, 6.1
Alex Iafallo, Healthy, Wpg, LW, FA, Vgk, L 3-5, 1, 2, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 6.0
Oliver Bjorkstrand, Healthy, Sea, RW, OXP, Car, W 7-4, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 5.95
Dmitry Kulikov, Healthy, Fla, D, FA, Tor, W 3-1, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 4, 5.85
Filip Forsberg, Healthy, Nsh, LW, LKR, @NYR, W 4-1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 6, 1, 1, 5.65
Sean Couturier, Healthy, Phi, C, CLB, Edm, W 4-1, 1, 0, 2, 3, 0, 0, 0, 0, 1, 0, 10, 16, 0, 2, 0, 1, 5.35
Jakub Vrana, Healthy, StL, RW- LW, FA, Ari, L 2-6, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 5.3
Dylan Cozens, Healthy, Buf, C, FA, Cgy, L 3-4, 1, 0, 2, 2, 0, 0, 1, 0, 0, 0, 10, 7, 0, 0, 2, 0, 5.15
Jaccob Slavin, Healthy, Car, D, OXP, @Sea, L 4-7, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5.0
Mikko Rantanen, Healthy, Col, RW, HERB, Chi, W 4-0, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 7, 0, 1, 4.95
"Logan OConnor", Healthy, Col, RW, FA, Chi, W 4-0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 3, 0, 0, 4.9
Rasmus Dahlin, Healthy, Buf, D, BBS, Cgy, L 3-4, 1, 0, 2, -1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 4, 3, 2, 4.85
Tyson Barrie, O, Nsh, D, FA, @NYR, W 4-1, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 4.85
Rasmus Andersson, Healthy, Cgy, D, ME, @Buf, W 4-3, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 4.8
Pierre-Luc Dubois, Healthy, LA, C, FA, @Min, W 7-3, 1, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 14, 0, 3, 1, 0, 4.8
Troy Terry, Healthy, Ana, C- RW, FA, Dal, L 2-3, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 4.8
Andre Burakovsky, Healthy, Sea, RW- LW, FA, Car, W 7-4, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 3, 1, 1, 4.75
Matt Roy, Healthy, LA, D, OXP, @Min, W 7-3, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 4.7
Michael Carcone, Healthy, Ari, RW, FA, @StL, W 6-2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 1, 1, 4.7
Mark Stone, Healthy, Vgk, RW, BBS, @Wpg, W 5-3, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 2, 4.65
Sean Durzi, Healthy, Ari, D, BOWS, @StL, W 6-2, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4.6
Jaden Schwartz, Healthy, Sea, LW, FA, Car, W 7-4, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 3, 0, 3, 4.6
Nicholas Paul, Healthy, TB, C, FA, Van, W 4-3, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 5, 4, 0, 2, 0, 0, 4.55
Sean Walker, Healthy, Phi, D, FA, Edm, W 4-1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 4.5
Yanni Gourde, Healthy, Sea, C- LW- RW, FA, Car, W 7-4, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 8, 9, 0, 3, 1, 2, 4.5
Nick Perbix, Healthy, TB, D, FA, Van, W 4-3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4.5
Joe Pavelski, Healthy, Dal, RW, DINK, @Ana, W 3-2, 1, 1, 1, -1, 0, 1, 1, 0, 0, 0, 4, 3, 0, 1, 0, 1, 4.45
Pierre-Edouard Bellemare, IR, Sea, RW, FA, Car, W 7-4, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 6, 6, 0, 4, 0, 1, 4.4
Roman Josi, Healthy, Nsh, D, SALT, @NYR, W 4-1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 1, 3, 4.35
"Ryan OReilly", Healthy, Nsh, C, BOWS, @NYR, W 4-1, 1, 1, 0, 1, 2, 1, 0, 0, 0, 0, 9, 8, 0, 1, 1, 2, 4.3
Paul Cotter, Healthy, Vgk, C, FA, @Wpg, W 5-3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 2, 4.3
