Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Alexander Kerfoot, Healthy, Ari, C, FA, Wsh, W 6-0, 1, 0, 3, 3, 0, 0, 1, 0, 1, 0, 7, 4, 0, 0, 0, 2, 8.3
Sean Monahan, Healthy, Mon, C, FA, Sea, W 4-2, 1, 2, 0, 2, 0, 1, 0, 0, 0, 1, 3, 3, 0, 2, 1, 1, 7.5
Nikolaj Ehlers, DTD, Wpg, LW, HERB, Car, W 2-1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 1, 0, 6.2
Nick Schmaltz, Healthy, Ari, RW- C, FA, Wsh, W 6-0, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 3, 4, 0, 3, 0, 2, 6.2
Nikita Kucherov, Healthy, TB, RW, DINK, Dal, W 4-0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 6.1
Clayton Keller, Healthy, Ari, LW- C- RW, SLC, Wsh, W 6-0, 1, 0, 3, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 1, 6.0
Nick Bjugstad, Healthy, Ari, C, FA, Wsh, W 6-0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 16, 6, 0, 2, 1, 2, 6.0
Kyle Connor, IR, Wpg, LW, BBS, Car, W 2-1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 5.9
Anthony Cirelli, Healthy, TB, C, FA, Dal, W 4-0, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 8, 0, 3, 0, 2, 5.9
Colton Parayko, Healthy, StL, D, ME, @Vgk, W 2-1, 1, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 3, 5.7
Jason Zucker, Healthy, Ari, LW- RW, FA, Wsh, W 6-0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 5.4
Vince Dunn, Healthy, Sea, D, BOWS, @Mon, L 2-4, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 1, 1, 5.3
Sean Couturier, Healthy, Phi, C, CLB, Pit, W 2-1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 11, 6, 0, 3, 0, 1, 5.3
Mikhail Sergachev, IR, TB, D, SLC, Dal, W 4-0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4, 4.9
Josh Anderson, Healthy, Mon, RW- LW, FA, Sea, W 4-2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 4.8
