Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Leon Draisaitl, Healthy, Edm, C- LW, SALT, NYI, W 4-1, 1, 1, 3, 2, 2, 0, 2, 0, 1, 0, 14, 10, 0, 2, 0, 1, 9.65
Evander Kane, Healthy, Edm, LW, OXP, NYI, W 4-1, 1, 1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 4, 6, 1, 6.8
Nathan MacKinnon, Healthy, Col, C, HERB, @Sea, W 5-1, 1, 0, 3, 1, 0, 0, 1, 0, 0, 0, 10, 6, 0, 3, 0, 0, 5.95
Connor McDavid, Healthy, Edm, C, DINK, NYI, W 4-1, 1, 1, 1, -1, 0, 1, 1, 0, 0, 0, 13, 6, 0, 5, 1, 1, 5.75
Zach Hyman, Healthy, Edm, RW- LW, BBS, NYI, W 4-1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 2, 2, 0, 4, 0, 2, 5.4
Cale Makar, Healthy, Col, D, DINK, @Sea, W 5-1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 1, 5.05
Devon Toews, Healthy, Col, D, BBS, @Sea, W 5-1, 1, 0, 2, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 2, 4.65
Tomas Tatar, Healthy, Sea, LW, FA, Col, L 1-5, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 4.15
Mikko Rantanen, Healthy, Col, RW, HERB, @Sea, W 5-1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 2, 0, 0, 4.1
Mathew Barzal, Healthy, NYI, C, LKR, @Edm, L 1-4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 4, 1, 3, 4.1
Ross Colton, Healthy, Col, LW, FA, @Sea, W 5-1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 3, 8, 0, 2, 1, 1, 4.0
Caleb Jones, Healthy, Col, D, FA, @Sea, W 5-1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 4.0
Darnell Nurse, Healthy, Edm, D, OXP, NYI, W 4-1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 2, 3.9
Ryan Pulock, IR, NYI, D, FA, @Edm, L 1-4, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 3.6
Cal Clutterbuck, Healthy, NYI, RW, FA, @Edm, L 1-4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 6, 3, 3.6
Valeri Nichushkin, Healthy, Col, RW, SALT, @Sea, W 5-1, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 4, 1, 1, 3.5
Jonathan Drouin, Healthy, Col, LW, FA, @Sea, W 5-1, 1, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2.9
Bowen Byram, IR, Col, D, FA, @Sea, W 5-1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5, 2.9
Alex Wennberg, Healthy, Sea, C, FA, Col, L 1-5, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 4, 0, 2, 2.9
Adam Larsson, Healthy, Sea, D, BOWS, Col, L 1-5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 4, 2.8
Noah Dobson, Healthy, NYI, D, SLC, @Edm, L 1-4, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 2.4
Brandon Tanev, Healthy, Sea, LW, FA, Col, L 1-5, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 2.3
Bo Horvat, Healthy, NYI, C, DINK, @Edm, L 1-4, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 13, 13, 0, 1, 3, 0, 2.0
Ryan Johansen, Healthy, Col, C, FA, @Sea, W 5-1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 11, 2, 0, 1, 1, 0, 1.8
Alexander Romanov, Healthy, NYI, D, DINK, @Edm, L 1-4, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1.7
Brett Kulak, Healthy, Edm, D, FA, NYI, W 4-1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 1.5
Mattias Ekholm, Healthy, Edm, D, SLC, NYI, W 4-1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1.4
Shane Wright, Healthy, Sea, C, FA, Col, L 1-5, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 1, 3, 1.4
"Logan OConnor", Healthy, Col, RW, FA, @Sea, W 5-1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 1.3
Warren Foegele, Healthy, Edm, LW- RW, FA, NYI, W 4-1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1.1
Oliver Wahlstrom, Healthy, NYI, RW, FA, @Edm, L 1-4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 2, 1.1
Vincent Desharnais, Healthy, Edm, D, FA, NYI, W 4-1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1.1
Jean-Gabriel Pageau, Healthy, NYI, C, FA, @Edm, L 1-4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 0, 0, 4, 0, 1.0
Cody Ceci, Healthy, Edm, D, FA, NYI, W 4-1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0.9
Jack Johnson, Healthy, Col, D, FA, @Sea, W 5-1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0.9
Sam Malinski, Healthy, Col, D, FA, @Sea, W 5-1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0.9
Brock Nelson, Healthy, NYI, C, CLB, @Edm, L 1-4, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 6, 8, 0, 10, 2, 0, 0.9
Evan Bouchard, Healthy, Edm, D, DINK, NYI, W 4-1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0.8
Brian Dumoulin, Healthy, Sea, D, FA, Col, L 1-5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0.8
Justin Schultz, Healthy, Sea, D, FA, Col, L 1-5, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0.8
Adam Pelech, Healthy, NYI, D, FA, @Edm, L 1-4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0.7
Kailer Yamamoto, Healthy, Sea, RW, FA, Col, L 1-5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0.7
