Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Mason Marchment, Healthy, Dal, LW, SLC, Chi, W 8-1, 1, 3, 1, 3, 2, 1, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 11.8
Warren Foegele, Healthy, Edm, LW- RW, FA, @Ana, W 7-2, 1, 2, 3, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 11.2
Trent Frederic, Healthy, Bos, LW- C- RW, FA, @Det, W 5-3, 1, 2, 1, 4, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 0, 1, 8.2
Tyler Seguin, Healthy, Dal, RW- C, SALT, Chi, W 8-1, 1, 1, 2, 2, 0, 0, 1, 0, 0, 0, 4, 3, 0, 6, 0, 1, 7.45
Leon Draisaitl, Healthy, Edm, C- LW, SALT, @Ana, W 7-2, 1, 1, 2, 4, 12, 0, 0, 0, 0, 1, 5, 6, 0, 4, 0, 0, 7.1
Darnell Nurse, Healthy, Edm, D, OXP, @Ana, W 7-2, 1, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 0, 6.7
Valeri Nichushkin, Healthy, Col, RW, SALT, SJ, W 3-1, 1, 1, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 4, 0, 1, 6.65
Blake Coleman, Healthy, Cgy, RW- LW, LKR, Phi, W 4-3, 1, 1, 1, 3, 2, 0, 0, 0, 0, 1, 0, 2, 0, 2, 1, 1, 6.6
Ryan McLeod, Healthy, Edm, C, FA, @Ana, W 7-2, 1, 1, 1, 4, 0, 0, 0, 0, 0, 0, 4, 2, 0, 2, 0, 1, 6.4
Andrew Mangiapane, Healthy, Cgy, RW- LW, FA, Phi, W 4-3, 1, 0, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 6.2
Charlie McAvoy, Healthy, Bos, D, SLC, @Det, W 5-3, 1, 0, 3, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 6.0
Frederick Gaudreau, Healthy, Min, C, FA, Wpg, L 2-3, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 12, 7, 0, 3, 2, 1, 5.9
Nils Lundkvist, Healthy, Dal, D, FA, Chi, W 8-1, 1, 0, 2, 3, 2, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 2, 5.85
Dominic Toninato, Healthy, Wpg, C, FA, @Min, W 3-2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 6, 2, 0, 3, 2, 2, 5.8
Miro Heiskanen, O, Dal, D, LKR, Chi, W 8-1, 1, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 5.7
Nikita Kucherov, Healthy, TB, RW, DINK, Mon, W 4-3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1, 1, 5.6
Victor Hedman, Healthy, TB, D, LKR, Mon, W 4-3, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 1, 5.4
Noel Acciari, Healthy, Pit, C, FA, NYI, W 3-1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 4, 2, 0, 2, 0, 3, 5.4
Lars Eller, Healthy, Pit, C, FA, NYI, W 3-1, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 4, 5, 0, 2, 1, 1, 5.4
Jake Walman, Healthy, Det, D, CLB, Bos, L 3-5, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 5, 5.3
Matt Duchene, Healthy, Dal, C, SLC, Chi, W 8-1, 1, 0, 2, 3, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 0, 1, 5.3
Ryan Suter, Healthy, Dal, D, FA, Chi, W 8-1, 1, 1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 5.3
Nick Perbix, Healthy, TB, D, FA, Mon, W 4-3, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 5.3
Sam Steel, Healthy, Dal, C, FA, Chi, W 8-1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 2, 6, 0, 2, 0, 2, 5.3
Dylan DeMelo, Healthy, Wpg, D, LKR, @Min, W 3-2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 5, 5.2
Dennis Gilbert, O, Cgy, D, FA, Phi, W 4-3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 2, 5.1
Zack MacEwen, Healthy, Ott, C, FA, Buf, W 5-1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3, 0, 5.0
Jake Sanderson, Healthy, Ott, D, ME, Buf, W 5-1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 3, 4.95
Jason Robertson, Healthy, Dal, LW, ME, Chi, W 8-1, 1, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4.9
Jakob Chychrun, Healthy, Ott, D, SALT, Buf, W 5-1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 2, 4.6
Hampus Lindholm, Healthy, Bos, D, FA, @Det, W 5-3, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 4.6
Ryan Johansen, Healthy, Col, C, FA, SJ, W 3-1, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 9, 8, 0, 1, 2, 1, 4.55
