Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Sebastian Aho, Healthy, Car, C, SALT, @NYI, W 5-2, 1, 3, 0, 3, 0, 0, 0, 0, 0, 1, 4, 7, 1, 3, 3, 2, 12.4
Alec Martinez, Healthy, Vgk, D, FA, Wsh, W 6-2, 1, 1, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 4, 9.0
Rasmus Andersson, Healthy, Cgy, D, HERB, TB, W 6-3, 1, 1, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 2, 8.95
Zach Hyman, Healthy, Edm, LW- RW, LKR, @Van, W 4-2, 1, 1, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 8.5
Sam Lafferty, Healthy, Tor, C- LW, FA, @Mon, L 2-3, 1, 1, 1, 3, 2, 0, 0, 1, 0, 0, 6, 4, 0, 5, 5, 1, 8.5
Mark Scheifele, Healthy, Wpg, C, LKR, @Ott, W 5-1, 1, 2, 1, 3, 2, 0, 1, 0, 0, 1, 7, 7, 0, 2, 0, 0, 8.25
Radek Faksa, Healthy, Dal, C, FA, Ari, W 4-0, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 7, 5, 0, 3, 3, 1, 7.9
Jason Dickinson, Healthy, Chi, C- LW, FA, @StL, W 5-3, 1, 1, 2, 3, 0, 0, 0, 0, 1, 0, 0, 6, 0, 1, 3, 0, 7.65
Rem Pitlick, Healthy, Mon, C- RW, FA, Tor, W 3-2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 2, 7.2
Noah Hanifin, Healthy, Cgy, D, BOWS, TB, W 6-3, 1, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 7.1
Nikolaj Ehlers, Healthy, Wpg, LW- RW, BBS, @Ott, W 5-1, 1, 1, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 4, 1, 0, 6.95
Blake Wheeler, Healthy, Wpg, RW- C, FA, @Ott, W 5-1, 1, 1, 2, 3, 0, 0, 1, 0, 0, 0, 2, 1, 0, 1, 0, 0, 6.95
Matt Duchene, O, Nsh, C- RW, FA, LA, W 5-3, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 1, 2, 0, 2, 2, 0, 6.7
Roman Josi, DTD, Nsh, D, SALT, LA, W 5-3, 1, 0, 3, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 3, 1, 1, 6.65
Alex Pietrangelo, Healthy, Vgk, D, DINK, Wsh, W 6-2, 1, 0, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 6.6
Trevor Zegras, Healthy, Ana, C, FA, @Buf, L 3-6, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 9, 5, 0, 4, 1, 0, 6.6
Ilya Lyubushkin, Healthy, Buf, D, FA, Ana, W 6-3, 1, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 6.4
Paul Cotter, Healthy, Vgk, C, FA, Wsh, W 6-2, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 6.4
Ryan Nugent-Hopkins, Healthy, Edm, C- LW, BBS, @Van, W 4-2, 1, 1, 2, 2, 0, 0, 1, 0, 0, 0, 2, 3, 0, 2, 0, 0, 6.35
Nicolas Roy, Healthy, Vgk, C- RW, FA, Wsh, W 6-2, 1, 1, 2, 2, 0, 0, 0, 0, 0, 0, 4, 7, 0, 1, 1, 0, 6.1
Gustav Nyquist, IR, Min, RW- LW, FA, @Fla, L 3-5, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1, 0, 6.1
Jordan Staal, Healthy, Car, C, FA, @NYI, W 5-2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 10, 11, 0, 4, 4, 1, 6.0
Dillon Dube, Healthy, Cgy, C- LW, FA, TB, W 6-3, 1, 1, 1, 1, 2, 0, 0, 0, 0, 1, 1, 0, 0, 2, 3, 0, 6.0
Victor Olofsson, Healthy, Buf, RW, FA, Ana, W 6-3, 1, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 5.9
Sam Reinhart, Healthy, Fla, RW- C, ME, Min, W 5-3, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 3, 0, 5.6
Joel Eriksson Ek, Healthy, Min, C, ME, @Fla, L 3-5, 1, 1, 1, -1, 0, 1, 1, 0, 0, 0, 11, 8, 0, 7, 1, 1, 5.55
David Savard, O, Mon, D, OXP, Tor, W 3-2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 6, 5.5
Kirill Kaprizov, O, Min, LW, CLB, @Fla, L 3-5, 1, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 5.4
Boone Jenner, Healthy, Cls, C- LW, BBS, SJ, W 5-3, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 8, 3, 0, 5, 3, 1, 5.4
Cody Glass, Healthy, Nsh, C, FA, LA, W 5-3, 1, 0, 2, 2, 2, 0, 0, 0, 0, 0, 9, 6, 0, 1, 2, 1, 5.3
Connor McDavid, Healthy, Edm, C, DINK, @Van, W 4-2, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 6, 6, 0, 7, 1, 1, 5.25
Nick Blankenburg, DTD, Cls, D, FA, SJ, W 5-3, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 5.05
Chandler Stephenson, Healthy, Vgk, C- LW- RW, HERB, Wsh, W 6-2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 6, 2, 0, 0, 0, 1, 4.9
Anton Lundell, Healthy, Fla, C, FA, Min, W 5-3, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 4.9
Alexandre Carrier, O, Nsh, D, FA, LA, W 5-3, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 4.9
Mikael Granlund, Healthy, Pit, LW- C- RW, FA, --, --, 1, 1, 1, -1, 2, 0, 1, 0, 0, 0, 0, 1, 0, 2, 4, 1, 4.85
Johnny Gaudreau, Healthy, Cls, LW, BOWS, SJ, W 5-3, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 4.8
Patrik Laine, O, Cls, RW- LW, SLC, SJ, W 5-3, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 4.75
Ryan Johansen, O, Nsh, C, FA, LA, W 5-3, 1, 1, 1, -1, 0, 1, 0, 0, 0, 0, 11, 7, 0, 3, 0, 1, 4.7
Quinton Byfield, Healthy, LA, C, FA, @Nsh, L 3-5, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 4, 3, 1, 4.7
Josh Anderson, O, Mon, RW, FA, Tor, W 3-2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 6, 0, 4.6
