Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Adam Fox, Healthy, NYR, D, SALT, Dal, W 2-1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 4, 7.7
Dillon Dube, Healthy, Cgy, C- LW, FA, @StL, W 4-1, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 4, 2, 1, 7.4
Steven Stamkos, Healthy, TB, C- LW- RW, HERB, Van, W 5-4, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 7, 8, 0, 7, 1, 2, 6.9
Mark Kastelic, Healthy, Ott, C, FA, @Ari, W 5-3, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 9, 5, 0, 3, 5, 2, 6.7
Quinn Hughes, Healthy, Van, D, HERB, @TB, L 4-5, 1, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 6.35
Cole Caufield, IR, Mon, RW- LW, LKR, Nsh, W 4-3, 1, 2, 0, -1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 4, 1, 0, 6.2
Brett Pesce, Healthy, Car, D, FA, @Cls, W 6-2, 1, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6.1
Elias Pettersson, Healthy, Van, C, SLC, @TB, L 4-5, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 8, 11, 0, 8, 0, 3, 6.0
Lucas Raymond, Healthy, Det, LW- RW, BOWS, Tor, W 4-1, 1, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5.85
Kirill Kaprizov, O, Min, LW, CLB, @NYI, W 3-1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 1, 5.8
Nikita Kucherov, Healthy, TB, RW, DINK, Van, W 5-4, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 2, 2, 5.75
Nathan MacKinnon, Healthy, Col, C, HERB, @Chi, L 2-3, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 11, 7, 0, 8, 0, 1, 5.7
