Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Kasperi Kapanen, Healthy, StL, RW, FA, @Pit, L 2-6, 1, 3, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 4, 2, 0, 11.5
Max Domi, Healthy, Dal, C- LW- RW, FA, --, --, 1, 2, 1, 1, 0, 1, 1, 0, 0, 1, 9, 4, 0, 5, 1, 1, 9.55
Bryan Rust, Healthy, Pit, RW, FA, StL, W 6-2, 1, 1, 3, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 5, 1, 0, 8.65
Leon Draisaitl, Healthy, Edm, LW- C, SALT, Mon, W 5-3, 1, 1, 3, 1, 0, 1, 1, 0, 0, 0, 9, 9, 0, 3, 0, 1, 8.55
Connor McDavid, Healthy, Edm, C, DINK, Mon, W 5-3, 1, 2, 2, 1, 4, 1, 2, 0, 0, 0, 3, 4, 0, 2, 0, 0, 8.2
Claude Giroux, Healthy, Ott, LW- C- RW, CLB, SJ, W 5-2, 1, 2, 1, 2, 0, 0, 1, 0, 0, 0, 6, 2, 0, 4, 1, 0, 7.85
Bo Horvat, Healthy, NYI, C, SALT, --, --, 1, 2, 0, 0, 2, 2, 0, 0, 0, 1, 19, 11, 0, 7, 0, 1, 7.8
Adam Ruzicka, Healthy, Cgy, C- LW, FA, Wsh, W 5-2, 1, 1, 2, 3, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 7.8
Brayden McNabb, Healthy, Vgk, D, CLB, @Det, W 4-1, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 4, 7.1
Sam Bennett, O, Fla, LW- C, FA, @Sea, W 5-1, 1, 0, 3, 1, 2, 0, 2, 0, 0, 0, 6, 8, 0, 2, 4, 1, 7.0
Jake McCabe, DTD, Tor, D, FA, @TB, L 3-4, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 3, 7.0
Trent Frederic, Healthy, Bos, C- LW, FA, Col, W 5-1, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 7.0
Patrick Kane, Healthy, NYR, RW, FA, Chi, L 2-5, 1, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 3, 0, 1, 6.8
Jason Zucker, Healthy, Pit, LW, OXP, StL, W 6-2, 1, 1, 2, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 6.75
David Pastrnak, Healthy, Bos, RW, CLB, Col, W 5-1, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 3, 0, 6.6
