Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Ivan Provorov, Healthy, Phi, D, LKR, NJ, W 5-2, 1, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 10, 11.8
Morgan Frost, Healthy, Phi, C- RW, FA, NJ, W 5-2, 1, 2, 0, 2, 2, 0, 0, 0, 0, 1, 6, 8, 0, 3, 3, 3, 8.3
Artemi Panarin, Healthy, NYR, LW, HERB, @Min, W 7-3, 1, 1, 3, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7.85
Travis Konecny, Healthy, Phi, RW- LW, SALT, NJ, W 5-2, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 4, 2, 2, 7.5
Mason Marchment, O, Dal, LW- RW, FA, @Nsh, W 4-1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 5, 4, 0, 7.2
Adam Larsson, Healthy, Sea, D, DINK, @LA, W 4-1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 4, 4, 6.9
Sidney Crosby, Healthy, Pit, C, DINK, Ari, W 6-2, 1, 1, 2, 1, 2, 0, 2, 0, 0, 0, 7, 7, 0, 7, 1, 0, 6.8
Chris Kreider, Healthy, NYR, LW- RW, LKR, @Min, W 7-3, 1, 2, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 6.2
Tony DeAngelo, Healthy, Phi, D, FA, NJ, W 5-2, 1, 0, 2, 3, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 6.15
Jake Guentzel, Healthy, Pit, LW, SALT, Ari, W 6-2, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 2, 2, 0, 6, 0, 0, 6.1
Jason Zucker, Healthy, Pit, LW, OXP, Ari, W 6-2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 1, 6.0
Vincent Trocheck, Healthy, NYR, C, OXP, @Min, W 7-3, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 5, 9, 0, 4, 1, 2, 5.8
Matt Boldy, Healthy, Min, LW- RW, FA, NYR, L 3-7, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 5.8
Alexander Romanov, DTD, NYI, D, OXP, Fla, L 1-3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 9, 5.8
