Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Chandler Stephenson, Healthy, Vgk, C- LW- RW, HERB, StL, W 5-4, 1, 1, 3, 2, 0, 1, 0, 0, 0, 0, 12, 10, 0, 3, 2, 2, 10.1
Bo Horvat, Healthy, NYI, C, SALT, Fla, W 5-1, 1, 2, 2, 1, 0, 0, 1, 0, 0, 1, 8, 9, 0, 3, 0, 0, 8.95
Scott Laughton, Healthy, Phi, C- RW, DINK, @Car, L 5-6, 1, 1, 1, 2, 0, 0, 0, 1, 1, 0, 14, 8, 0, 3, 1, 2, 8.45
Jonathan Toews, Healthy, Chi, C, FA, Cls, W 5-2, 1, 1, 2, 2, 0, 1, 0, 0, 0, 0, 18, 7, 0, 2, 0, 1, 8.3
Alex Ovechkin, Healthy, Wsh, LW, SALT, Wpg, W 4-1, 1, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 0, 8.1
Anthony Beauvillier, Healthy, Van, LW- RW, FA, @Edm, W 5-2, 1, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 7.5
Vladimir Tarasenko, Healthy, NYR, RW, OXP, --, --, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 2, 1, 7.2
Travis Konecny, Healthy, Phi, RW- LW, SALT, @Car, L 5-6, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 4, 2, 1, 7.15
J.T. Miller, Healthy, Van, C- LW, HERB, @Edm, W 5-2, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 9, 7, 0, 5, 1, 2, 7.0
Patrick Kane, Healthy, NYR, RW, FA, --, --, 1, 1, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 7, 0, 0, 6.95
Michael Amadio, Healthy, Vgk, C- RW, FA, StL, W 5-4, 1, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 6.9
Alex Pietrangelo, Healthy, Vgk, D, DINK, StL, W 5-4, 1, 1, 1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 2, 5, 6.75
Jordan Martinook, Healthy, Car, RW- LW, FA, Phi, W 6-5, 1, 1, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 6.5
Rasmus Andersson, Healthy, Cgy, D, HERB, @Ana, W 3-2, 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 0, 4, 6.4
Mikko Rantanen, Healthy, Col, RW, HERB, @Nsh, W 3-2, 1, 1, 1, 2, 2, 0, 0, 0, 0, 0, 2, 3, 0, 13, 1, 1, 6.3
Tyler Myers, Healthy, Van, D, FA, @Edm, W 5-2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 2, 6.3
Jordan Staal, Healthy, Car, C, FA, Phi, W 6-5, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 7, 9, 0, 0, 3, 1, 6.2
Torey Krug, Healthy, StL, D, FA, @Vgk, L 4-5, 1, 0, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 3, 6.15
David Krejci, DTD, Bos, C, OXP, @NJ, W 4-3, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 4, 8, 0, 1, 1, 5, 6.0
Jesper Fast, Healthy, Car, RW, FA, Phi, W 6-5, 1, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 5.9
Jake DeBrusk, Healthy, Bos, LW- RW, BBS, @NJ, W 4-3, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 5.8
Mark Stone, IR, Vgk, RW, DINK, StL, W 5-4, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 5.8
Roope Hintz, Healthy, Dal, C- LW, ME, Mon, W 4-2, 1, 2, 0, 0, 2, 2, 0, 0, 0, 0, 1, 3, 0, 5, 0, 1, 5.6
Ryan Pulock, Healthy, NYI, D, FA, Fla, W 5-1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 2, 5.6
Conor Garland, Healthy, Van, RW- LW, FA, @Edm, W 5-2, 1, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 5.6
Patrice Bergeron, DTD, Bos, C, CLB, @NJ, W 4-3, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 8, 8, 0, 4, 0, 4, 5.4
Anders Lee, Healthy, NYI, LW, FA, Fla, W 5-1, 1, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5.4
Michael Pezzetta, Healthy, Mon, C- LW- RW, FA, @Dal, L 2-4, 1, 1, 1, 1, 2, 0, 1, 0, 0, 0, 0, 1, 0, 2, 4, 0, 5.35
Justin Faulk, Healthy, StL, D, FA, @Vgk, L 4-5, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 5.2
David Pastrnak, Healthy, Bos, RW, CLB, @NJ, W 4-3, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 5.1
Marcus Bjork, Healthy, Cls, D, FA, @Chi, L 2-5, 1, 1, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 3, 2, 1, 4.95
Tony DeAngelo, Healthy, Phi, D, FA, @Car, L 5-6, 1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 4.8
Conor Sheary, Healthy, Wsh, LW- RW, FA, Wpg, W 4-1, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 4.8
Brett Pesce, Healthy, Car, D, FA, Phi, W 6-5, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 2, 4.75
Andreas Athanasiou, Healthy, Chi, LW- RW, FA, Cls, W 5-2, 1, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 3, 2, 1, 4.7
Max Domi, Healthy, Dal, C- LW- RW, FA, Mon, W 4-2, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 5, 6, 0, 4, 0, 0, 4.55
Garnet Hathaway, Healthy, Bos, RW- LW, FA, @NJ, W 4-3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 1, 4.5
Jason Robertson, Healthy, Dal, LW, ME, Mon, W 4-2, 1, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 6, 1, 0, 4.4
Arber Xhekaj, IR, Mon, D, FA, @Dal, L 2-4, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 3, 4.4
Tomas Tatar, Healthy, NJ, LW- RW, FA, Bos, L 3-4, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 4.3
Brendan Smith, Healthy, NJ, D, FA, Bos, L 3-4, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 4, 4.3
Jean-Gabriel Pageau, Healthy, NYI, C, FA, Fla, W 5-1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 11, 11, 0, 5, 4, 1, 4.2
Elias Pettersson, Healthy, Van, C, SLC, @Edm, W 5-2, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 4, 5, 0, 5, 0, 0, 4.15
Noah Dobson, Healthy, NYI, D, SLC, Fla, W 5-1, 1, 0, 1, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 4.1
Charlie McAvoy, Healthy, Bos, D, SLC, @NJ, W 4-3, 1, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 4.1
Samuel Girard, Healthy, Col, D, FA, @Nsh, W 3-2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 4.0
Michael Stone, Healthy, Cgy, D, FA, @Ana, W 3-2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 4.0
Pavel Buchnevich, DTD, StL, RW- LW, SALT, @Vgk, L 4-5, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3.95
Andrei Svechnikov, IR, Car, LW- RW, SLC, Phi, W 6-5, 1, 1, 1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 0, 3.95
Alec Martinez, Healthy, Vgk, D, FA, StL, W 5-4, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 5, 3.9
Ryan Johansen, O, Nsh, C, FA, Col, L 2-3, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 4, 4, 0, 3, 1, 2, 3.9
Connor Clifton, Healthy, Bos, D, FA, @NJ, W 4-3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 3, 3.9
Jesperi Kotkaniemi, Healthy, Car, C- LW, FA, Phi, W 6-5, 1, 1, 0, -1, 0, 1, 0, 0, 0, 1, 2, 4, 0, 3, 1, 1, 3.9
Nikita Zadorov, Healthy, Cgy, D, FA, @Ana, W 3-2, 1, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 2, 3.9
Nico Hischier, Healthy, NJ, C, SLC, Bos, L 3-4, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 8, 7, 0, 4, 0, 0, 3.75
Cam York, Healthy, Phi, D, FA, @Car, L 5-6, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 3.75
Wyatt Johnston, Healthy, Dal, C, FA, Mon, W 4-2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 3.7
Sonny Milano, Healthy, Wsh, LW, FA, Wpg, W 4-1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 3.7
Brett Ritchie, Healthy, Ari, RW, FA, LA, W 2-1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 3.7
Derek Ryan, Healthy, Edm, C- RW, FA, Van, L 2-5, 1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 5, 0, 0, 2, 2, 0, 3.6
Noel Acciari, DTD, Tor, C- RW, FA, --, --, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 4, 0, 3.5
Taylor Raddysh, Healthy, Chi, RW, FA, Cls, W 5-2, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 3.5
"Logan OConnor", Healthy, Col, RW- LW, FA, @Nsh, W 3-2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 3.5
Jake Evans, Healthy, Mon, RW- C, FA, @Dal, L 2-4, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 5, 8, 0, 3, 0, 1, 3.5
Trevor Lewis, Healthy, Cgy, C- RW, FA, @Ana, W 3-2, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 1, 0, 3.4
Ian Mitchell, Healthy, Chi, D, FA, Cls, W 5-2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3.4
Phillip Danault, Healthy, LA, C, FA, @Ari, L 1-2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 8, 8, 0, 3, 1, 2, 3.35
Leon Draisaitl, Healthy, Edm, LW- C, SALT, Van, L 2-5, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 11, 8, 0, 4, 2, 0, 3.3
Erik Johnson, Healthy, Col, D, FA, @Nsh, W 3-2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 3.3
Roman Josi, DTD, Nsh, D, SALT, Col, L 2-3, 1, 0, 1, -1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 3, 3.25
William Karlsson, Healthy, Vgk, C, FA, StL, W 5-4, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 6, 5, 0, 3, 2, 0, 3.25
Jordan Harris, Healthy, Mon, D, FA, @Dal, L 2-4, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 3.15
Jack Roslovic, DTD, Cls, C, FA, @Chi, L 2-5, 1, 0, 2, 1, 2, 0, 1, 0, 0, 0, 9, 14, 0, 1, 0, 0, 3.15
Jack Hughes, Healthy, NJ, C- LW, BBS, Bos, L 3-4, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 5, 0, 0, 3.1
Alex Iafallo, Healthy, LA, LW, FA, @Ari, L 1-2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 3.1
Oliver Ekman-Larsson, IR, Van, D, FA, @Edm, W 5-2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 3.1
Aatu Raty, Healthy, Van, C, FA, @Edm, W 5-2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 5, 0, 3, 2, 0, 3.1
Nick Schmaltz, Healthy, Ari, C- RW, FA, LA, W 2-1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 6, 0, 4, 2, 0, 3.1
Nick Seeler, Healthy, Phi, D, FA, @Car, L 5-6, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 3.1
Chris Tanev, DTD, Cgy, D, FA, @Ana, W 3-2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 5, 3.0
Zach Parise, Healthy, NYI, LW, FA, Fla, W 5-1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 0, 3.0
Nic Dowd, Healthy, Wsh, C, FA, Wpg, W 4-1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 10, 6, 0, 1, 0, 0, 3.0
Jamie Benn, Healthy, Dal, LW- C, LKR, Mon, W 4-2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 14, 4, 0, 2, 0, 0, 2.95
Martin Necas, Healthy, Car, C- RW, HERB, Phi, W 6-5, 1, 0, 2, -1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 3, 0, 0, 2.95
