Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Luke Evangelista, Healthy, Nsh, RW, FA, @Buf, W 7-3, 1, 2, 2, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7, 0, 1, 11.2
Cal Clutterbuck, Healthy, NYI, RW, FA, Tor, W 7-2, 1, 2, 1, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 5, 2, 11.2
Adam Larsson, Healthy, Sea, D, DINK, @Dal, W 5-4, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 7, 9.7
J.T. Miller, Healthy, Van, C- LW, HERB, Vgk, L 3-4, 1, 2, 1, 1, 0, 1, 0, 1, 0, 0, 8, 10, 0, 3, 5, 0, 9.1
Travis Sanheim, Healthy, Phi, D, FA, Fla, W 6-3, 1, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 2, 8.0
Matt Duchene, O, Nsh, C- RW, FA, @Buf, W 7-3, 1, 2, 1, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 1, 0, 7.9
Anders Lee, Healthy, NYI, LW, FA, Tor, W 7-2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 4, 7.6
Brandon Tanev, Healthy, Sea, LW- RW, FA, @Dal, W 5-4, 1, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 7.1
Nick Jensen, Healthy, Wsh, D, FA, Cls, L 6-7, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 3, 6.8
Joe Pavelski, Healthy, Dal, RW- C, BBS, Sea, L 4-5, 1, 1, 1, 2, 0, 0, 1, 0, 0, 0, 11, 2, 0, 1, 1, 1, 6.55
Mike Matheson, Healthy, Mon, D, FA, TB, W 3-2, 1, 1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 3, 6.5
Jean-Gabriel Pageau, Healthy, NYI, C, FA, Tor, W 7-2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 11, 5, 0, 1, 6, 0, 6.5
Jack Roslovic, DTD, Cls, C, FA, @Wsh, W 7-6, 1, 2, 0, -1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 2, 6.2
Adam Boqvist, DTD, Cls, D, FA, @Wsh, W 7-6, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 1, 6.2
Jamie Benn, Healthy, Dal, LW- C, LKR, Sea, L 4-5, 1, 1, 2, 1, 2, 0, 0, 0, 0, 0, 2, 2, 0, 5, 1, 0, 6.1
Noah Dobson, Healthy, NYI, D, SLC, Tor, W 7-2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6.0
Tyler Toffoli, Healthy, Cgy, RW- LW, SLC, @Ana, W 5-1, 1, 0, 3, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 5, 0, 0, 6.0
Aleksander Barkov, Healthy, Fla, C, SALT, @Phi, L 3-6, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 11, 3, 0, 7, 2, 1, 5.85
Tommy Novak, Healthy, Nsh, C, FA, @Buf, W 7-3, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 4, 5, 0, 4, 0, 1, 5.8
Jake DeBrusk, Healthy, Bos, LW- RW, BBS, Ott, W 2-1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 5, 0, 5.5
Tyson Foerster, Healthy, Phi, RW- C, FA, Fla, W 6-3, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 5.4
