Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Ilya Sorokin, Healthy, NYI, G, CLB, @Wpg, W 2-0, 1, 1, 0, 0, 24, 1, 8.4
Jacob Markstrom, Healthy, Cgy, G, DINK, NYR, W 6-0, 1, 1, 0, 0, 22, 1, 8.2
Jack Campbell, Healthy, Tor, G, OXP, Bos, W 5-2, 1, 1, 0, 2, 42, 0, 7.2
Robin Lehner, O, VGK, G, ME, @Mon, W 5-2, 1, 1, 0, 2, 36, 0, 6.6
Martin Jones, Healthy, Phi, G, FA, @Wsh, W 2-1, 1, 1, 0, 1, 31, 0, 6.6
Elvis Merzlikins, Healthy, Cls, G, BOWS, Col, W 4-2, 1, 1, 0, 2, 34, 0, 6.4
Spencer Knight, Healthy, Fla, G, BBS, Car, W 5-2, 1, 1, 0, 2, 30, 0, 6.0
Scott Wedgewood, Healthy, Dal, G, FA, --, --, 0, 1, 0, 2, 27, 0, 5.7
Cam Talbot, Healthy, Min, G, HERB, @Pit, W 5-4, 1, 1, 0, 4, 35, 0, 5.5
Jonathan Bernier, IR, NJ, G, FA, @SJ, W 3-2, 1, 1, 0, 2, 25, 0, 5.5
Alex Nedeljkovic, Healthy, Det, G, FA, @Buf, W 4-3, 1, 1, 0, 3, 29, 0, 5.4
Brian Elliott, Healthy, TB, G, FA, @Ott, W 5-3, 1, 1, 0, 3, 24, 0, 4.9
Tristan Jarry, O, Pit, G, DINK, Min, L 4-5, 1, 0, 0, 4, 36, 0, 1.6
James Reimer, Healthy, SJ, G, OXP, NJ, L 2-3, 1, 0, 0, 2, 26, 0, 1.6
Darcy Kuemper, Healthy, Col, G, SALT, @Cls, L 2-4, 1, 0, 1, 3, 38, 0, 1.3
Vitek Vanecek, Healthy, Wsh, G, FA, Phi, L 1-2, 1, 0, 1, 2, 30, 0, 1.0
Dustin Tokarski, Healthy, Buf, G, FA, Det, L 3-4, 1, 0, 0, 4, 29, 0, 0.9
Eric Comrie, Healthy, Wpg, G, FA, NYI, L 0-2, 1, 0, 1, 2, 29, 0, 0.9
Antti Raanta, Healthy, Car, G, FA, @Fla, L 2-5, 0, 0, 0, 0, 4, 0, 0.4
Linus Ullmark, Healthy, Bos, G, CLB, @Tor, L 2-5, 1, 0, 1, 4, 31, 0, 0.1
