Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Artemi Panarin, Healthy, NYR, LW, HERB, @Car, W 6-2, 1, 4, 1, 4, 2, 0, 1, 0, 0, 1, 0, 0, 1, 5, 0, 0, 15.05
Adrian Kempe, Healthy, LA, C- LW- RW, DINK, Pit, W 6-0, 1, 4, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 1, 7, 1, 0, 12.8
Connor McDavid, Healthy, Edm, C, DINK, @Ott, W 6-3, 1, 1, 2, 1, 0, 0, 1, 0, 1, 0, 6, 6, 0, 4, 7, 1, 9.5
Dillon Dube, Healthy, Cgy, C- LW, FA, @Buf, W 7-2, 1, 1, 3, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 1, 1, 8.95
Anthony Cirelli, Healthy, TB, C, FA, @Dal, W 3-1, 1, 2, 1, 3, 0, 0, 0, 0, 0, 1, 9, 5, 0, 5, 0, 0, 8.9
Dylan Larkin, Healthy, Det, C, OXP, Van, W 5-2, 1, 2, 1, 1, 0, 1, 1, 0, 0, 1, 7, 7, 0, 5, 0, 1, 8.75
Nick Schmaltz, Healthy, Ari, C- RW, FA, @StL, L 5-6, 1, 1, 3, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 8.75
Boone Jenner, Healthy, Cls, C- LW, BBS, @Tor, W 4-3, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 14, 10, 0, 9, 5, 2, 8.3
Nathan MacKinnon, Healthy, Col, C, HERB, @Fla, W 5-3, 1, 2, 1, 0, 0, 1, 0, 0, 0, 1, 10, 15, 0, 6, 1, 1, 7.9
Juuso Valimaki, Healthy, Ari, D, FA, @StL, L 5-6, 1, 0, 4, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 3, 7.9
Tyler Toffoli, Healthy, Cgy, RW- LW, SLC, @Buf, W 7-2, 1, 2, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 7.8
Blake Wheeler, Healthy, Wpg, RW- C, FA, Chi, W 4-1, 1, 2, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 7.7
Mike Matheson, Healthy, Mon, D, FA, NYI, W 4-3, 1, 1, 1, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 2, 1, 7.6
Nazem Kadri, Healthy, Cgy, C, ME, @Buf, W 7-2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 14, 6, 0, 4, 1, 3, 7.5
Josh Morrissey, Healthy, Wpg, D, LKR, Chi, W 4-1, 1, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 3, 3, 7.35
Clayton Keller, Healthy, Ari, C- LW- RW, SLC, @StL, L 5-6, 1, 2, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 7.15
Jimmy Vesey, Healthy, NYR, LW- RW, FA, @Car, W 6-2, 1, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6.7
Andrew Peeke, Healthy, Cls, D, FA, @Tor, W 4-3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 8, 6.5
Dennis Gilbert, Healthy, Cgy, D, FA, @Buf, W 7-2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 6.4
Chris Tanev, DTD, Cgy, D, FA, @Buf, W 7-2, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 6.3
Vincent Trocheck, Healthy, NYR, C, OXP, @Car, W 6-2, 1, 0, 2, 4, 0, 0, 0, 0, 0, 0, 8, 8, 0, 1, 2, 1, 6.2
Calle Rosen, Healthy, StL, D, FA, Ari, W 6-5, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 1, 6.2
Anze Kopitar, Healthy, LA, C, LKR, Pit, W 6-0, 1, 0, 3, 2, 0, 0, 1, 0, 0, 0, 4, 6, 0, 1, 0, 1, 6.15
