Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Kevin Hayes, Healthy, Phi, C, FA, Ana, W 5-2, 1, 3, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 10.1
Seth Jones, Healthy, Chi, D, BOWS, Buf, W 4-3, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 3, 2, 8.8
Jared Spurgeon, Healthy, Min, D, DINK, @Wsh, W 4-2, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 1, 2, 7.8
Martin Fehervary, Healthy, Wsh, D, DINK, Min, L 2-4, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 5, 7.8
William Nylander, Healthy, Tor, RW- LW, LKR, Fla, W 5-4, 1, 2, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 4, 0, 0, 7.65
Rasmus Ristolainen, DTD, Phi, D, FA, Ana, W 5-2, 1, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 3, 2, 7.6
Zach Hyman, Healthy, Edm, LW- RW, LKR, Sea, W 5-2, 1, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 7.5
Evgenii Dadonov, Healthy, Dal, RW- LW, FA, --, --, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 2, 6.9
Scott Laughton, Healthy, Phi, C- RW, DINK, Ana, W 5-2, 1, 0, 2, 3, 0, 0, 0, 0, 1, 0, 6, 10, 0, 4, 3, 1, 6.65
Philipp Kurashev, O, Chi, LW- RW, FA, Buf, W 4-3, 1, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 6.6
Lawson Crouse, Healthy, Ari, LW- RW, FA, Det, W 4-3, 1, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 3, 0, 6.3
Nick Bjugstad, Healthy, Edm, C- RW, FA, Sea, W 5-2, 1, 1, 1, 2, 4, 0, 0, 0, 0, 0, 9, 4, 0, 1, 2, 1, 5.8
Radko Gudas, Healthy, Fla, D, BOWS, @Tor, L 4-5, 1, 0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 5.8
Dylan Holloway, Healthy, Edm, C- LW- RW, FA, Sea, W 5-2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 5.5
Travis Konecny, Healthy, Phi, RW- LW, SALT, Ana, W 5-2, 1, 0, 2, 1, 0, 0, 1, 0, 1, 0, 0, 2, 0, 5, 0, 1, 5.3
Wade Allison, Healthy, Phi, RW, FA, Ana, W 5-2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 5.1
Aleksander Barkov, Healthy, Fla, C, SALT, @Tor, L 4-5, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 9, 16, 0, 2, 1, 1, 5.05
Connor Murphy, Healthy, Chi, D, FA, Buf, W 4-3, 1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 5.0
Jonas Brodin, Healthy, Min, D, FA, @Wsh, W 4-2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 2, 4.8
Moritz Seider, Healthy, Det, D, SALT, @Ari, L 3-4, 1, 0, 1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 4, 4.75
