Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Nikita Kucherov, Healthy, TB, RW, DINK, @Phi, W 6-3, 1, 3, 1, 3, 0, 1, 1, 0, 0, 0, 0, 0, 1, 5, 1, 1, 13.05
Roope Hintz, Healthy, Dal, C, ME, @Det, W 5-4, 1, 2, 2, 3, 0, 0, 1, 0, 0, 1, 2, 2, 0, 4, 0, 1, 10.65
Joel Eriksson Ek, DTD, Min, C, OXP, Wsh, W 5-3, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 12, 10, 0, 2, 0, 3, 7.4
Colton Parayko, Healthy, StL, D, ME, @Cgy, W 4-3, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 4, 7.4
Nick Leddy, Healthy, StL, D, FA, @Cgy, W 4-3, 1, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7.0
Wyatt Johnston, Healthy, Dal, C, HERB, @Det, W 5-4, 1, 0, 3, 3, 2, 0, 0, 0, 0, 0, 7, 3, 0, 4, 0, 0, 6.6
Nicolas Roy, Healthy, Vgk, C, FA, @NYI, W 3-2, 1, 1, 1, 2, 0, 0, 1, 0, 0, 1, 10, 7, 0, 2, 1, 0, 6.55
Brandon Saad, Healthy, StL, LW, FA, @Cgy, W 4-3, 1, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 1, 6.5
Jakob Silfverberg, Healthy, Ana, RW, FA, Buf, W 4-2, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 6.3
Brayden Schenn, Healthy, StL, C, SLC, @Cgy, W 4-3, 1, 1, 0, 2, 0, 0, 0, 1, 0, 0, 10, 5, 0, 1, 2, 2, 6.2
Anthony Mantha, Healthy, Vgk, RW, FA, @NYI, W 3-2, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5.9
