Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
"Logan OConnor", IR, Col, RW, FA, --, --, 1, 3, 0, 4, 0, 0, 0, 0, 0, 0, 1, 1, 1, 5, 1, 1, 11.3
Nathan MacKinnon, Healthy, Col, C, HERB, --, --, 1, 2, 2, 3, 0, 0, 0, 0, 0, 1, 4, 11, 0, 4, 2, 2, 10.8
Danton Heinen, Healthy, Bos, C, FA, --, --, 1, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 5, 1, 0, 9.8
Roope Hintz, Healthy, Dal, C, ME, --, --, 1, 2, 0, 3, 0, 0, 0, 1, 0, 0, 1, 1, 0, 6, 0, 0, 7.1
Josh Manson, Healthy, Col, D, FA, --, --, 1, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 6.9
J.T. Miller, Healthy, Van, C- LW- RW, HERB, --, --, 1, 1, 1, -2, 0, 1, 1, 0, 0, 1, 10, 15, 0, 1, 6, 2, 6.65
Ross Colton, Healthy, Col, LW, FA, --, --, 1, 0, 3, 3, 0, 0, 0, 0, 0, 0, 6, 9, 0, 1, 1, 1, 6.6
Conor Garland, Healthy, Van, RW, FA, --, --, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 6.6
Mitch Marner, O, Tor, RW, OXP, --, --, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 2, 6.5
Clayton Keller, Healthy, Ari, LW- C- RW, SLC, --, --, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 9, 0, 1, 6.5
Sean Durzi, Healthy, Ari, D, BOWS, --, --, 1, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 3, 6.5
