Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Morgan Geekie, Healthy, Bos, C, FA, Vgk, W 5-4, 1, 3, 0, 2, 0, 0, 0, 0, 0, 0, 6, 13, 1, 3, 1, 1, 9.4
Sam Reinhart, Healthy, Fla, RW, ME, Mon, W 4-3, 1, 2, 1, 1, 0, 1, 0, 1, 0, 0, 5, 2, 0, 5, 1, 0, 8.6
Joe Pavelski, Healthy, Dal, RW, DINK, Wpg, W 4-1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 1, 9, 5, 0, 3, 4, 1, 8.4
Zach Parise, Healthy, Col, LW, FA, @Chi, W 5-0, 1, 2, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 5, 0, 0, 8.25
Adam Henrique, Healthy, Edm, LW- C, CLB, --, --, 1, 1, 2, 2, 2, 1, 0, 0, 0, 1, 10, 7, 0, 1, 0, 1, 8.2
Brady Skjei, Healthy, Car, D, FA, @Cls, W 4-2, 1, 1, 1, 4, 2, 0, 0, 0, 0, 1, 0, 0, 0, 7, 1, 1, 7.8
Aleksander Barkov, Healthy, Fla, C, SALT, Mon, W 4-3, 1, 1, 2, 1, 0, 0, 1, 0, 1, 0, 11, 8, 0, 3, 0, 1, 7.6
Roman Josi, Healthy, Nsh, D, SALT, Min, W 6-1, 1, 1, 2, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 7.25
Anze Kopitar, Healthy, LA, C, ME, @Van, W 5-1, 1, 1, 1, 3, 0, 0, 1, 0, 0, 1, 9, 5, 0, 3, 1, 0, 7.25
Drew Doughty, Healthy, LA, D, ME, @Van, W 5-1, 1, 1, 2, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 7.25
Kevin Fiala, Healthy, LA, LW- RW, SLC, @Van, W 5-1, 1, 1, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 7.1
