Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Tyler Bertuzzi, Healthy, Tor, LW, FA, @Col, W 4-3, 1, 3, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 4, 1, 3, 12.2
Noah Hanifin, Healthy, Vgk, D, BBS, @Ott, L 3-4, 1, 2, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 4, 10.2
J.T. Miller, Healthy, Van, C- LW- RW, HERB, Bos, W 3-2, 1, 0, 3, 2, 0, 0, 1, 0, 0, 0, 13, 6, 0, 4, 8, 1, 9.75
Mats Zuccarello, Healthy, Min, RW, BOWS, @Sea, W 5-2, 1, 0, 4, 2, 4, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 2, 8.4
Brock Boeser, Healthy, Van, RW, BOWS, Bos, W 3-2, 1, 2, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 4, 1, 1, 7.7
Alex DeBrincat, Healthy, Det, LW- RW, SLC, StL, W 6-1, 1, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 7.2
Thomas Chabot, DTD, Ott, D, FA, Vgk, W 4-3, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 4, 7.0
Kiefer Sherwood, Healthy, Nsh, LW- RW, FA, @SJ, W 4-2, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 7.0
Kirill Kaprizov, Healthy, Min, LW, CLB, @Sea, W 5-2, 1, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 4, 1, 0, 6.95
Michael Rasmussen, Healthy, Det, C, FA, StL, W 6-1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 3, 0, 6.8
Nikita Kucherov, Healthy, TB, RW, DINK, @NYI, W 4-2, 1, 1, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 6.65
Nathan MacKinnon, Healthy, Col, C, HERB, Tor, L 3-4, 1, 0, 3, 2, 0, 0, 1, 0, 0, 0, 4, 7, 0, 2, 1, 1, 6.45
Victor Hedman, Healthy, TB, D, LKR, @NYI, W 4-2, 1, 0, 3, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 6.15
Jonathan Marchessault, Healthy, Vgk, RW- LW, HERB, @Ott, L 3-4, 1, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 5.65
Timo Meier, Healthy, NJ, LW- RW, SALT, Mon, W 4-3, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 2, 5.6
William Nylander, Healthy, Tor, RW- LW, OXP, @Col, W 4-3, 1, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5.5
Wyatt Johnston, Healthy, Dal, C, HERB, @Car, W 2-1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 7, 3, 0, 1, 0, 3, 5.5
Brayden Point, Healthy, TB, C, BBS, @NYI, W 4-2, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 8, 5, 0, 6, 0, 1, 5.4
Miro Heiskanen, Healthy, Dal, D, LKR, @Car, W 2-1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 5.4
Nick Suzuki, Healthy, Mon, C, CLB, @NJ, L 3-4, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 8, 12, 0, 4, 2, 1, 5.4
Gustav Forsling, Healthy, Fla, D, BOWS, Wsh, W 3-2, 1, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 5, 1, 5.4
