Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Kirill Kaprizov, Healthy, Min, LW, CLB, Van, W 10-7, 1, 3, 3, 2, 0, 1, 2, 0, 0, 1, 0, 0, 1, 7, 0, 2, 17.2
Joel Eriksson Ek, DTD, Min, C, OXP, Van, W 10-7, 1, 3, 3, 2, 2, 2, 1, 0, 0, 0, 14, 13, 1, 4, 1, 0, 15.35
J.T. Miller, Healthy, Van, C- LW- RW, HERB, @Min, L 7-10, 1, 3, 1, 2, 2, 1, 0, 0, 0, 0, 7, 4, 1, 4, 5, 2, 14.0
Sean Monahan, Healthy, Wpg, C, CLB, @Cgy, L 3-6, 1, 3, 0, -1, 2, 2, 0, 0, 0, 0, 10, 6, 1, 4, 0, 1, 9.6
Mathieu Joseph, Healthy, Ott, LW- RW, FA, @TB, W 4-2, 1, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 2, 3, 9.0
Matt Boldy, Healthy, Min, LW, SALT, Van, W 10-7, 1, 1, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 7.75
Alec Martinez, Healthy, Vgk, D, BBS, @SJ, W 4-0, 1, 0, 3, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 3, 7.75
Troy Terry, Healthy, Ana, C- RW, FA, @Buf, W 4-3, 1, 1, 2, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 7.5
Mats Zuccarello, Healthy, Min, RW, BOWS, Van, W 10-7, 1, 1, 3, -2, 2, 1, 3, 0, 0, 0, 0, 0, 0, 1, 1, 1, 7.45
Leon Draisaitl, Healthy, Edm, C- LW, SALT, @Ari, W 6-3, 1, 1, 2, 1, 0, 1, 0, 0, 0, 0, 11, 5, 0, 1, 0, 1, 7.2
Sebastian Aho, Healthy, Car, C, LKR, Chi, W 6-3, 1, 1, 1, 2, 0, 0, 1, 0, 0, 1, 6, 6, 0, 3, 1, 1, 6.85
Nazem Kadri, Healthy, Cgy, C, BOWS, Wpg, W 6-3, 1, 2, 1, 2, 0, 1, 0, 0, 0, 0, 4, 11, 0, 5, 0, 0, 6.8
Artem Zub, Healthy, Ott, D, FA, @TB, W 4-2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 4, 6.8
Andrew Mangiapane, Healthy, Cgy, RW- LW, FA, Wpg, W 6-3, 1, 1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 6.6
Mitch Marner, O, Tor, RW, OXP, @StL, W 4-2, 1, 0, 3, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 1, 6.55
Evan Bouchard, Healthy, Edm, D, DINK, @Ari, W 6-3, 1, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 2, 6.45
Mason McTavish, Healthy, Ana, C- LW, CLB, @Buf, W 4-3, 1, 0, 3, 2, 2, 0, 0, 0, 0, 0, 7, 4, 0, 2, 2, 0, 6.4
Frank Vatrano, Healthy, Ana, RW- LW, LKR, @Buf, W 4-3, 1, 2, 0, 2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 5, 1, 1, 6.3
Moritz Seider, Healthy, Det, D, SALT, @Sea, W 4-3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 6, 6.2
Evander Kane, Healthy, Edm, LW, OXP, @Ari, W 6-3, 1, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 1, 6.2
Connor Bedard, Healthy, Chi, C, DINK, @Car, L 3-6, 1, 1, 2, -1, 0, 1, 1, 0, 0, 0, 4, 0, 0, 1, 1, 0, 6.05
Mason Morelli, Healthy, Vgk, LW, FA, @SJ, W 4-0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 3, 3, 0, 5.8
Jesper Boqvist, Healthy, Bos, C, FA, Dal, W 4-3, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 3, 3, 0, 2, 2, 1, 5.8
Tim Stutzle, Healthy, Ott, C- LW, LKR, @TB, W 4-2, 1, 1, 1, 2, 2, 0, 0, 0, 0, 0, 8, 4, 0, 1, 3, 0, 5.7
Jared McCann, Healthy, Sea, RW- C- LW, DINK, Det, L 3-4, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 6, 0, 0, 5.7
