Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Brock Boeser, Healthy, Van, RW, BOWS, Cls, W 5-4, 1, 3, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 5, 0, 1, 11.5
Connor McDavid, Healthy, Edm, C, DINK, Nsh, W 4-1, 1, 1, 3, 2, 0, 0, 2, 0, 0, 0, 3, 3, 0, 5, 3, 2, 10.4
Elias Pettersson, Healthy, Van, C- LW, SLC, Cls, W 5-4, 1, 2, 1, 0, 0, 1, 1, 0, 0, 1, 6, 4, 0, 5, 4, 1, 9.65
David Pastrnak, Healthy, Bos, RW, CLB, @Phi, W 6-2, 1, 2, 1, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 1, 1, 9.0
Leon Draisaitl, Healthy, Edm, C- LW, SALT, Nsh, W 4-1, 1, 1, 2, 2, 2, 1, 1, 0, 0, 1, 2, 8, 0, 1, 0, 1, 7.55
Thomas Harley, Healthy, Dal, D, DINK, Wsh, W 5-4, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 0, 2, 7.4
Brayden Point, Healthy, TB, C, BBS, NJ, W 6-3, 1, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 1, 0, 4, 1, 0, 7.1
Zac Jones, Healthy, NYR, D, FA, @Ott, W 7-2, 1, 1, 1, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 7.0
Alex Tuch, Healthy, Buf, RW, ME, @SJ, W 5-2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 2, 1, 0, 3, 0, 2, 6.9
James van Riemsdyk, Healthy, Bos, LW, FA, @Phi, W 6-2, 1, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 6.9
Victor Hedman, Healthy, TB, D, LKR, NJ, W 6-3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 1, 6.7
Artemi Panarin, Healthy, NYR, LW, BOWS, @Ott, W 7-2, 1, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 6.5
Alexandre Texier, Healthy, Cls, C- LW- RW, FA, @Van, L 4-5, 1, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 6.2
Troy Terry, Healthy, Ana, C- RW, FA, @Min, W 3-2, 1, 2, 0, 2, 4, 0, 0, 0, 0, 1, 2, 0, 0, 4, 0, 0, 6.2
Steven Stamkos, Healthy, TB, C, HERB, NJ, W 6-3, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 10, 7, 0, 5, 1, 0, 6.1
Marcus Pettersson, Healthy, Pit, D, FA, Mon, W 3-2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 6.0
Dylan Cozens, Healthy, Buf, C, FA, @SJ, W 5-2, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 11, 10, 0, 3, 0, 0, 5.9
J.T. Miller, Healthy, Van, C- LW- RW, HERB, Cls, W 5-4, 1, 0, 3, -1, 0, 0, 2, 0, 0, 0, 13, 4, 0, 4, 0, 0, 5.8
