Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Gabriel Vilardi, O, Wpg, C, FA, Min, W 6-3, 1, 2, 1, 0, 2, 2, 0, 0, 0, 1, 0, 0, 0, 4, 0, 1, 8.2
Dylan Strome, Healthy, Wsh, C, FA, NJ, W 6-2, 1, 1, 2, 1, 0, 0, 1, 0, 0, 1, 9, 10, 0, 2, 0, 2, 7.85
Alex Ovechkin, Healthy, Wsh, LW, BOWS, NJ, W 6-2, 1, 2, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 7.4
Pierre-Luc Dubois, Healthy, LA, C, FA, Cls, W 5-1, 1, 2, 0, 2, 0, 1, 0, 0, 0, 1, 4, 6, 0, 3, 1, 0, 6.9
Drew Doughty, Healthy, LA, D, ME, Cls, W 5-1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 1, 4, 6.85
Kyle Connor, Healthy, Wpg, LW, ME, Min, W 6-3, 1, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 2, 0, 6.3
Adam Pelech, Healthy, NYI, D, FA, @Pit, W 5-4, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1, 0, 6.1
Ryan Johansen, Healthy, Phi, C, FA, --, --, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 3, 7, 0, 2, 0, 0, 5.8
Marco Rossi, Healthy, Min, C, FA, @Wpg, L 3-6, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 2, 1, 0, 5, 0, 0, 5.6
Connor McMichael, Healthy, Wsh, C, FA, NJ, W 6-2, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 8, 8, 0, 3, 1, 0, 5.6
Thomas Chabot, DTD, Ott, D, FA, @Fla, L 2-3, 1, 1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 3, 5.3
Mathew Barzal, Healthy, NYI, C, LKR, @Pit, W 5-4, 1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 3, 2, 0, 2, 0, 2, 5.1
"KAndre Miller", Healthy, NYR, D, FA, Dal, W 3-1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 5.1
Quinton Byfield, Healthy, LA, C- LW, SLC, Cls, W 5-1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 0, 5.0
Adam Lowry, Healthy, Wpg, C, FA, Min, W 6-3, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 9, 12, 0, 2, 2, 1, 5.0
Cole Smith, Healthy, Nsh, LW- RW, FA, @Vgk, W 5-3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 6, 0, 5.0
Roman Josi, Healthy, Nsh, D, SALT, @Vgk, W 5-3, 1, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 4.8
Ryan McDonagh, Healthy, Nsh, D, FA, @Vgk, W 5-3, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 4.7
Valtteri Puustinen, Healthy, Pit, LW, FA, NYI, L 4-5, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 2, 4.7
