Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Pavel Buchnevich, Healthy, StL, RW- C- LW, OXP, NYI, W 4-0, 1, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 1, 0, 10.3
Jared McCann, Healthy, Sea, RW- C- LW, DINK, Van, W 5-2, 1, 1, 3, 3, 2, 1, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 8.7
Jordan Eberle, Healthy, Sea, RW, FA, Van, W 5-2, 1, 2, 1, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 2, 8.6
Colton Sissons, Healthy, Nsh, C, FA, @LA, W 4-1, 1, 1, 2, 3, 0, 0, 0, 0, 0, 0, 7, 7, 0, 1, 2, 2, 8.2
Josh Norris, IR, Ott, C, FA, Dal, W 4-1, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 10, 4, 0, 2, 3, 0, 7.7
Alexis Lafreniere, Healthy, NYR, LW, FA, @NJ, W 5-1, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 4, 1, 1, 7.1
Kris Letang, Healthy, Pit, D, HERB, Mon, W 4-1, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 3, 6.8
Jeremy Lauzon, Healthy, Nsh, D, CLB, @LA, W 4-1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 1, 6.6
Pontus Holmberg, Healthy, Tor, C, FA, @Vgk, W 7-3, 1, 1, 1, 3, 2, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 3, 6.4
Robert Thomas, Healthy, StL, C, OXP, NYI, W 4-0, 1, 0, 3, 3, 2, 0, 0, 0, 0, 0, 7, 8, 0, 2, 1, 0, 6.2
Max Domi, Healthy, Tor, C, FA, @Vgk, W 7-3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 4, 4, 0, 5, 0, 1, 6.0
"Drew OConnor", Healthy, Pit, LW, FA, Mon, W 4-1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 2, 6.0
Connor McMichael, Healthy, Wsh, C, FA, @TB, W 5-3, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 11, 8, 0, 2, 3, 0, 5.9
Artemi Panarin, Healthy, NYR, LW, BOWS, @NJ, W 5-1, 1, 0, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 5.8
Charlie Coyle, Healthy, Bos, C, SALT, @Cgy, L 2-3, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 11, 9, 0, 3, 1, 0, 5.8
Tom Wilson, SSPD, Wsh, RW, FA, @TB, W 5-3, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 3, 2, 5.6
Dylan Larkin, Healthy, Det, C, OXP, Col, W 2-1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 13, 6, 0, 2, 0, 0, 5.4
Vincent Trocheck, Healthy, NYR, C, LKR, @NJ, W 5-1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 9, 9, 0, 1, 1, 2, 5.4
Justin Schultz, Healthy, Sea, D, FA, Van, W 5-2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 5.4
Sebastian Aho, Healthy, Car, C, LKR, Fla, W 1-0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 5, 6, 0, 4, 5, 0, 5.3
Shea Theodore, Healthy, Vgk, D, BBS, Tor, L 3-7, 1, 0, 2, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 5, 5.3
Martin Pospisil, Healthy, Cgy, LW- RW, FA, Bos, W 3-2, 1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 1, 5.3
Nazem Kadri, Healthy, Cgy, C, BOWS, Bos, W 3-2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 6, 11, 0, 2, 0, 1, 5.2
Jake McCabe, Healthy, Tor, D, SALT, @Vgk, W 7-3, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 5.1
Ryan McDonagh, Healthy, Nsh, D, FA, @LA, W 4-1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 4, 5.0
Erik Karlsson, Healthy, Pit, D, CLB, Mon, W 4-1, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 1, 4.95
Auston Matthews, Healthy, Tor, C, BOWS, @Vgk, W 7-3, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 7, 8, 0, 6, 1, 3, 4.8
Drake Batherson, Healthy, Ott, RW, FA, Dal, W 4-1, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 4.7
Ridly Greig, Healthy, Ott, C- LW, FA, Dal, W 4-1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 4, 4.7
Ben Chiarot, Healthy, Det, D, FA, Col, W 2-1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 5, 4.6
Jake Sanderson, Healthy, Ott, D, FA, Dal, W 4-1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 3, 4.5
Simon Benoit, Healthy, Tor, D, FA, @Vgk, W 7-3, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 4.4
Oliver Kylington, Healthy, Cgy, D, FA, Bos, W 3-2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 4.3
Mitch Marner, O, Tor, RW, OXP, @Vgk, W 7-3, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4.2
Jordan Kyrou, Healthy, StL, RW- LW, CLB, NYI, W 4-0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4.2
Luke Schenn, Healthy, Nsh, D, FA, @LA, W 4-1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4.2
Chris Kreider, Healthy, NYR, LW, LKR, @NJ, W 5-1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 2, 4.1
Jack Hughes, Healthy, NJ, C, BBS, NYR, L 1-5, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 1, 4.0
Dylan Strome, Healthy, Wsh, C, FA, @TB, W 5-3, 1, 0, 2, 1, 4, 0, 0, 0, 0, 0, 7, 9, 0, 1, 0, 2, 4.0
Ryan Reaves, Healthy, Tor, RW, FA, @Vgk, W 7-3, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 3.9
Yakov Trenin, Healthy, Col, LW- C, FA, @Det, L 1-2, 1, 1, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3.9
Claude Giroux, Healthy, Ott, RW- C, FA, Dal, W 4-1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 13, 3, 0, 3, 1, 0, 3.85
Jacob Trouba, O, NYR, D, BOWS, @NJ, W 5-1, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 3.8
Patrick Kane, Healthy, Det, RW, DINK, Col, W 2-1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 3.8
Barclay Goodrow, Healthy, NYR, C- LW- RW, FA, @NJ, W 5-1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 0, 0, 2, 6, 3.8
Nicolas Aube-Kubel, Healthy, Wsh, RW, FA, @TB, W 5-3, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 3.8
David Kampf, Healthy, Tor, C- RW, FA, @Vgk, W 7-3, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 4, 8, 0, 4, 1, 1, 3.8
Aliaksei Protas, Healthy, Wsh, C, FA, @TB, W 5-3, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 7, 4, 0, 2, 1, 1, 3.8
Jonathan Marchessault, Healthy, Vgk, RW- LW, HERB, Tor, L 3-7, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3.7
Thomas Chabot, DTD, Ott, D, FA, Dal, W 4-1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 3.7
Mika Zibanejad, Healthy, NYR, C, ME, @NJ, W 5-1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 3, 11, 0, 4, 0, 2, 3.6
Beck Malenstyn, Healthy, Wsh, LW, FA, @TB, W 5-3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 3.6
Nathan MacKinnon, Healthy, Col, C, HERB, @Det, L 1-2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 11, 7, 0, 11, 0, 0, 3.5
Tim Stutzle, Healthy, Ott, C- LW, LKR, Dal, W 4-1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 4, 0, 2, 2, 2, 3.5
Morgan Rielly, DTD, Tor, D, LKR, @Vgk, W 7-3, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 3, 3.5
Vince Dunn, DTD, Sea, D, CLB, Van, W 5-2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 3.5
Bryan Rust, Healthy, Pit, RW, CLB, Mon, W 4-1, 1, 1, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 3.5
Andrei Svechnikov, Healthy, Car, LW, HERB, Fla, W 1-0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 3.4
Artem Zub, Healthy, Ott, D, FA, Dal, W 4-1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3.4
Anthony Mantha, Healthy, Vgk, RW, FA, Tor, L 3-7, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3.4
Brandon Saad, Healthy, StL, LW, FA, NYI, W 4-0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3.4
Ian Cole, Healthy, Van, D, FA, @Sea, L 2-5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5, 3.4
Mark Jankowski, Healthy, Nsh, C, FA, @LA, W 4-1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 6, 0, 2, 1, 0, 3.4
Brady Tkachuk, Healthy, Ott, LW, BOWS, Dal, W 4-1, 1, 0, 1, -1, 0, 0, 1, 0, 0, 0, 2, 1, 0, 5, 5, 0, 3.35
John Tavares, Healthy, Tor, C, BBS, @Vgk, W 7-3, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 3, 5, 0, 2, 1, 1, 3.3
Tyler Toffoli, Healthy, Wpg, RW, CLB, --, --, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 4, 0, 3.3
Nicholas Robertson, Healthy, Tor, LW, FA, @Vgk, W 7-3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3.3
Sam Lafferty, Healthy, Van, C, FA, @Sea, L 2-5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 1, 1, 3.3
Shane Pinto, Healthy, Ott, C, CLB, Dal, W 4-1, 1, 1, 0, -1, 0, 1, 0, 0, 0, 0, 4, 5, 0, 3, 0, 2, 3.2
J.T. Miller, Healthy, Van, C- LW- RW, HERB, @Sea, L 2-5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 0, 2, 2, 2, 3.1
Tyler Bertuzzi, Healthy, Tor, LW, FA, @Vgk, W 7-3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 2, 3.1
Nick Leddy, Healthy, StL, D, FA, NYI, W 4-0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 3.1
Michael Amadio, Healthy, Vgk, RW- C- LW, FA, Tor, L 3-7, 1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 1, 3.1
Erik Gustafsson, DTD, NYR, D, FA, @NJ, W 5-1, 1, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3.1
Aleksander Barkov, Healthy, Fla, C, SALT, @Car, L 0-1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 0, 4, 2, 3, 3.0
"KAndre Miller", Healthy, NYR, D, FA, @NJ, W 5-1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 4, 3.0
Sidney Crosby, Healthy, Pit, C, DINK, Mon, W 4-1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 12, 10, 0, 2, 1, 1, 2.95
Oskar Sundqvist, O, StL, C, FA, NYI, W 4-0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 6, 6, 0, 1, 2, 1, 2.95
Brayden McNabb, Healthy, Vgk, D, LKR, Tor, L 3-7, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 2.9
Yegor Sharangovich, Healthy, Cgy, C- LW- RW, FA, Bos, W 3-2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 7, 2, 0, 4, 0, 0, 2.9
Rasmus Sandin, Healthy, Wsh, D, FA, @TB, W 5-3, 1, 1, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 2.9
Nick Perbix, Healthy, TB, D, FA, Wsh, L 3-5, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2.9
Valtteri Puustinen, Healthy, Pit, LW, FA, Mon, W 4-1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 2.9
Calvin de Haan, Healthy, TB, D, FA, Wsh, L 3-5, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2.9
Tyler Motte, Healthy, TB, C, FA, Wsh, L 3-5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3, 0, 2.9
