Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Tyler Toffoli, Healthy, Wpg, RW, CLB, @Bos, L 1-4, 1, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 7, 0, 0, 10.1
Sam Bennett, Healthy, Fla, C- LW, ME, @Nsh, W 4-1, 1, 0, 3, 3, 0, 0, 1, 0, 0, 0, 7, 9, 0, 1, 7, 1, 8.75
Jonathan Marchessault, Healthy, Vgk, RW- LW, HERB, @NJ, L 5-6, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 3, 0, 7.4
Nicolas Roy, Healthy, Vgk, C, FA, @NJ, L 5-6, 1, 1, 2, 2, 0, 0, 0, 0, 0, 0, 10, 1, 0, 3, 0, 0, 7.2
Matthew Tkachuk, Healthy, Fla, RW- LW, CLB, @Nsh, W 4-1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 0, 6.3
Carter Verhaeghe, Healthy, Fla, LW- C, BOWS, @Nsh, W 4-1, 1, 1, 1, 3, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 6.3
Brandon Montour, Healthy, Fla, D, OXP, @Nsh, W 4-1, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 3, 5.7
Charlie Coyle, Healthy, Bos, C, SALT, Wpg, W 4-1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 7, 10, 0, 1, 3, 0, 5.7
Curtis Lazar, Healthy, NJ, RW, FA, Vgk, W 6-5, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 5.4
Brandon Carlo, Healthy, Bos, D, FA, Wpg, W 4-1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 3, 5.0
Jason Zucker, Healthy, Nsh, LW- RW, FA, Fla, L 1-4, 1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 4.9
Jeremy Lauzon, Healthy, Nsh, D, CLB, Fla, L 1-4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 1, 4.8
Quinton Byfield, Healthy, LA, C- LW, SLC, SJ, L 3-4, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 3, 1, 0, 4.75
Jake DeBrusk, Healthy, Bos, RW- LW, LKR, Wpg, W 4-1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 1, 1, 4.6
Chandler Stephenson, Healthy, Vgk, C, FA, @NJ, L 5-6, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 8, 12, 0, 5, 0, 1, 4.6
Trevor Moore, Healthy, LA, LW, OXP, SJ, L 3-4, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 1, 2, 4.5
Kevin Fiala, Healthy, LA, LW- RW, SLC, SJ, L 3-4, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 0, 4.45
Andrei Kuzmenko, Healthy, Cgy, LW- RW, FA, --, --, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4.4
Simon Nemec, Healthy, NJ, D, SALT, Vgk, W 6-5, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 4.4
