Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Auston Matthews, Healthy, Tor, C, BOWS, @Cgy, W 4-3, 1, 3, 1, 3, 0, 0, 1, 0, 0, 1, 13, 13, 1, 5, 0, 0, 12.75
T.J. Oshie, Healthy, Wsh, RW, FA, StL, W 5-2, 1, 3, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 5, 0, 2, 12.0
Victor Hedman, Healthy, TB, D, LKR, Min, W 7-3, 1, 1, 3, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 2, 3, 11.0
Leon Draisaitl, Healthy, Edm, C- LW, SALT, Sea, W 4-2, 1, 1, 3, 1, 0, 1, 1, 0, 0, 0, 13, 1, 0, 4, 0, 2, 10.35
David Pastrnak, Healthy, Bos, RW, CLB, Col, W 5-2, 1, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1, 8, 0, 0, 9.6
Brayden Point, Healthy, TB, C, BBS, Min, W 7-3, 1, 1, 2, 2, 0, 0, 1, 0, 0, 1, 0, 2, 0, 5, 0, 1, 8.05
Owen Tippett, Healthy, Phi, RW, FA, Dal, W 5-1, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 2, 7.5
Brett Howden, Healthy, Vgk, LW- C, FA, NYR, W 5-1, 1, 1, 1, 2, 0, 0, 0, 1, 0, 0, 4, 2, 0, 4, 2, 1, 7.2
Tim Stutzle, Healthy, Ott, C- LW, LKR, Mon, W 6-2, 1, 1, 2, 3, 2, 0, 0, 0, 0, 0, 4, 3, 0, 2, 0, 1, 7.1
Jake Middleton, Healthy, Min, D, FA, @TB, L 3-7, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 6.9
Jake DeBrusk, Healthy, Bos, RW- LW, LKR, Col, W 5-2, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 2, 1, 2, 6.75
Ivan Barbashev, Healthy, Vgk, LW- C- RW, OXP, NYR, W 5-1, 1, 2, 0, 2, 0, 1, 0, 0, 0, 1, 0, 2, 0, 3, 0, 0, 6.6
Mark Stone, IR, Vgk, RW, BBS, NYR, W 5-1, 1, 0, 2, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 2, 1, 3, 6.4
Nikita Kucherov, Healthy, TB, RW, DINK, Min, W 7-3, 1, 0, 3, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 6.25
Brady Tkachuk, Healthy, Ott, LW, BOWS, Mon, W 6-2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 6, 4, 0, 6.1
Anthony Cirelli, Healthy, TB, C, FA, Min, W 7-3, 1, 2, 1, -2, 0, 1, 1, 0, 0, 0, 7, 2, 0, 3, 0, 0, 6.05
Parker Kelly, Healthy, Ott, C, FA, Mon, W 6-2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 3, 1, 5.9
Jake Sanderson, Healthy, Ott, D, FA, Mon, W 6-2, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 3, 5.5
Nathan Walker, Healthy, StL, C, FA, @Wsh, L 2-5, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 5.5
Zemgus Girgensons, Healthy, Buf, C, FA, Chi, W 3-0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 5, 3, 1, 5.4
Zach Hyman, Healthy, Edm, RW- LW, BBS, Sea, W 4-2, 1, 1, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 2, 5.35
