Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Brock Boeser, Healthy, Van, RW, BOWS, Edm, W 8-1, 1, 4, 0, 3, 0, 1, 0, 0, 0, 1, 0, 0, 1, 8, 0, 0, 13.8
Auston Matthews, Healthy, Tor, C, BOWS, Mon, W 6-5, 1, 3, 0, 2, 0, 1, 0, 0, 0, 0, 6, 11, 1, 8, 3, 1, 11.2
Mikko Rantanen, Healthy, Col, RW, HERB, @LA, W 5-2, 1, 2, 2, 2, 0, 0, 1, 0, 0, 1, 2, 2, 0, 5, 2, 0, 10.35
J.T. Miller, Healthy, Van, C- LW- RW, HERB, Edm, W 8-1, 1, 1, 3, 3, 2, 1, 1, 0, 0, 0, 8, 10, 0, 3, 3, 1, 10.05
Elias Lindholm, Healthy, Cgy, RW, ME, Wpg, W 5-3, 1, 1, 2, 2, 0, 0, 0, 0, 1, 1, 21, 4, 0, 1, 1, 0, 9.85
Elias Pettersson, Healthy, Van, C- LW, SLC, Edm, W 8-1, 1, 1, 3, 1, 0, 1, 2, 0, 0, 0, 6, 9, 0, 5, 2, 0, 8.8
Quinn Hughes, Healthy, Van, D, HERB, Edm, W 8-1, 1, 0, 3, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 1, 7.3
Nathan MacKinnon, Healthy, Col, C, HERB, @LA, W 5-2, 1, 1, 2, 2, 0, 0, 1, 0, 0, 0, 8, 9, 0, 4, 2, 0, 7.15
Andrew Mangiapane, Healthy, Cgy, RW- LW, FA, Wpg, W 5-3, 1, 2, 1, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 7.0
Cale Makar, Healthy, Col, D, DINK, @LA, W 5-2, 1, 1, 1, 3, 4, 1, 0, 0, 0, 0, 0, 0, 0, 5, 1, 2, 6.9
