Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Steven Stamkos, Healthy, TB, C, HERB, @Edm, W 7-4, 1, 4, 0, 3, 0, 1, 0, 0, 0, 1, 2, 4, 1, 7, 0, 0, 13.5
Kent Johnson, Healthy, Cls, C, FA, @Tor, W 6-5, 1, 2, 1, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 8.8
Dakota Joshua, Healthy, Van, C, BOWS, Fla, W 4-0, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 6, 3, 8.7
Robert Thomas, Healthy, StL, C, OXP, Ott, W 4-2, 1, 2, 1, 3, 0, 0, 0, 0, 0, 0, 11, 9, 0, 3, 0, 1, 8.0
Auston Matthews, Healthy, Tor, C, BOWS, Cls, L 5-6, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 13, 9, 0, 9, 0, 0, 7.3
Nikita Kucherov, Healthy, TB, RW, DINK, @Edm, W 7-4, 1, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 1, 6.55
Oliver Bjorkstrand, Healthy, Sea, RW, OXP, Chi, W 7-1, 1, 1, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 6.45
Ryker Evans, Healthy, Sea, D, FA, Chi, W 7-1, 1, 0, 2, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 3, 6.45
Ryan Nugent-Hopkins, Healthy, Edm, C, ME, TB, L 4-7, 1, 1, 2, 0, 0, 0, 1, 0, 1, 0, 0, 3, 0, 6, 0, 0, 6.3
Kailer Yamamoto, Healthy, Sea, RW, FA, Chi, W 7-1, 1, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 4, 1, 0, 6.2
Darnell Nurse, Healthy, Edm, D, OXP, TB, L 4-7, 1, 1, 0, -2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 2, 6, 6.0
John Tavares, Healthy, Tor, C, BBS, Cls, L 5-6, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 9, 6, 0, 4, 4, 0, 5.9
Justin Danforth, Healthy, Cls, RW, FA, @Tor, W 6-5, 1, 1, 1, -1, 0, 0, 0, 0, 0, 0, 4, 6, 0, 2, 3, 4, 5.9
Mitchell Marner, Healthy, Tor, RW, OXP, Cls, L 5-6, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 5.7
Yegor Sharangovich, Healthy, Cgy, C- LW- RW, FA, @Min, L 2-3, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 5.65
Yegor Chinakhov, Healthy, Cls, RW, FA, @Tor, W 6-5, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 3, 1, 5.65
Andrew Peeke, Healthy, Cls, D, FA, @Tor, W 6-5, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 5.6
Zach Werenski, O, Cls, D, ME, @Tor, W 6-5, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 2, 3, 5.55
David Jiricek, Healthy, Cls, D, FA, @Tor, W 6-5, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 5.4
Will Borgen, Healthy, Sea, D, FA, Chi, W 7-1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 5.3
Tom Wilson, DTD, Wsh, RW, CLB, @Phi, L 3-4, 1, 1, 1, -1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 3, 2, 1, 5.0
Pavel Buchnevich, Healthy, StL, RW- C- LW, DINK, Ott, W 4-2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 4.9
Evan Bouchard, Healthy, Edm, D, DINK, TB, L 4-7, 1, 0, 2, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 2, 2, 4.85
Dylan Strome, Healthy, Wsh, C, FA, @Phi, L 3-4, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 11, 11, 0, 5, 0, 1, 4.75
Owen Tippett, Healthy, Phi, RW, BOWS, Wsh, W 4-3, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 5, 0, 4.7
Ivan Provorov, Healthy, Cls, D, OXP, @Tor, W 6-5, 1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 4.7
Mikhail Sergachev, IR, TB, D, SLC, @Edm, W 7-4, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 3, 4.6
