Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Matthew Tkachuk, Healthy, Fla, RW- LW, CLB, @StL, W 5-1, 1, 3, 1, 2, 2, 0, 1, 0, 0, 0, 0, 1, 1, 9, 1, 0, 11.65
Mitch Marner, O, Tor, RW, OXP, SJ, W 7-1, 1, 2, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 4, 1, 0, 9.45
Noah Hanifin, Healthy, Vgk, D, BBS, --, --, 1, 1, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 8.1
Cole Perfetti, Healthy, Wpg, LW- C- RW, FA, Cls, W 5-0, 1, 2, 1, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 1, 7.65
Jake McCabe, Healthy, Tor, D, SALT, SJ, W 7-1, 1, 1, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 2, 1, 7.55
Radko Gudas, O, Ana, D, BOWS, @Nsh, W 5-3, 1, 1, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 5, 7.4
Blake Coleman, Healthy, Cgy, RW- LW, LKR, Ott, W 6-3, 1, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 2, 2, 1, 6.7
Will Borgen, Healthy, Sea, D, FA, @Buf, W 5-2, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 6.3
Filip Hronek, Healthy, Van, D, ME, @NYI, W 5-2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 1, 6.2
William Nylander, Healthy, Tor, RW- LW, OXP, SJ, W 7-1, 1, 0, 3, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5.6
Connor Zary, Healthy, Cgy, C, FA, Ott, W 6-3, 1, 1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 5.6
Troy Terry, Healthy, Ana, C- RW, FA, @Nsh, W 5-3, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 5, 1, 0, 5.55
Matt Roy, Healthy, LA, D, OXP, @TB, L 2-3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 3, 5.5
Alex Tuch, Healthy, Buf, RW, ME, Sea, L 2-5, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 1, 5.4
Yegor Sharangovich, Healthy, Cgy, C- LW- RW, FA, Ott, W 6-3, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 5.4
Morgan Rielly, DTD, Tor, D, LKR, SJ, W 7-1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 1, 5.35
Adam Lowry, Healthy, Wpg, C, FA, Cls, W 5-0, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 12, 10, 0, 1, 1, 2, 5.35
Auston Matthews, Healthy, Tor, C, BOWS, SJ, W 7-1, 1, 1, 0, 2, 0, 1, 0, 0, 0, 1, 9, 5, 0, 3, 0, 0, 5.2
