Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Auston Matthews, Healthy, Tor, C, BOWS, Ana, W 9-2, 1, 3, 2, 2, 0, 1, 2, 0, 0, 0, 10, 5, 1, 4, 0, 0, 13.9
Matthew Tkachuk, Healthy, Fla, RW- LW, CLB, @TB, W 9-2, 1, 2, 2, 3, 10, 2, 0, 0, 0, 0, 0, 0, 0, 2, 5, 0, 10.2
Sam Bennett, Healthy, Fla, C- LW, ME, @TB, W 9-2, 1, 2, 2, 4, 10, 1, 0, 0, 0, 0, 4, 5, 0, 3, 1, 1, 9.5
Gabriel Vilardi, O, Wpg, C, FA, @Van, W 4-2, 1, 2, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 4, 1, 1, 9.05
Jake McCabe, Healthy, Tor, D, SALT, Ana, W 9-2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3, 4, 9.0
Seth Jarvis, Healthy, Car, RW- C, BBS, @Vgk, W 3-1, 1, 1, 1, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 2, 3, 8.8
Bobby McMann, Healthy, Tor, C, FA, Ana, W 9-2, 1, 2, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 3, 1, 8.8
Nico Hischier, Healthy, NJ, C, SLC, Phi, W 6-3, 1, 2, 1, 2, 0, 0, 0, 0, 0, 0, 18, 11, 0, 5, 0, 1, 8.2
Nathan Bastian, IR, NJ, RW, FA, Phi, W 6-3, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 4, 5, 0, 8.0
Evan Bouchard, Healthy, Edm, D, DINK, @Dal, W 4-3, 1, 2, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 5, 1, 1, 7.8
Mark Scheifele, Healthy, Wpg, C, ME, @Van, W 4-2, 1, 1, 3, 1, 2, 0, 2, 0, 0, 0, 4, 7, 0, 4, 1, 0, 7.7
Brendan Smith, Healthy, NJ, D, FA, Phi, W 6-3, 1, 1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 7.6
Moritz Seider, Healthy, Det, D, SALT, @Cgy, W 5-0, 1, 0, 2, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3, 5, 7.55
James van Riemsdyk, Healthy, Bos, LW, FA, LA, L 4-5, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 7.4
Carter Verhaeghe, Healthy, Fla, LW- C, BOWS, @TB, W 9-2, 1, 2, 1, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 0, 7.15
Matt Duchene, Healthy, Dal, C, SLC, Edm, L 3-4, 1, 1, 2, 1, 0, 1, 1, 0, 0, 0, 7, 7, 0, 3, 0, 1, 7.05
Gustav Forsling, Healthy, Fla, D, BOWS, @TB, W 9-2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 3, 7.0
Filip Forsberg, Healthy, Nsh, LW, LKR, @StL, W 5-2, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 2, 6.8
