Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GP, G, A, +/-, PIM, PPG, PPA, SHG, SHA, GWG, FOW, FOL, HAT, SOG, HIT, BLK, FPTS
Elias Pettersson, Healthy, Van, C- LW, SLC, @NYR, W 6-3, 1, 2, 2, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 2, 1, 10.9
Brock Boeser, Healthy, Van, RW, BOWS, @NYR, W 6-3, 1, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 1, 7.8
Roope Hintz, Healthy, Dal, C, ME, @Min, W 4-0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 3, 3, 0, 3, 0, 0, 6.55
Tyler Seguin, DTD, Dal, RW- C, SALT, @Min, W 4-0, 1, 1, 1, 2, 2, 0, 0, 0, 1, 0, 6, 5, 0, 3, 2, 0, 6.05
Brad Marchand, Healthy, Bos, LW, DINK, @Col, L 3-4, 1, 2, 0, 1, 2, 1, 0, 0, 0, 0, 2, 0, 0, 2, 2, 0, 5.8
Evgeni Malkin, Healthy, Pit, C, FA, @Phi, W 4-1, 1, 1, 1, 2, 2, 0, 1, 0, 0, 0, 6, 4, 0, 4, 1, 0, 5.45
Vincent Trocheck, Healthy, NYR, C, LKR, Van, L 3-6, 1, 2, 0, -2, 0, 1, 0, 0, 0, 0, 11, 7, 0, 5, 3, 0, 5.3
Nils Hoglander, Healthy, Van, LW, CLB, @NYR, W 6-3, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 5.2
Filip Hronek, Healthy, Van, D, ME, @NYR, W 6-3, 1, 0, 2, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 5.0
Radek Faksa, Healthy, Dal, C, FA, @Min, W 4-0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 12, 5, 0, 1, 1, 0, 4.6
Ryan Graves, Healthy, Pit, D, FA, @Phi, W 4-1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 3, 4.5
Chad Ruhwedel, Healthy, NYR, D, FA, Van, L 3-6, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 4.4
Ryan Suter, Healthy, Dal, D, FA, @Min, W 4-0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5, 3.9
Johnny Beecher, Healthy, Bos, C, FA, @Col, L 3-4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 0, 1, 1, 2, 3.9
Erik Karlsson, Healthy, Pit, D, CLB, @Phi, W 4-1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 3.7
Sam Malinski, Healthy, Col, D, FA, Bos, W 4-3, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 3.6
Sam Steel, Healthy, Dal, C, FA, @Min, W 4-0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2, 0, 3.55
Quinn Hughes, Healthy, Van, D, HERB, @NYR, W 6-3, 1, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5
Rickard Rakell, Healthy, Pit, RW- C- LW, FA, @Phi, W 4-1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 3.5
Tyler Myers, Healthy, Van, D, FA, @NYR, W 6-3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 3.5
J.T. Miller, Healthy, Van, C- LW- RW, HERB, @NYR, W 6-3, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 11, 11, 0, 1, 1, 0, 3.4
"Drew OConnor", Healthy, Pit, LW, FA, @Phi, W 4-1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 3.4
Brandon Carlo, Healthy, Bos, D, FA, @Col, L 3-4, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3.3
Artemi Panarin, Healthy, NYR, LW, BOWS, Van, L 3-6, 1, 1, 1, -2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 3.25
Esa Lindell, Healthy, Dal, D, FA, @Min, W 4-0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 3.1
Danton Heinen, Healthy, Bos, C, FA, @Col, L 3-4, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 3.0
Matt Duchene, Healthy, Dal, C, SLC, @Min, W 4-0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 7, 1, 0, 0, 1, 3, 2.9
