Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
John Gibson, Healthy, Ana, G, FA, SJ, W 4-1, 1, 1, 0, 1, 25, 0, 6.0
Casey DeSmith, Healthy, Van, G, FA, @Mon, W 5-2, 1, 1, 0, 2, 30, 0, 6.0
Jonathan Quick, Healthy, NYR, G, OXP, Cls, W 4-3, 1, 1, 0, 3, 25, 0, 5.0
Sergei Bobrovsky, Healthy, Fla, G, ME, Chi, W 4-3, 1, 1, 0, 3, 23, 0, 4.8
Jake Oettinger, Healthy, Dal, G, LKR, @Min, W 8-3, 1, 1, 0, 3, 23, 0, 4.8
Elvis Merzlikins, Healthy, Cls, G, FA, @NYR, L 3-4, 1, 0, 0, 3, 37, 0, 2.2
Mackenzie Blackwood, IR, SJ, G, FA, @Ana, L 1-4, 1, 0, 1, 4, 40, 0, 1.0
Jake Allen, Healthy, NJ, G, FA, --, --, 1, 0, 1, 3, 32, 0, 0.7
Igor Shesterkin, Healthy, NYR, G, DINK, Cls, W 4-3, --, --, --, --, --, --, --
Thatcher Demko, O, Van, G, BOWS, @Mon, W 5-2, --, --, --, --, --, --, --
Filip Gustavsson, Healthy, Min, G, BOWS, Dal, L 3-8, --, --, --, --, --, --, --
Spencer Knight, Healthy, Fla, G, FA, Chi, W 4-3, --, --, --, --, --, --, --
Petr Mrazek, Healthy, Chi, G, FA, @Fla, L 3-4, --, --, --, --, --, --, --
Sam Montembeault, Healthy, Mon, G, BOWS, Van, L 2-5, --, --, --, --, --, --, --
Anthony Stolarz, Healthy, Fla, G, FA, Chi, W 4-3, --, --, --, --, --, --, --
Scott Wedgewood, Healthy, Dal, G, FA, @Min, W 8-3, --, --, --, --, --, --, --
Lukas Dostal, Healthy, Ana, G, FA, SJ, W 4-1, --, --, --, --, --, --, --
Daniil Tarasov, Healthy, Cls, G, FA, @NYR, L 3-4, --, --, --, --, --, --, --
Kaapo Kahkonen, Healthy, NJ, G, FA, --, --, --, --, --, --, --, --, --
Louis Domingue, Healthy, NYR, G, FA, Cls, W 4-3, --, --, --, --, --, --, --
Jesper Wallstedt, Healthy, Min, G, FA, Dal, L 3-8, --, --, --, --, --, --, --
Cayden Primeau, Healthy, Mon, G, FA, Van, L 2-5, --, --, --, --, --, --, --
Matt Murray, Healthy, Dal, G, FA, @Min, W 8-3, --, --, --, --, --, --, --
