Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Alexandar Georgiev, Healthy, Col, G, SLC, Chi, W 4-0, 1, 1, 0, 0, 18, 1, 7.8
Sergei Bobrovsky, Healthy, Fla, G, ME, Tor, W 3-1, 1, 1, 0, 1, 29, 0, 6.4
Linus Ullmark, Healthy, Bos, G, LKR, @SJ, W 3-1, 1, 1, 0, 1, 26, 0, 6.1
Logan Thompson, Healthy, Vgk, G, DINK, @Wpg, W 5-3, 1, 1, 0, 3, 36, 0, 6.1
Juuse Saros, Healthy, Nsh, G, SALT, @NYR, W 4-1, 1, 1, 0, 1, 23, 0, 5.8
Jake Oettinger, Healthy, Dal, G, LKR, @Ana, W 3-2, 1, 1, 0, 2, 27, 0, 5.7
Carter Hart, IR, Phi, G, FA, Edm, W 4-1, 1, 1, 0, 1, 22, 0, 5.7
Cam Talbot, Healthy, LA, G, BOWS, @Min, W 7-3, 1, 1, 0, 3, 29, 0, 5.4
Connor Ingram, Healthy, Ari, G, OXP, @StL, W 6-2, 1, 1, 0, 2, 24, 0, 5.4
Joey Daccord, Healthy, Sea, G, FA, Car, W 7-4, 1, 1, 0, 4, 32, 0, 5.2
Jonas Johansson, Healthy, TB, G, OXP, Van, W 4-3, 1, 1, 0, 3, 26, 0, 5.1
Dan Vladar, Healthy, Cgy, G, FA, @Buf, W 4-3, 1, 1, 0, 3, 24, 0, 4.9
Jonathan Quick, Healthy, NYR, G, OXP, Nsh, L 1-4, 0, 0, 0, 0, 9, 0, 0.9
Kaapo Kahkonen, Healthy, NJ, G, FA, --, --, 1, 0, 1, 3, 33, 0, 0.8
Petr Mrazek, Healthy, Chi, G, FA, @Col, L 0-4, 1, 0, 1, 4, 37, 0, 0.7
Thatcher Demko, O, Van, G, BOWS, @TB, L 3-4, 1, 0, 1, 4, 32, 0, 0.2
Devon Levi, Healthy, Buf, G, SALT, Cgy, L 3-4, 1, 0, 1, 4, 32, 0, 0.2
Ilya Samsonov, Healthy, Tor, G, HERB, @Fla, L 1-3, 1, 0, 1, 2, 21, 0, 0.1
Connor Hellebuyck, Healthy, Wpg, G, HERB, Vgk, L 3-5, --, --, --, --, --, --, --
Jeremy Swayman, Healthy, Bos, G, SALT, @SJ, W 3-1, --, --, --, --, --, --, --
Andrei Vasilevskiy, Healthy, TB, G, LKR, Van, W 4-3, --, --, --, --, --, --, --
Adin Hill, Healthy, Vgk, G, DINK, @Wpg, W 5-3, --, --, --, --, --, --, --
Stuart Skinner, Healthy, Edm, G, ME, @Phi, L 1-4, --, --, --, --, --, --, --
Jacob Markstrom, DTD, Cgy, G, BBS, @Buf, W 4-3, --, --, --, --, --, --, --
Frederik Andersen, Healthy, Car, G, BBS, @Sea, L 4-7, --, --, --, --, --, --, --
Filip Gustavsson, Healthy, Min, G, BOWS, LA, L 3-7, --, --, --, --, --, --, --
Jordan Binnington, Healthy, StL, G, ME, Ari, L 2-6, --, --, --, --, --, --, --
Ukko-Pekka Luukkonen, Healthy, Buf, G, CLB, Cgy, L 3-4, --, --, --, --, --, --, --
Spencer Knight, Healthy, Fla, G, FA, Tor, W 3-1, --, --, --, --, --, --, --
Joseph Woll, Healthy, Tor, G, BBS, @Fla, L 1-3, --, --, --, --, --, --, --
Samuel Ersson, Healthy, Phi, G, BBS, Edm, W 4-1, --, --, --, --, --, --, --
Casey DeSmith, Healthy, Van, G, FA, @TB, L 3-4, --, --, --, --, --, --, --
Philipp Grubauer, Healthy, Sea, G, FA, Car, W 7-4, --, --, --, --, --, --, --
Martin Jones, Healthy, Tor, G, FA, @Fla, L 1-3, --, --, --, --, --, --, --
Anthony Stolarz, Healthy, Fla, G, FA, Tor, W 3-1, --, --, --, --, --, --, --
Scott Wedgewood, Healthy, Dal, G, FA, @Ana, W 3-2, --, --, --, --, --, --, --
David Rittich, Healthy, LA, G, HERB, @Min, W 7-3, --, --, --, --, --, --, --
Lukas Dostal, Healthy, Ana, G, FA, Dal, L 2-3, --, --, --, --, --, --, --
Karel Vejmelka, Healthy, Ari, G, FA, @StL, W 6-2, --, --, --, --, --, --, --
Dustin Wolf, Healthy, Cgy, G, SLC, @Buf, W 4-3, --, --, --, --, --, --, --
Calvin Pickard, Healthy, Edm, G, FA, @Phi, L 1-4, --, --, --, --, --, --, --
Pheonix Copley, IR, LA, G, FA, @Min, W 7-3, --, --, --, --, --, --, --
Mackenzie Blackwood, IR, SJ, G, FA, Bos, L 1-3, --, --, --, --, --, --, --
Justus Annunen, Healthy, Col, G, FA, Chi, W 4-0, --, --, --, --, --, --, --
Robin Lehner, IR, Vgk, G, FA, @Wpg, W 5-3, --, --, --, --, --, --, --
Arvid Soderblom, Healthy, Chi, G, FA, @Col, L 0-4, --, --, --, --, --, --, --
Yaroslav Askarov, Healthy, Nsh, G, FA, @NYR, W 4-1, --, --, --, --, --, --, --
Kevin Lankinen, Healthy, Nsh, G, FA, @NYR, W 4-1, --, --, --, --, --, --, --
