Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Semyon Varlamov, Healthy, NYI, G, FA, @Wsh, W 3-0, 1, 1, 0, 0, 32, 1, 9.2
Sergei Bobrovsky, Healthy, Fla, G, ME, @Det, W 2-0, 1, 1, 0, 0, 22, 1, 8.2
Scott Wedgewood, Healthy, Dal, G, FA, @Edm, W 4-3, 1, 1, 0, 3, 46, 0, 7.1
Thatcher Demko, O, Van, G, BOWS, @SJ, W 10-1, 1, 1, 0, 1, 30, 0, 6.5
Jeremy Swayman, Healthy, Bos, G, SALT, Tor, W 3-2, 1, 1, 0, 2, 33, 0, 6.3
Philipp Grubauer, Healthy, Sea, G, FA, Nsh, W 4-2, 1, 1, 0, 2, 32, 0, 6.2
Igor Shesterkin, Healthy, NYR, G, DINK, Car, W 2-1, 1, 1, 0, 1, 26, 0, 6.1
Logan Thompson, Healthy, Vgk, G, DINK, Wpg, W 5-2, 1, 1, 0, 2, 29, 0, 5.9
Connor Ingram, Healthy, Ari, G, OXP, Mon, W 3-2, 1, 1, 0, 2, 28, 0, 5.8
Elvis Merzlikins, Healthy, Cls, G, FA, TB, W 4-2, 1, 1, 0, 2, 27, 0, 5.7
Cam Talbot, Healthy, LA, G, BOWS, @Ott, W 3-2, 1, 1, 0, 2, 24, 0, 5.4
Vitek Vanecek, IR, SJ, G, BOWS, Van, L 1-10, 1, 1, 0, 3, 22, 0, 4.7
Ilya Samsonov, Healthy, Tor, G, HERB, @Bos, L 2-3, 1, 0, 0, 2, 38, 0, 2.8
Joonas Korpisalo, Healthy, Ott, G, FA, LA, L 2-3, 1, 0, 1, 3, 35, 0, 1.0
James Reimer, Healthy, Det, G, FA, Fla, L 0-2, 1, 0, 1, 1, 25, 0, 1.0
Jake Allen, Healthy, NJ, G, FA, @Min, W 5-3, 1, 0, 1, 3, 32, 0, 0.7
Frederik Andersen, Healthy, Car, G, BBS, @NYR, L 1-2, 1, 0, 1, 2, 24, 0, 0.4
Andrei Vasilevskiy, Healthy, TB, G, LKR, @Cls, L 2-4, --, --, --, --, --, --, --
Ilya Sorokin, Healthy, NYI, G, CLB, @Wsh, W 3-0, --, --, --, --, --, --, --
Linus Ullmark, Healthy, Bos, G, LKR, Tor, W 3-2, --, --, --, --, --, --, --
Jake Oettinger, Healthy, Dal, G, LKR, @Edm, W 4-3, --, --, --, --, --, --, --
Adin Hill, Healthy, Vgk, G, DINK, Wpg, W 5-2, --, --, --, --, --, --, --
Joey Daccord, Healthy, Sea, G, FA, Nsh, W 4-2, --, --, --, --, --, --, --
Pyotr Kochetkov, Healthy, Car, G, BBS, @NYR, L 1-2, --, --, --, --, --, --, --
Jonathan Quick, Healthy, NYR, G, OXP, Car, W 2-1, --, --, --, --, --, --, --
Spencer Knight, Healthy, Fla, G, FA, @Det, W 2-0, --, --, --, --, --, --, --
Alex Lyon, Healthy, Det, G, SALT, Fla, L 0-2, --, --, --, --, --, --, --
Charlie Lindgren, Healthy, Wsh, G, FA, NYI, L 0-3, --, --, --, --, --, --, --
Joseph Woll, Healthy, Tor, G, BBS, @Bos, L 2-3, --, --, --, --, --, --, --
