Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Ukko-Pekka Luukkonen, Healthy, Buf, G, CLB, Col, W 4-0, 1, 1, 0, 0, 23, 1, 8.3
Darcy Kuemper, Healthy, Wsh, G, CLB, SJ, W 3-1, 1, 1, 0, 1, 30, 0, 6.5
Vitek Vanecek, IR, SJ, G, BOWS, @Wsh, L 1-3, 1, 1, 0, 3, 31, 0, 5.6
Stuart Skinner, Healthy, Edm, G, ME, Cgy, W 5-2, 1, 1, 0, 2, 24, 0, 5.4
Mackenzie Blackwood, IR, SJ, G, FA, @Wsh, L 1-3, 1, 0, 1, 2, 39, 0, 1.9
Alexandar Georgiev, Healthy, Col, G, SLC, @Buf, L 0-4, 1, 0, 1, 3, 25, 0, 0.0
Filip Gustavsson, Healthy, Min, G, BOWS, @NJ, L 3-4, --, --, --, --, --, --, --
Charlie Lindgren, Healthy, Wsh, G, FA, SJ, W 3-1, --, --, --, --, --, --, --
Devon Levi, Healthy, Buf, G, SALT, Col, W 4-0, --, --, --, --, --, --, --
Dustin Wolf, Healthy, Cgy, G, SLC, @Edm, L 2-5, --, --, --, --, --, --, --
Calvin Pickard, Healthy, Edm, G, FA, Cgy, W 5-2, --, --, --, --, --, --, --
Nico Daws, Healthy, NJ, G, FA, Min, W 4-3, --, --, --, --, --, --, --
Jack Campbell, Healthy, Edm, G, FA, Cgy, W 5-2, --, --, --, --, --, --, --
Justus Annunen, Healthy, Col, G, FA, @Buf, L 0-4, --, --, --, --, --, --, --
Akira Schmid, Healthy, NJ, G, FA, Min, W 4-3, --, --, --, --, --, --, --
Kaapo Kahkonen, Healthy, NJ, G, FA, Min, W 4-3, --, --, --, --, --, --, --
Dan Vladar, Healthy, Cgy, G, FA, @Edm, L 2-5, --, --, --, --, --, --, --
Jesper Wallstedt, Healthy, Min, G, FA, @NJ, L 3-4, --, --, --, --, --, --, --
Ivan Prosvetov, Healthy, Col, G, FA, @Buf, L 0-4, --, --, --, --, --, --, --
Pavel Francouz, IR, Col, G, FA, @Buf, L 0-4, --, --, --, --, --, --, --
Eric Comrie, Healthy, Buf, G, FA, Col, W 4-0, --, --, --, --, --, --, --
Artyom Zagidulin, Healthy, Cgy, G, FA, @Edm, L 2-5, --, --, --, --, --, --, --
