Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Carter Hart, IR, Phi, G, FA, @Car, W 3-1, 1, 1, 0, 1, 31, 0, 6.6
Stuart Skinner, Healthy, Edm, G, ME, Sea, W 4-3, 1, 1, 0, 3, 32, 0, 5.7
Thatcher Demko, O, Van, G, BOWS, NYI, W 4-3, 1, 1, 0, 3, 30, 0, 5.5
Alexandar Georgiev, Healthy, Col, G, SLC, Ana, W 8-2, 1, 1, 0, 2, 15, 0, 4.5
Ilya Sorokin, Healthy, NYI, G, CLB, @Van, L 3-4, 1, 0, 0, 4, 39, 0, 1.9
Joey Daccord, Healthy, Sea, G, FA, @Edm, L 3-4, 1, 0, 0, 4, 27, 0, 0.7
Frederik Andersen, Healthy, Car, G, BBS, Phi, L 1-3, --, --, --, --, --, --, --
Samuel Ersson, Healthy, Phi, G, BBS, @Car, W 3-1, --, --, --, --, --, --, --
Semyon Varlamov, Healthy, NYI, G, FA, @Van, L 3-4, --, --, --, --, --, --, --
John Gibson, Healthy, Ana, G, FA, @Col, L 2-8, --, --, --, --, --, --, --
Casey DeSmith, Healthy, Van, G, FA, NYI, W 4-3, --, --, --, --, --, --, --
Philipp Grubauer, Healthy, Sea, G, FA, @Edm, L 3-4, --, --, --, --, --, --, --
Antti Raanta, Healthy, Car, G, FA, Phi, L 1-3, --, --, --, --, --, --, --
Calvin Pickard, Healthy, Edm, G, FA, Sea, W 4-3, --, --, --, --, --, --, --
Jack Campbell, Healthy, Edm, G, FA, Sea, W 4-3, --, --, --, --, --, --, --
Justus Annunen, Healthy, Col, G, FA, Ana, W 8-2, --, --, --, --, --, --, --
Chris Driedger, Healthy, Sea, G, FA, @Edm, L 3-4, --, --, --, --, --, --, --
Ivan Prosvetov, Healthy, Col, G, FA, Ana, W 8-2, --, --, --, --, --, --, --
Pavel Francouz, IR, Col, G, FA, Ana, W 8-2, --, --, --, --, --, --, --
Cal Petersen, Healthy, Phi, G, FA, @Car, W 3-1, --, --, --, --, --, --, --
