Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Kevin Lankinen, Healthy, Nsh, G, FA, @Fla, W 3-0, 1, 1, 0, 0, 33, 1, 9.3
Lukas Dostal, Healthy, Ana, G, FA, Chi, W 4-0, 1, 1, 0, 0, 29, 1, 8.9
Joel Hofer, Healthy, StL, G, FA, @Ott, W 5-2, 1, 1, 0, 2, 37, 0, 6.7
Frederik Andersen, Healthy, Car, G, BBS, Phi, W 3-2, 1, 1, 0, 2, 30, 0, 6.0
James Reimer, Healthy, Det, G, FA, NYI, W 6-3, 1, 1, 0, 3, 33, 0, 5.8
Andrei Vasilevskiy, Healthy, TB, G, LKR, @SJ, W 4-1, 1, 1, 0, 1, 21, 0, 5.6
Logan Thompson, Healthy, Vgk, G, DINK, Sea, W 3-1, 1, 1, 0, 1, 21, 0, 5.6
Jonathan Quick, Healthy, NYR, G, OXP, @Bos, W 5-2, 1, 1, 0, 2, 24, 0, 5.4
Jake Allen, Healthy, NJ, G, FA, Wpg, W 4-1, 1, 1, 0, 1, 18, 0, 5.3
Stuart Skinner, Healthy, Edm, G, ME, Buf, W 8-3, 1, 1, 0, 3, 26, 0, 5.1
Casey DeSmith, Healthy, Van, G, FA, Mon, W 4-1, 1, 1, 0, 1, 16, 0, 5.1
Samuel Ersson, Healthy, Phi, G, BBS, @Car, L 2-3, 1, 0, 0, 3, 30, 0, 1.5
Philipp Grubauer, Healthy, Sea, G, FA, @Vgk, L 1-3, 1, 0, 1, 2, 34, 0, 1.4
Laurent Brossoit, Healthy, Wpg, G, FA, @NJ, L 1-4, 1, 0, 1, 3, 37, 0, 1.2
Sergei Bobrovsky, Healthy, Fla, G, ME, Nsh, L 0-3, 1, 0, 1, 3, 34, 0, 0.9
Jeremy Swayman, Healthy, Bos, G, SALT, NYR, L 2-5, 1, 0, 1, 3, 26, 0, 0.1
Connor Hellebuyck, O, Wpg, G, HERB, @NJ, L 1-4, --, --, --, --, --, --, --
