Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Pyotr Kochetkov, Healthy, Car, G, HERB, NJ, W 4-1, 1, 1, 0, 1, 37, 0, 7.2
David Rittich, Healthy, Wpg, G, FA, Ott, W 5-1, 1, 1, 0, 1, 35, 0, 7.0
Pheonix Copley, Healthy, LA, G, HERB, Ana, W 4-1, 1, 1, 0, 1, 24, 0, 5.9
Tristan Jarry, Healthy, Pit, G, HERB, NYR, W 3-2, 1, 1, 0, 2, 26, 0, 5.6
Carter Hart, DTD, Phi, G, OXP, Cls, W 5-3, 1, 1, 0, 3, 30, 0, 5.5
Matt Murray, DTD, Tor, G, BOWS, TB, W 4-1, 1, 1, 0, 1, 18, 0, 5.3
Martin Jones, Healthy, Sea, G, DINK, StL, W 5-2, 1, 1, 0, 2, 22, 0, 5.2
Jacob Markstrom, Healthy, Cgy, G, OXP, @SJ, W 7-3, 1, 1, 0, 3, 24, 0, 4.9
Andrei Vasilevskiy, Healthy, TB, G, LKR, @Tor, L 1-4, 1, 0, 1, 2, 36, 0, 1.6
Lukas Dostal, Healthy, Ana, G, FA, @LA, L 1-4, 1, 0, 1, 4, 37, 0, 0.7
Daniil Tarasov, Healthy, Cls, G, FA, @Phi, L 3-5, 1, 0, 1, 4, 34, 0, 0.4
Mackenzie Blackwood, Healthy, NJ, G, FA, @Car, L 1-4, 0, 0, 0, 1, 6, 0, 0.1
Connor Hellebuyck, Healthy, Wpg, G, ME, Ott, W 5-1, 0, 0, 0, 0, 0, 0, --
Frederik Andersen, Healthy, Car, G, HERB, NJ, W 4-1, 0, 0, 0, 0, 0, 0, --
Ilya Samsonov, Healthy, Tor, G, CLB, TB, W 4-1, 0, 0, 0, 0, 0, 0, --
Jordan Binnington, Healthy, StL, G, SLC, @Sea, L 2-5, 0, 0, 0, 0, 0, 0, --
John Gibson, Healthy, Ana, G, ME, @LA, L 1-4, 0, 0, 0, 0, 0, 0, --
Elvis Merzlikins, DTD, Cls, G, FA, @Phi, L 3-5, 0, 0, 0, 0, 0, 0, --
Jonathan Quick, Healthy, Vgk, G, FA, --, --, 0, 0, 0, 0, 0, 0, --
Joonas Korpisalo, Healthy, LA, G, DINK, Ana, W 4-1, 0, 0, 0, 0, 0, 0, --
Antti Raanta, Healthy, Car, G, FA, NJ, W 4-1, 0, 0, 0, 0, 0, 0, --
Philipp Grubauer, Healthy, Sea, G, BBS, StL, W 5-2, 0, 0, 0, 0, 0, 0, --
Anton Forsberg, IR, Ott, G, FA, @Wpg, L 1-5, 0, 0, 0, 0, 0, 0, --
Casey DeSmith, Healthy, Pit, G, FA, NYR, W 3-2, 0, 0, 0, 0, 0, 0, --
Joel Hofer, Healthy, StL, G, FA, @Sea, L 2-5, 0, 0, 0, 0, 0, 0, --
Jaroslav Halak, Healthy, NYR, G, FA, @Pit, L 2-3, 0, 0, 0, 0, 0, 0, --
Cal Petersen, Healthy, LA, G, FA, Ana, W 4-1, 0, 0, 0, 0, 0, 0, --
Dan Vladar, Healthy, Cgy, G, FA, @SJ, W 7-3, 0, 0, 0, 0, 0, 0, --
Mads Sogaard, DTD, Ott, G, FA, @Wpg, L 1-5, 0, 0, 0, 0, 0, 0, --
Akira Schmid, Healthy, NJ, G, FA, @Car, L 1-4, 0, 0, 0, 0, 0, 0, --
Joseph Woll, Healthy, Tor, G, FA, TB, W 4-1, 0, 0, 0, 0, 0, 0, --
Brian Elliott, Healthy, TB, G, FA, @Tor, L 1-4, 0, 0, 0, 0, 0, 0, --
Kaapo Kahkonen, Healthy, SJ, G, FA, Cgy, L 3-7, 0, 0, 0, 0, 0, 0, --
Felix Sandstrom, Healthy, Phi, G, FA, Cls, W 5-3, 0, 0, 0, 0, 0, 0, --
Erik Kallgren, Healthy, Tor, G, FA, TB, W 4-1, 0, 0, 0, 0, 0, 0, --
Anthony Stolarz, IR, Ana, G, FA, @LA, L 1-4, 0, 0, 0, 0, 0, 0, --
Dustin Wolf, Healthy, Cgy, G, FA, @SJ, W 7-3, 0, 0, 0, 0, 0, 0, --
