Name, Health, NHL Team, Position, GFHL Team, Opponent, Score, GS, W, L, GA, SV, SO, FPTS
Kevin Lankinen, Healthy, Nsh, G, FA, Cls, W 2-1, 1, 1, 0, 1, 39, 0, 7.4
Filip Gustavsson, Healthy, Min, G, OXP, @Wsh, W 4-2, 1, 1, 0, 2, 34, 0, 6.4
Connor Ingram, Healthy, Ari, G, FA, Det, W 4-3, 1, 1, 0, 3, 37, 0, 6.2
Sam Montembeault, Healthy, Mon, G, FA, Wpg, W 4-1, 1, 1, 0, 1, 25, 0, 6.0
Jack Campbell, Healthy, Edm, G, FA, Sea, W 5-2, 1, 1, 0, 2, 29, 0, 5.9
Petr Mrazek, Healthy, Chi, G, FA, Buf, W 4-3, 1, 1, 0, 3, 30, 0, 5.5
Samuel Ersson, Healthy, Phi, G, FA, Ana, W 5-2, 1, 1, 0, 2, 25, 0, 5.5
Ilya Samsonov, Healthy, Tor, G, CLB, Fla, W 5-4, 0, 1, 0, 0, 11, 0, 5.1
Sergei Bobrovsky, DTD, Fla, G, SLC, @Tor, L 4-5, 1, 0, 0, 5, 32, 0, 0.7
Daniil Tarasov, Healthy, Cls, G, FA, @Nsh, L 1-2, 1, 0, 1, 2, 26, 0, 0.6
Magnus Hellberg, Healthy, Det, G, FA, @Ari, L 3-4, 1, 0, 0, 3, 20, 0, 0.5
Anthony Stolarz, IR, Ana, G, FA, @Phi, L 2-5, 1, 0, 1, 4, 34, 0, 0.4
Craig Anderson, O, Buf, G, FA, @Chi, L 3-4, 1, 0, 0, 4, 22, 0, 0.2
Juuse Saros, Healthy, Nsh, G, SALT, Cls, W 2-1, 0, 0, 0, 0, 0, 0, --
Darcy Kuemper, Healthy, Wsh, G, SALT, Min, L 2-4, 0, 0, 0, 0, 0, 0, --
Marc-Andre Fleury, Healthy, Min, G, LKR, @Wsh, W 4-2, 0, 0, 0, 0, 0, 0, --
Ville Husso, DTD, Det, G, DINK, @Ari, L 3-4, 0, 0, 0, 0, 0, 0, --
John Gibson, Healthy, Ana, G, ME, @Phi, L 2-5, 0, 0, 0, 0, 0, 0, --
Stuart Skinner, Healthy, Edm, G, BBS, Sea, W 5-2, 0, 0, 0, 0, 0, 0, --
Carter Hart, DTD, Phi, G, OXP, Ana, W 5-2, 0, 0, 0, 0, 0, 0, --
Elvis Merzlikins, DTD, Cls, G, FA, @Nsh, L 1-2, 0, 0, 0, 0, 0, 0, --
Spencer Knight, IR, Fla, G, FA, @Tor, L 4-5, 0, 0, 0, 0, 0, 0, --
Joonas Korpisalo, Healthy, LA, G, DINK, --, --, 0, 0, 0, 0, 0, 0, --
Karel Vejmelka, Healthy, Ari, G, FA, Det, W 4-3, 0, 0, 0, 0, 0, 0, --
Philipp Grubauer, Healthy, Sea, G, BBS, @Edm, L 2-5, 0, 0, 0, 0, 0, 0, --
Jake Allen, Healthy, Mon, G, FA, Wpg, W 4-1, 0, 0, 0, 0, 0, 0, --
Ukko-Pekka Luukkonen, Healthy, Buf, G, BOWS, @Chi, L 3-4, 0, 0, 0, 0, 0, 0, --
Eric Comrie, Healthy, Buf, G, FA, @Chi, L 3-4, 0, 0, 0, 0, 0, 0, --
Joseph Woll, Healthy, Tor, G, FA, Fla, W 5-4, 0, 0, 0, 0, 0, 0, --
Alex Nedeljkovic, Healthy, Det, G, FA, @Ari, L 3-4, 0, 0, 0, 0, 0, 0, --
Alex Stalock, Healthy, Chi, G, FA, Buf, W 4-3, 0, 0, 0, 0, 0, 0, --
Alex Lyon, Healthy, Fla, G, FA, @Tor, L 4-5, 0, 0, 0, 0, 0, 0, --
Ivan Prosvetov, Healthy, Ari, G, FA, Det, W 4-3, 0, 0, 0, 0, 0, 0, --
Carey Price, IR, Mon, G, FA, Wpg, W 4-1, 0, 0, 0, 0, 0, 0, --
David Rittich, Healthy, Wpg, G, FA, @Mon, L 1-4, 0, 0, 0, 0, 0, 0, --
Lukas Dostal, Healthy, Ana, G, FA, @Phi, L 2-5, 0, 0, 0, 0, 0, 0, --
Yaroslav Askarov, Healthy, Nsh, G, FA, Cls, W 2-1, 0, 0, 0, 0, 0, 0, --
Jesper Wallstedt, Healthy, Min, G, FA, @Wsh, W 4-2, 0, 0, 0, 0, 0, 0, --
Felix Sandstrom, Healthy, Phi, G, FA, Ana, W 5-2, 0, 0, 0, 0, 0, 0, --
Malcolm Subban, Healthy, Buf, G, FA, @Chi, L 3-4, 0, 0, 0, 0, 0, 0, --
Mike Smith, O, Edm, G, FA, Sea, W 5-2, 0, 0, 0, 0, 0, 0, --
Erik Kallgren, Healthy, Tor, G, FA, Fla, W 5-4, 0, 0, 0, 0, 0, 0, --
Mikko Koskinen, Healthy, Edm, G, FA, Sea, W 5-2, 0, 0, 0, 0, 0, 0, --
Arvid Soderblom, Healthy, Chi, G, FA, Buf, W 4-3, 0, 0, 0, 0, 0, 0, --
Pekka Rinne, Healthy, Nsh, G, FA, Cls, W 2-1, 0, 0, 0, 0, 0, 0, --
Joey Daccord, Healthy, Sea, G, FA, @Edm, L 2-5, 0, 0, 0, 0, 0, 0, --
Chris Driedger, IR, Sea, G, FA, @Edm, L 2-5, 0, 0, 0, 0, 0, 0, --
Cayden Primeau, Healthy, Mon, G, FA, Wpg, W 4-1, 0, 0, 0, 0, 0, 0, --
Ryan Miller, Healthy, Ana, G, FA, @Phi, L 2-5, 0, 0, 0, 0, 0, 0, --
Christopher Gibson, Healthy, Sea, G, FA, @Edm, L 2-5, 0, 0, 0, 0, 0, 0, --
Jon Gillies, Healthy, Cls, G, FA, @Nsh, L 1-2, 0, 0, 0, 0, 0, 0, --
Zach Fucale, Healthy, Wsh, G, FA, Min, L 2-4, 0, 0, 0, 0, 0, 0, --
Antti Niemi, Healthy, Mon, G, FA, Wpg, W 4-1, 0, 0, 0, 0, 0, 0, --
